training_id,employee_id,course_name,course_category,assigned_date,completion_date,completion_status,training_hours,training_score,ingestion_timestamp,source_file_name,source_system,pipeline_run_id
TRN000374,EMP0145,Employee Relations Essentials,HR,2024-06-15,2024-06-27,Completed,3.3,73.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000375,EMP0146,Leading High Performing Teams,Leadership,2026-05-14,,In Progress,10.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000376,EMP0146,Data Protection Training,Compliance,2025-08-07,2025-08-20,Completed,4.0,91.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000377,EMP0146,Communication Skills,Soft Skills,2025-09-04,,Overdue,1.3,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000378,EMP0147,Workplace Health and Safety,Compliance,2024-11-15,2024-12-24,Completed,9.1,97.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000379,EMP0147,Inclusive Hiring,HR,2026-01-30,2026-03-02,Completed,7.0,54.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000380,EMP0147,SQL for Analysts,Technical,2024-08-05,,Not Started,13.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000381,EMP0147,Budget Management,Finance,2025-12-07,2026-01-13,Completed,5.1,86.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000382,EMP0148,Employee Relations Essentials,HR,2025-10-25,,Overdue,15.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000383,EMP0148,Power BI Fundamentals,Technical,2024-04-17,2024-04-21,Completed,11.3,63.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000384,EMP0148,Inclusive Hiring,HR,2024-10-15,2024-10-22,Completed,10.4,94.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000385,EMP0148,Presentation Skills,Soft Skills,2026-05-06,2026-05-17,Completed,15.5,77.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000386,EMP0149,Employee Relations Essentials,HR,2026-04-05,2026-05-17,Completed,1.5,92.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000387,EMP0149,First Line Manager Training,Leadership,2025-11-20,2025-11-28,Completed,1.7,62.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000388,EMP0149,Financial Controls,Finance,2025-05-31,,In Progress,11.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000389,EMP0150,Budget Management,Finance,2025-02-28,2025-03-29,Completed,7.2,57.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000390,EMP0150,Coaching Skills,Leadership,2024-05-10,2024-06-17,Completed,2.0,100.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000391,EMP0150,Employee Relations Essentials,HR,2025-03-15,2025-04-06,Completed,6.6,83.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000392,EMP0150,Coaching Skills,Leadership,2026-04-06,2026-05-16,Completed,10.9,70.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000393,EMP0150,Financial Controls,Finance,2024-10-17,2024-11-17,Completed,5.3,82.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000394,EMP0151,Financial Controls,Finance,2026-05-06,2026-05-13,Completed,1.0,81.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000395,EMP0151,Financial Controls,Finance,2026-05-19,,Overdue,6.0,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000396,EMP0152,Workplace Health and Safety,Compliance,2024-05-30,2024-06-13,Completed,15.5,81.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000397,EMP0152,First Line Manager Training,Leadership,2026-05-09,2026-06-19,Completed,9.1,88.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000398,EMP0152,Communication Skills,Soft Skills,2025-02-23,2025-04-04,Completed,7.8,77.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000399,EMP0153,Workplace Health and Safety,Compliance,2026-05-01,2026-06-06,Completed,13.6,89.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000400,EMP0153,Budget Management,Finance,2024-08-13,2024-08-29,Completed,10.6,88.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000401,EMP0153,Employee Relations Essentials,HR,2024-09-23,2024-11-05,Completed,6.0,71.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000402,EMP0153,Inclusive Hiring,HR,2025-06-21,,In Progress,1.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000403,EMP0154,Stakeholder Management,Soft Skills,2025-08-26,,In Progress,8.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000404,EMP0154,Financial Controls,Finance,2024-08-31,,Overdue,8.2,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000405,EMP0154,Presentation Skills,Soft Skills,2025-01-04,2025-01-07,Completed,4.2,79.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000406,EMP0155,Leading High Performing Teams,Leadership,2024-06-05,,Not Started,13.2,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000407,EMP0155,Information Security Awareness,Compliance,2025-02-17,,Overdue,5.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000408,EMP0156,Information Security Awareness,Compliance,2025-03-04,,Overdue,1.2,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000409,EMP0157,Python for Data Analysis,Technical,2024-07-21,,In Progress,7.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000410,EMP0158,Communication Skills,Soft Skills,2026-05-14,2026-05-25,Completed,14.9,90.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000411,EMP0158,Power BI Fundamentals,Technical,2025-04-07,2025-05-19,Completed,9.3,82.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000412,EMP0158,First Line Manager Training,Leadership,2025-07-13,2025-08-24,Completed,10.2,71.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000413,EMP0158,SQL for Analysts,Technical,2024-03-24,2024-04-16,Completed,6.9,79.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000414,EMP0159,Leading High Performing Teams,Leadership,2024-12-12,,In Progress,14.4,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000415,EMP0159,Data Protection Training,Compliance,2024-07-25,,In Progress,6.2,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000416,EMP0160,First Line Manager Training,Leadership,2024-03-13,2024-04-24,Completed,10.3,45.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000417,EMP0160,Employee Relations Essentials,HR,2024-06-11,,Overdue,9.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000418,EMP0161,Communication Skills,Soft Skills,2025-10-28,2025-11-16,Completed,7.4,92.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000419,EMP0162,Financial Controls,Finance,2026-06-27,2026-06-29,Completed,7.1,87.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000420,EMP0162,Coaching Skills,Leadership,2025-07-18,2025-07-21,Completed,10.5,88.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000421,EMP0162,SQL for Analysts,Technical,2024-08-20,2024-09-21,Completed,1.4,92.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000422,EMP0162,Employee Relations Essentials,HR,2025-05-20,2025-06-20,Completed,11.7,67.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000423,EMP0163,Inclusive Hiring,HR,2024-08-10,2024-08-21,Completed,6.0,71.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000424,EMP0164,Communication Skills,Soft Skills,2025-04-18,,In Progress,2.4,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000425,EMP0165,Data Protection Training,Compliance,2025-06-28,2025-07-30,Completed,5.5,82.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000426,EMP0165,Power BI Fundamentals,Technical,2025-04-17,2025-05-07,Completed,1.3,94.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000427,EMP0165,Data Protection Training,Compliance,2024-05-24,2024-06-27,Completed,14.1,89.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000428,EMP0165,Workplace Health and Safety,Compliance,2025-05-24,2025-05-29,Completed,12.2,74.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000429,EMP0166,Workplace Health and Safety,Compliance,2026-06-20,2026-06-29,Completed,1.9,76.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000430,EMP0166,Employee Relations Essentials,HR,2026-02-18,2026-03-16,Completed,1.5,73.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000431,EMP0166,First Line Manager Training,Leadership,2025-08-02,2025-08-31,Completed,4.0,85.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000432,EMP0166,First Line Manager Training,Leadership,2025-09-23,2025-10-08,Completed,11.6,58.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000433,EMP0166,First Line Manager Training,Leadership,2026-04-28,2026-06-05,Completed,9.2,77.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000434,EMP0167,SQL for Analysts,Technical,2024-10-12,2024-11-04,Completed,11.0,80.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000435,EMP0167,SQL for Analysts,Technical,2026-06-01,,Overdue,9.9,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000436,EMP0167,Workplace Health and Safety,Compliance,2024-12-26,2025-02-06,Completed,3.1,60.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000437,EMP0168,Inclusive Hiring,HR,2026-06-01,,In Progress,11.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000438,EMP0169,Workplace Health and Safety,Compliance,2026-04-30,,In Progress,4.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000439,EMP0169,Python for Data Analysis,Technical,2026-02-06,2026-03-01,Completed,10.5,65.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000440,EMP0169,Employee Relations Essentials,HR,2025-01-04,2025-01-09,Completed,15.4,89.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000441,EMP0169,First Line Manager Training,Leadership,2024-05-10,2024-06-06,Completed,15.6,82.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000442,EMP0169,Employee Relations Essentials,HR,2024-06-23,2024-07-26,Completed,14.7,85.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000443,EMP0170,Leading High Performing Teams,Leadership,2024-08-17,2024-09-25,Completed,14.1,79.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000444,EMP0170,Inclusive Hiring,HR,2025-03-21,,Not Started,5.0,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000445,EMP0170,Information Security Awareness,Compliance,2026-04-09,2026-04-27,Completed,14.3,92.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000446,EMP0170,Communication Skills,Soft Skills,2025-06-01,,In Progress,1.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000447,EMP0171,Workplace Health and Safety,Compliance,2026-04-05,2026-05-03,Completed,10.0,82.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000448,EMP0171,Financial Controls,Finance,2024-02-19,2024-02-28,Completed,14.4,58.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000449,EMP0172,Financial Controls,Finance,2025-02-06,2025-02-17,Completed,4.0,76.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000450,EMP0172,Power BI Fundamentals,Technical,2024-08-15,2024-08-18,Completed,4.0,99.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000451,EMP0173,Leading High Performing Teams,Leadership,2026-01-01,2026-01-29,Completed,15.9,99.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000452,EMP0173,Coaching Skills,Leadership,2026-01-21,,Not Started,3.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000453,EMP0173,Inclusive Hiring,HR,2025-02-10,2025-03-16,Completed,12.7,77.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000454,EMP0173,Workplace Health and Safety,Compliance,2026-02-07,2026-02-18,Completed,9.7,74.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000455,EMP0174,Stakeholder Management,Soft Skills,2024-01-12,2024-02-12,Completed,11.4,74.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000456,EMP0174,Presentation Skills,Soft Skills,2025-11-05,2025-12-08,Completed,6.8,79.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000457,EMP0175,Inclusive Hiring,HR,2025-02-19,2025-03-22,Completed,1.4,69.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000458,EMP0176,Leading High Performing Teams,Leadership,2024-05-18,2024-06-04,Completed,13.3,52.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000459,EMP0177,Power BI Fundamentals,Technical,2025-12-24,2026-01-28,Completed,9.2,67.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000460,EMP0177,Data Protection Training,Compliance,2026-03-12,,In Progress,5.3,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000461,EMP0177,Employee Relations Essentials,HR,2025-10-20,2025-12-03,Completed,9.2,61.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000462,EMP0178,Financial Controls,Finance,2024-11-08,2024-12-02,Completed,13.0,63.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000463,EMP0178,Inclusive Hiring,HR,2026-02-23,,Not Started,11.6,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000464,EMP0178,Presentation Skills,Soft Skills,2024-09-05,2024-09-23,Completed,5.0,52.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000465,EMP0179,First Line Manager Training,Leadership,2025-11-28,2025-12-04,Completed,13.5,88.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000466,EMP0179,Stakeholder Management,Soft Skills,2026-06-08,2026-06-30,Completed,15.6,74.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000467,EMP0179,Information Security Awareness,Compliance,2025-10-15,2025-11-23,Completed,12.2,78.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000468,EMP0180,Cloud Data Fundamentals,Technical,2024-10-27,,In Progress,5.6,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000469,EMP0180,Budget Management,Finance,2024-02-18,2024-03-10,Completed,1.0,84.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000470,EMP0180,Financial Controls,Finance,2025-10-09,2025-10-25,Completed,9.9,81.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000471,EMP0181,Power BI Fundamentals,Technical,2026-04-06,2026-05-16,Completed,13.7,81.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000472,EMP0181,Coaching Skills,Leadership,2025-12-25,2026-02-06,Completed,11.6,61.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000473,EMP0182,Information Security Awareness,Compliance,2025-09-08,2025-09-22,Completed,6.3,61.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000474,EMP0183,Cloud Data Fundamentals,Technical,2024-05-17,2024-06-29,Completed,1.1,100.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000475,EMP0183,Leading High Performing Teams,Leadership,2024-11-30,2025-01-06,Completed,11.8,63.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000476,EMP0183,Presentation Skills,Soft Skills,2026-05-18,2026-05-29,Completed,15.0,99.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000477,EMP0184,Financial Controls,Finance,2026-05-01,2026-06-11,Completed,10.0,83.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000478,EMP0184,Employee Relations Essentials,HR,2025-07-29,,Overdue,6.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000479,EMP0185,Communication Skills,Soft Skills,2026-04-20,2026-06-03,Completed,12.5,74.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000480,EMP0185,Python for Data Analysis,Technical,2026-01-11,,In Progress,15.0,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000481,EMP0185,Cloud Data Fundamentals,Technical,2025-04-06,2025-04-28,Completed,7.4,79.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000482,EMP0185,Financial Controls,Finance,2025-05-23,2025-07-03,Completed,3.3,73.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000483,EMP0186,Employee Relations Essentials,HR,2025-08-21,2025-10-03,Completed,1.2,83.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000484,EMP0187,Workplace Health and Safety,Compliance,2026-06-09,2026-06-18,Completed,11.1,78.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000485,EMP0187,Data Protection Training,Compliance,2024-05-14,2024-05-18,Completed,11.1,83.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000486,EMP0188,Inclusive Hiring,HR,2024-07-16,,Overdue,13.2,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000487,EMP0189,Inclusive Hiring,HR,2026-03-31,2026-04-12,Completed,3.2,79.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000488,EMP0189,Leading High Performing Teams,Leadership,2026-02-26,2026-03-18,Completed,3.9,100.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000489,EMP0190,Inclusive Hiring,HR,2024-08-30,,Overdue,1.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000490,EMP0190,Coaching Skills,Leadership,2024-02-15,,Not Started,5.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000491,EMP0191,Presentation Skills,Soft Skills,2024-05-06,2024-06-18,Completed,7.8,76.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000492,EMP0191,Inclusive Hiring,HR,2024-02-03,2024-02-12,Completed,13.7,77.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000493,EMP0191,Workplace Health and Safety,Compliance,2024-05-19,2024-06-26,Completed,9.3,80.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000494,EMP0192,Coaching Skills,Leadership,2025-09-06,,Overdue,8.0,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000495,EMP0192,Information Security Awareness,Compliance,2024-01-13,2024-01-23,Completed,3.5,73.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000496,EMP0192,Data Protection Training,Compliance,2025-05-30,2025-06-02,Completed,12.3,85.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000497,EMP0193,First Line Manager Training,Leadership,2024-11-02,2024-11-17,Completed,6.5,73.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000498,EMP0194,Communication Skills,Soft Skills,2026-05-03,2026-06-07,Completed,7.5,69.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000499,EMP0194,Stakeholder Management,Soft Skills,2026-02-02,,Not Started,2.2,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000500,EMP0195,Cloud Data Fundamentals,Technical,2024-11-04,2024-12-06,Completed,15.4,73.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000501,EMP0195,Presentation Skills,Soft Skills,2024-03-08,,Not Started,9.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000502,EMP0195,Presentation Skills,Soft Skills,2025-08-02,2025-08-20,Completed,3.1,77.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000503,EMP0195,Information Security Awareness,Compliance,2025-11-11,2025-11-26,Completed,5.6,86.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000504,EMP0196,Presentation Skills,Soft Skills,2026-04-29,2026-05-18,Completed,13.8,70.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000505,EMP0196,Data Protection Training,Compliance,2026-05-02,2026-05-29,Completed,12.8,86.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000506,EMP0196,Data Protection Training,Compliance,2026-05-30,2026-06-02,Completed,7.1,76.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000507,EMP0197,Inclusive Hiring,HR,2026-03-01,2026-04-05,Completed,3.0,82.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000508,EMP0198,Inclusive Hiring,HR,2024-08-27,2024-09-23,Completed,15.3,100.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000509,EMP0199,First Line Manager Training,Leadership,2026-05-10,2026-05-13,Completed,8.2,78.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000510,EMP0199,Communication Skills,Soft Skills,2025-11-09,,In Progress,12.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000511,EMP0200,Cloud Data Fundamentals,Technical,2025-04-02,,Overdue,10.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000512,EMP0200,Employee Relations Essentials,HR,2025-07-17,2025-07-22,Completed,8.9,83.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000513,EMP0200,Financial Controls,Finance,2025-04-30,2025-06-04,Completed,12.2,81.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
