leave_id,employee_id,leave_type,leave_start_date,leave_end_date,leave_days,leave_status,ingestion_timestamp,source_file_name,source_system,pipeline_run_id
LEV000600,EMP0120,Annual,2025-12-16,2025-12-19,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000601,EMP0120,Sick,2025-04-23,2025-04-27,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000602,EMP0120,Annual,2026-04-04,2026-04-09,6,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000603,EMP0120,Unpaid,2026-06-14,2026-06-17,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000604,EMP0120,Annual,2026-06-08,2026-06-17,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000605,EMP0120,Annual,2026-02-28,2026-03-05,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000606,EMP0120,Annual,2026-01-27,2026-02-01,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000607,EMP0120,Sick,2026-06-30,2026-06-30,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000608,EMP0121,Annual,2024-12-07,2024-12-08,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000609,EMP0121,Unpaid,2024-06-04,2024-06-07,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000610,EMP0121,Annual,2024-08-29,2024-09-01,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000611,EMP0121,Annual,2025-07-20,2025-07-25,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000612,EMP0121,Annual,2026-03-05,2026-03-11,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000613,EMP0121,Annual,2026-03-21,2026-03-26,6,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000614,EMP0122,Annual,2025-10-23,2025-10-27,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000615,EMP0122,Annual,2025-09-17,2025-09-23,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000616,EMP0122,Paternity,2025-07-20,2025-10-07,80,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000617,EMP0122,Sick,2025-04-21,2025-04-21,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000618,EMP0122,Annual,2025-03-23,2025-03-26,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000619,EMP0122,Annual,2026-06-10,2026-06-13,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000620,EMP0123,Annual,2024-09-30,2024-10-05,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000621,EMP0123,Sick,2024-04-15,2024-04-18,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000622,EMP0123,Annual,2025-05-25,2025-05-29,5,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000623,EMP0123,Sick,2026-02-24,2026-02-28,5,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000624,EMP0123,Annual,2026-02-19,2026-02-27,9,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000625,EMP0124,Annual,2024-05-05,2024-05-08,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000626,EMP0124,Annual,2024-07-07,2024-07-10,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000627,EMP0124,Annual,2024-10-18,2024-10-20,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000628,EMP0124,Annual,2024-03-17,2024-03-22,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000629,EMP0125,Unpaid,2024-05-08,2024-05-12,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000630,EMP0125,Annual,2024-10-08,2024-10-13,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000631,EMP0125,Annual,2024-03-30,2024-04-06,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000632,EMP0125,Sick,2024-12-02,2024-12-02,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000633,EMP0125,Sick,2025-12-20,2025-12-22,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000634,EMP0125,Annual,2025-09-09,2025-09-17,9,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000635,EMP0125,Sick,2025-12-08,2025-12-09,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000636,EMP0125,Annual,2026-02-27,2026-03-06,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000637,EMP0125,Annual,2026-04-24,2026-04-29,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000638,EMP0126,Sick,2024-07-25,2024-07-29,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000639,EMP0126,Sick,2025-10-06,2025-10-08,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000640,EMP0126,Unpaid,2025-10-31,2025-10-31,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000641,EMP0126,Sick,2026-05-16,2026-05-20,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000642,EMP0126,Annual,2026-02-19,2026-02-27,9,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000643,EMP0126,Sick,2026-06-28,2026-06-29,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000644,EMP0127,Annual,2025-11-04,2025-11-07,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000645,EMP0127,Annual,2025-04-14,2025-04-17,4,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000646,EMP0127,Annual,2026-01-08,2026-01-12,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000647,EMP0127,Annual,2026-04-22,2026-04-22,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000648,EMP0128,Sick,2024-10-12,2024-10-12,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000649,EMP0128,Annual,2025-03-01,2025-03-02,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000650,EMP0128,Sick,2025-09-17,2025-09-18,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000651,EMP0128,Paternity,2025-02-16,2025-03-07,20,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000652,EMP0128,Sick,2026-01-19,2026-01-22,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000653,EMP0129,Annual,2024-11-30,2024-12-07,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000654,EMP0129,Annual,2025-10-24,2025-10-27,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000655,EMP0129,Annual,2025-01-09,2025-01-09,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000656,EMP0129,Sick,2025-06-17,2025-06-18,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000657,EMP0129,Annual,2025-02-21,2025-03-02,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000658,EMP0129,Sick,2026-05-19,2026-05-19,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000659,EMP0129,Sick,2026-03-28,2026-03-29,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000660,EMP0129,Annual,2026-03-20,2026-03-29,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000661,EMP0130,Annual,2024-08-16,2024-08-22,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000662,EMP0130,Annual,2024-01-04,2024-01-04,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000663,EMP0131,Annual,2025-11-08,2025-11-09,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000664,EMP0131,Sick,2026-04-12,2026-04-15,4,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000665,EMP0131,Annual,2026-04-13,2026-04-13,1,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000666,EMP0131,Annual,2026-05-14,2026-05-23,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000667,EMP0131,Annual,2026-02-19,2026-02-25,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000668,EMP0132,Annual,2024-02-06,2024-02-06,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000669,EMP0132,Annual,2024-03-03,2024-03-12,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000670,EMP0132,Sick,2024-02-26,2024-02-28,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000671,EMP0132,Annual,2025-01-28,2025-01-30,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000672,EMP0132,Annual,2025-07-31,2025-08-05,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000673,EMP0132,Annual,2025-02-04,2025-02-13,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000674,EMP0132,Sick,2025-04-02,2025-04-03,2,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000675,EMP0133,Annual,2026-01-24,2026-01-28,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000676,EMP0134,Annual,2024-02-24,2024-03-04,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000677,EMP0134,Annual,2024-01-08,2024-01-12,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000678,EMP0134,Annual,2025-07-27,2025-07-27,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000679,EMP0134,Annual,2025-01-24,2025-01-24,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000680,EMP0134,Paternity,2026-01-09,2026-03-27,78,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000681,EMP0135,Annual,2024-09-02,2024-09-08,7,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000682,EMP0135,Sick,2024-03-27,2024-03-28,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000683,EMP0135,Annual,2025-07-08,2025-07-08,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000684,EMP0135,Annual,2026-04-27,2026-04-27,1,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000685,EMP0135,Annual,2026-06-09,2026-06-11,3,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000686,EMP0136,Annual,2024-12-19,2024-12-21,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000687,EMP0136,Sick,2025-08-09,2025-08-09,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000688,EMP0136,Annual,2026-05-10,2026-05-17,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000689,EMP0136,Annual,2026-02-19,2026-02-28,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000690,EMP0136,Annual,2026-06-12,2026-06-16,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000691,EMP0136,Annual,2026-01-11,2026-01-15,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000692,EMP0136,Annual,2026-02-14,2026-02-23,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000693,EMP0136,Sick,2026-01-03,2026-01-05,3,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000694,EMP0137,Annual,2025-11-07,2025-11-07,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000695,EMP0137,Annual,2025-11-07,2025-11-11,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000696,EMP0137,Sick,2026-03-09,2026-03-12,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000697,EMP0137,Annual,2026-03-10,2026-03-16,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000698,EMP0137,Unpaid,2026-05-30,2026-06-05,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000699,EMP0138,Annual,2024-07-21,2024-07-24,4,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000700,EMP0138,Paternity,2025-02-10,2025-04-25,75,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000701,EMP0139,Annual,2024-09-12,2024-09-14,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000702,EMP0139,Annual,2024-08-21,2024-08-23,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000703,EMP0139,Other,2024-09-02,2024-09-02,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000704,EMP0139,Maternity,2024-03-25,2024-05-24,61,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000705,EMP0139,Annual,2025-02-09,2025-02-17,9,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000706,EMP0139,Sick,2025-09-13,2025-09-13,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000707,EMP0139,Annual,2026-03-30,2026-04-04,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000708,EMP0139,Annual,2026-05-19,2026-05-19,1,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000709,EMP0139,Sick,2026-03-11,2026-03-13,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000710,EMP0139,Unpaid,2026-05-02,2026-05-04,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000711,EMP0140,Maternity,2024-11-10,2024-12-23,44,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000712,EMP0140,Annual,2026-02-18,2026-02-26,9,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000713,EMP0140,Annual,2026-05-03,2026-05-07,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000714,EMP0140,Annual,2026-06-07,2026-06-12,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000715,EMP0140,Sick,2026-05-25,2026-05-29,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000716,EMP0141,Maternity,2025-04-27,2025-07-08,73,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000717,EMP0141,Annual,2025-08-16,2025-08-16,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000718,EMP0141,Sick,2026-03-21,2026-03-21,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000719,EMP0141,Maternity,2026-02-10,2026-02-22,13,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000720,EMP0142,Other,2024-11-12,2024-11-13,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000721,EMP0142,Unpaid,2025-06-09,2025-06-09,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000722,EMP0142,Annual,2025-05-29,2025-06-01,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000723,EMP0142,Annual,2025-02-20,2025-02-22,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000724,EMP0142,Annual,2025-01-12,2025-01-12,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000725,EMP0143,Maternity,2024-07-15,2024-10-02,80,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000726,EMP0143,Paternity,2024-03-08,2024-05-01,55,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000727,EMP0143,Sick,2025-07-06,2025-07-08,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000728,EMP0143,Annual,2025-01-07,2025-01-08,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000729,EMP0143,Annual,2025-09-17,2025-09-22,6,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000730,EMP0143,Annual,2026-05-06,2026-05-12,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000731,EMP0144,Unpaid,2025-06-13,2025-06-18,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000732,EMP0144,Paternity,2026-03-02,2026-04-25,55,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000733,EMP0144,Annual,2026-03-16,2026-03-20,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000734,EMP0144,Annual,2026-01-14,2026-01-23,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000735,EMP0144,Sick,2026-01-01,2026-01-03,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000736,EMP0144,Annual,2026-01-15,2026-01-21,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000737,EMP0144,Sick,2026-06-14,2026-06-14,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000738,EMP0145,Annual,2024-06-02,2024-06-09,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000739,EMP0145,Annual,2024-11-19,2024-11-20,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000740,EMP0145,Annual,2024-05-03,2024-05-09,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000741,EMP0145,Annual,2025-09-25,2025-09-28,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000742,EMP0145,Annual,2026-06-30,2026-06-30,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000743,EMP0145,Sick,2026-01-26,2026-01-29,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000744,EMP0146,Other,2024-12-15,2024-12-18,4,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000745,EMP0146,Other,2024-12-21,2024-12-27,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000746,EMP0146,Sick,2025-10-12,2025-10-15,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000747,EMP0146,Sick,2026-06-03,2026-06-03,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000748,EMP0147,Annual,2024-02-29,2024-02-29,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000749,EMP0147,Annual,2024-10-29,2024-11-04,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000750,EMP0147,Annual,2026-06-21,2026-06-21,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000751,EMP0147,Paternity,2026-04-14,2026-05-23,40,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000752,EMP0147,Annual,2026-05-14,2026-05-20,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000753,EMP0148,Sick,2024-06-16,2024-06-18,3,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000754,EMP0148,Annual,2024-03-12,2024-03-13,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000755,EMP0148,Maternity,2025-02-05,2025-03-22,46,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000756,EMP0148,Sick,2025-08-26,2025-08-29,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000757,EMP0148,Annual,2026-06-06,2026-06-07,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000758,EMP0149,Sick,2026-03-30,2026-03-31,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000759,EMP0149,Sick,2026-06-10,2026-06-11,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000760,EMP0149,Annual,2026-02-11,2026-02-19,9,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
