payroll_id,employee_id,pay_period,annual_salary,monthly_salary,bonus_amount,pay_grade,salary_band,currency,ingestion_timestamp,source_file_name,source_system,pipeline_run_id
PAY004541,EMP0183,2024-01-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004542,EMP0183,2024-02-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004543,EMP0183,2024-03-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004544,EMP0183,2024-04-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004545,EMP0183,2024-05-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004546,EMP0183,2024-06-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004547,EMP0183,2024-07-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004548,EMP0183,2024-08-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004549,EMP0183,2024-09-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004550,EMP0183,2024-10-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004551,EMP0183,2024-11-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004552,EMP0183,2024-12-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004553,EMP0183,2025-01-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004554,EMP0183,2025-02-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004555,EMP0183,2025-03-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004556,EMP0183,2025-04-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004557,EMP0183,2025-05-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004558,EMP0183,2025-06-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004559,EMP0183,2025-07-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004560,EMP0183,2025-08-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004561,EMP0183,2025-09-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004562,EMP0183,2025-10-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004563,EMP0183,2025-11-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004564,EMP0183,2025-12-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004565,EMP0183,2026-01-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004566,EMP0183,2026-02-01,52500,4375.0,769.02,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004567,EMP0183,2026-03-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004568,EMP0183,2026-04-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004569,EMP0183,2026-05-01,52500,4375.0,2018.11,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004570,EMP0183,2026-06-01,52500,4375.0,0.0,G4,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004571,EMP0184,2024-01-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004572,EMP0184,2024-02-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004573,EMP0184,2024-03-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004574,EMP0184,2024-04-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004575,EMP0184,2024-05-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004576,EMP0184,2024-06-01,41500,3458.33,1906.13,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004577,EMP0184,2024-07-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004578,EMP0184,2024-08-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004579,EMP0184,2024-09-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004580,EMP0184,2024-10-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004581,EMP0184,2024-11-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004582,EMP0184,2024-12-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004583,EMP0184,2025-01-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004584,EMP0184,2025-02-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004585,EMP0184,2025-03-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004586,EMP0184,2025-04-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004587,EMP0184,2025-05-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004588,EMP0184,2025-06-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004589,EMP0184,2025-07-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004590,EMP0184,2025-08-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004591,EMP0184,2025-09-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004592,EMP0184,2025-10-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004593,EMP0184,2025-11-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004594,EMP0184,2025-12-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004595,EMP0184,2026-01-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004596,EMP0184,2026-02-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004597,EMP0184,2026-03-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004598,EMP0184,2026-04-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004599,EMP0184,2026-05-01,41500,3458.33,1466.98,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004600,EMP0184,2026-06-01,41500,3458.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004601,EMP0185,2024-12-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004602,EMP0185,2025-01-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004603,EMP0185,2025-02-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004604,EMP0185,2025-03-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004605,EMP0185,2025-04-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004606,EMP0185,2025-05-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004607,EMP0185,2025-06-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004608,EMP0185,2025-07-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004609,EMP0185,2025-08-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004610,EMP0185,2025-09-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004611,EMP0185,2025-10-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004612,EMP0185,2025-11-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004613,EMP0185,2025-12-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004614,EMP0185,2026-01-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004615,EMP0185,2026-02-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004616,EMP0185,2026-03-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004617,EMP0185,2026-04-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004618,EMP0185,2026-05-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004619,EMP0185,2026-06-01,48500,4041.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004620,EMP0186,2024-10-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004621,EMP0186,2024-11-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004622,EMP0186,2024-12-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004623,EMP0186,2025-01-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004624,EMP0186,2025-02-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004625,EMP0186,2025-03-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004626,EMP0186,2025-04-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004627,EMP0186,2025-05-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004628,EMP0186,2025-06-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004629,EMP0186,2025-07-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004630,EMP0186,2025-08-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004631,EMP0186,2025-09-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004632,EMP0186,2025-10-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004633,EMP0186,2025-11-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004634,EMP0186,2025-12-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004635,EMP0186,2026-01-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004636,EMP0186,2026-02-01,23500,1958.33,3115.21,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004637,EMP0186,2026-03-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004638,EMP0186,2026-04-01,23500,1958.33,2333.91,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004639,EMP0186,2026-05-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004640,EMP0186,2026-06-01,23500,1958.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004641,EMP0187,2024-01-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004642,EMP0187,2024-02-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004643,EMP0187,2024-03-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004644,EMP0187,2024-04-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004645,EMP0187,2024-05-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004646,EMP0187,2024-06-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004647,EMP0187,2024-07-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004648,EMP0187,2024-08-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004649,EMP0187,2024-09-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004650,EMP0187,2024-10-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004651,EMP0187,2024-11-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004652,EMP0187,2024-12-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004653,EMP0187,2025-01-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004654,EMP0187,2025-02-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004655,EMP0187,2025-03-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004656,EMP0187,2025-04-01,41000,3416.67,2254.43,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004657,EMP0187,2025-05-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004658,EMP0187,2025-06-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004659,EMP0187,2025-07-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004660,EMP0187,2025-08-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004661,EMP0187,2025-09-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004662,EMP0187,2025-10-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004663,EMP0187,2025-11-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004664,EMP0187,2025-12-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004665,EMP0187,2026-01-01,41000,3416.67,2088.7,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004666,EMP0187,2026-02-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004667,EMP0187,2026-03-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004668,EMP0187,2026-04-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004669,EMP0187,2026-05-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004670,EMP0187,2026-06-01,41000,3416.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004671,EMP0188,2024-01-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004672,EMP0188,2024-02-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004673,EMP0188,2024-03-01,28500,2375.0,3321.92,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004674,EMP0188,2024-04-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004675,EMP0188,2024-05-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004676,EMP0188,2024-06-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004677,EMP0188,2024-07-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004678,EMP0188,2024-08-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004679,EMP0188,2024-09-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004680,EMP0188,2024-10-01,28500,2375.0,1901.41,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004681,EMP0188,2024-11-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004682,EMP0188,2024-12-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004683,EMP0188,2025-01-01,28500,2375.0,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004684,EMP0189,2024-01-01,44000,3666.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004685,EMP0189,2024-02-01,44000,3666.67,1991.91,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY004686,EMP0189,2024-03-01,44000,3666.67,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
