candidate_id,requisition_id,department,job_role,location,recruitment_source,application_date,interview_date,offer_date,hire_date,status,hired_employee_id,time_to_hire_days
CAND000197,REQ3019,Customer Support,Senior Support Specialist,Birmingham,Referral,2025-10-15,2025-10-26,,,Interviewed,,
CAND000198,REQ2454,Finance,Accounts Assistant,Bristol,Job Board,2025-03-09,2025-03-28,2025-04-05,,Offered,,
CAND000199,REQ3390,Legal,Legal Advisor,Bristol,Job Board,2025-02-06,2025-02-22,,,Interviewed,,
CAND000200,REQ6561,IT,Junior Software Developer,Leeds,Job Board,2024-11-06,,,,Rejected,,
CAND000201,REQ4826,Customer Support,Customer Support Specialist,Bristol,Job Board,2025-09-08,2025-09-20,,,Interviewed,,
CAND000202,REQ3338,Finance,Accounts Assistant,Bristol,Referral,2025-08-03,,,,Rejected,,
CAND000203,REQ6232,Sales,Sales Executive,Edinburgh,LinkedIn,2025-03-14,,,,Rejected,,
CAND000204,REQ9267,Marketing,Senior Marketing Specialist,Manchester,LinkedIn,2025-01-02,,,,Rejected,,
CAND000205,REQ3010,Marketing,Marketing Assistant,London,Referral,2024-06-12,,,,Rejected,,
CAND000206,REQ8160,Sales,Sales Director,Leeds,Job Board,2026-02-17,2026-02-23,2026-03-03,,Offered,,
CAND000207,REQ8208,Operations,Operations Analyst,Leeds,Job Board,2025-02-05,,,,Applied,,
CAND000208,REQ8594,Customer Support,Customer Support Specialist,Bristol,LinkedIn,2024-01-02,,,,Rejected,,
CAND000209,REQ7807,Customer Support,Customer Support Specialist,London,Campus,2025-10-23,,,,Rejected,,
CAND000210,REQ4244,Customer Support,Senior Support Specialist,Bristol,Company Website,2025-04-27,,,,Applied,,
CAND000211,REQ7414,Legal,Legal Advisor,Leeds,Job Board,2025-03-17,2025-04-04,,,Interviewed,,
CAND000212,REQ5580,Operations,Operations Analyst,London,Company Website,2024-02-18,2024-03-09,2024-03-15,,Offered,,
CAND000213,REQ2194,Sales,Sales Development Representative,London,Agency,2025-07-02,2025-07-22,,,Interviewed,,
CAND000214,REQ4155,Sales,Sales Executive,Manchester,LinkedIn,2024-01-07,,,,Rejected,,
CAND000215,REQ8356,Marketing,Marketing Manager,Birmingham,Job Board,2025-11-21,2025-12-01,2025-12-08,,Offered,,
CAND000216,REQ4357,Customer Support,Customer Support Specialist,Manchester,Job Board,2026-03-18,,,,Rejected,,
CAND000217,REQ1586,HR,HR Advisor,London,Company Website,2026-01-19,2026-02-03,,,Interviewed,,
CAND000218,REQ5093,Marketing,Senior Marketing Specialist,London,LinkedIn,2025-07-23,,,,Rejected,,
CAND000219,REQ7273,Operations,Operations Analyst,Bristol,LinkedIn,2025-12-18,,,,Rejected,,
CAND000220,REQ2448,Legal,Legal Director,Leeds,Company Website,2025-05-25,2025-06-04,,,Interviewed,,
CAND000221,REQ4180,Operations,Operations Assistant,Manchester,LinkedIn,2026-02-18,2026-03-02,,,Interviewed,,
CAND000222,REQ9844,Sales,Sales Executive,Edinburgh,Job Board,2025-07-05,,,,Rejected,,
CAND000223,REQ5686,Operations,Senior Operations Specialist,Birmingham,Referral,2026-01-13,,,,Rejected,,
CAND000224,REQ4452,HR,HR Business Partner,London,Agency,2025-11-12,,,,Rejected,,
CAND000225,REQ7901,IT,IT Manager,Bristol,Referral,2025-12-28,2026-01-19,,,Interviewed,,
CAND000226,REQ2403,Customer Support,Customer Support Advisor,Edinburgh,Referral,2024-12-25,,,,Rejected,,
CAND000227,REQ2574,Sales,Sales Executive,Manchester,Company Website,2024-09-25,,,,Rejected,,
CAND000228,REQ6865,HR,HR Manager,London,Job Board,2024-04-16,,,,Rejected,,
CAND000229,REQ8963,Finance,Accounts Assistant,Birmingham,Agency,2026-05-29,2026-06-14,,,Interviewed,,
CAND000230,REQ7724,Sales,Sales Executive,Leeds,LinkedIn,2025-09-24,2025-10-07,2025-10-13,,Offered,,
CAND000231,REQ8575,Customer Support,Senior Support Specialist,Edinburgh,Job Board,2025-03-28,2025-04-06,,,Interviewed,,
CAND000232,REQ3297,IT,Senior Data Engineer,Edinburgh,Agency,2024-06-16,2024-06-23,2024-06-29,,Offered,,
CAND000233,REQ7187,Operations,Operations Director,London,Campus,2024-09-16,,,,Applied,,
CAND000234,REQ1872,Marketing,Marketing Assistant,Edinburgh,LinkedIn,2025-07-12,,,,Rejected,,
CAND000235,REQ1257,Marketing,Marketing Assistant,Manchester,Job Board,2024-10-22,2024-11-12,,,Interviewed,,
CAND000236,REQ1698,Finance,Finance Manager,London,Job Board,2024-08-02,,,,Rejected,,
CAND000237,REQ8240,IT,Data Analyst,London,Referral,2025-07-26,,,,Applied,,
CAND000238,REQ3217,Sales,Sales Executive,London,Agency,2025-01-10,2025-01-29,,,Interviewed,,
CAND000239,REQ3433,Sales,Sales Development Representative,Birmingham,Referral,2025-06-08,,,,Rejected,,
CAND000240,REQ1027,Sales,Sales Development Representative,Manchester,Job Board,2024-09-08,2024-09-23,,,Interviewed,,
CAND000241,REQ2127,Finance,Finance Analyst,Bristol,LinkedIn,2025-12-12,,,,Rejected,,
CAND000242,REQ4820,Customer Support,Customer Support Manager,London,LinkedIn,2026-02-02,2026-02-13,,,Interviewed,,
CAND000243,REQ1548,Sales,Senior Account Executive,Bristol,LinkedIn,2025-03-24,,,,Rejected,,
CAND000244,REQ5860,Customer Support,Senior Support Specialist,Manchester,Referral,2025-05-22,,,,Rejected,,
CAND000245,REQ8333,Finance,Senior Finance Analyst,Birmingham,Company Website,2024-03-05,,,,Applied,,
CAND000246,REQ6108,Sales,Sales Executive,Manchester,Job Board,2024-12-02,2024-12-11,2024-12-21,,Offered,,
CAND000247,REQ2304,Sales,Sales Executive,London,Referral,2024-05-18,2024-05-24,2024-06-01,,Offered,,
CAND000248,REQ1845,HR,HR Advisor,Bristol,Agency,2026-02-23,,,,Rejected,,
CAND000249,REQ1430,Customer Support,Customer Support Manager,London,Job Board,2025-05-28,,,,Rejected,,
CAND000250,REQ2487,Operations,Operations Analyst,Birmingham,Company Website,2024-10-27,,,,Rejected,,
CAND000251,REQ1072,Sales,Senior Account Executive,London,Job Board,2024-10-07,,,,Rejected,,
CAND000252,REQ8731,Sales,Senior Account Executive,London,Agency,2025-08-12,,,,Rejected,,
CAND000253,REQ2662,Sales,Senior Account Executive,London,Company Website,2025-07-31,,,,Rejected,,
CAND000254,REQ2496,HR,HR Assistant,Manchester,Company Website,2024-07-19,2024-07-27,,,Interviewed,,
CAND000255,REQ6567,Customer Support,Customer Support Specialist,London,LinkedIn,2024-10-13,,,,Rejected,,
CAND000256,REQ3257,Sales,Sales Executive,Manchester,Company Website,2024-04-07,2024-04-15,,,Interviewed,,
CAND000257,REQ2305,Operations,Operations Assistant,London,Campus,2025-11-05,2025-11-13,,,Interviewed,,
CAND000258,REQ3036,Customer Support,Customer Support Advisor,Birmingham,Job Board,2025-02-17,2025-02-27,,,Interviewed,,
CAND000259,REQ6077,Operations,Operations Analyst,Edinburgh,Agency,2024-09-02,2024-09-19,,,Interviewed,,
CAND000260,REQ8000,Sales,Sales Development Representative,London,Referral,2024-07-13,,,,Applied,,
CAND000261,REQ8983,IT,Junior Software Developer,Birmingham,LinkedIn,2024-10-31,2024-11-21,,,Interviewed,,
CAND000262,REQ1025,IT,Data Analyst,Manchester,Company Website,2025-08-07,,,,Rejected,,
CAND000263,REQ5252,Legal,Legal Advisor,Leeds,Agency,2024-01-11,2024-01-25,,,Interviewed,,
CAND000264,REQ2800,Operations,Senior Operations Specialist,Birmingham,Company Website,2024-09-09,,,,Applied,,
CAND000265,REQ1238,Customer Support,Customer Support Specialist,London,LinkedIn,2025-05-29,,,,Applied,,
CAND000266,REQ6834,Finance,Finance Analyst,Birmingham,LinkedIn,2024-08-15,2024-08-28,2024-09-03,,Offered,,
CAND000267,REQ4331,Operations,Senior Operations Specialist,Bristol,Job Board,2024-10-04,,,,Rejected,,
CAND000268,REQ8916,Legal,Legal Advisor,London,Referral,2025-03-28,,,,Rejected,,
CAND000269,REQ2377,Legal,Legal Assistant,Bristol,Referral,2024-07-29,,,,Applied,,
CAND000270,REQ2994,IT,Senior Data Engineer,Birmingham,Campus,2025-12-19,2025-12-27,2026-01-05,,Offered,,
CAND000271,REQ7892,Sales,Sales Manager,London,Company Website,2026-03-16,2026-03-31,,,Interviewed,,
CAND000272,REQ5694,Customer Support,Customer Support Advisor,Birmingham,Referral,2025-07-03,,,,Rejected,,
CAND000273,REQ5470,Customer Support,Senior Support Specialist,London,Referral,2025-12-02,,,,Rejected,,
CAND000274,REQ7337,IT,Junior Software Developer,Birmingham,Job Board,2024-11-19,,,,Rejected,,
CAND000275,REQ3144,Finance,Finance Analyst,London,LinkedIn,2025-08-20,2025-09-01,,,Interviewed,,
CAND000276,REQ7885,Customer Support,Senior Support Specialist,Edinburgh,LinkedIn,2025-06-01,2025-06-15,,,Interviewed,,
CAND000277,REQ9174,Sales,Sales Executive,Leeds,Job Board,2024-08-14,2024-08-23,2024-08-29,,Offered,,
CAND000278,REQ8467,Operations,Operations Analyst,Edinburgh,Campus,2025-08-15,,,,Rejected,,
CAND000279,REQ4473,Finance,Finance Analyst,Edinburgh,LinkedIn,2025-12-03,,,,Rejected,,
CAND000280,REQ1868,Sales,Sales Executive,Manchester,LinkedIn,2025-03-20,,,,Rejected,,
CAND000281,REQ8861,Sales,Sales Executive,Manchester,LinkedIn,2026-04-17,,,,Applied,,
CAND000282,REQ9440,Finance,Finance Manager,London,Campus,2026-02-24,,,,Applied,,
CAND000283,REQ9792,HR,HR Advisor,Birmingham,Agency,2024-03-08,,,,Rejected,,
CAND000284,REQ9512,Sales,Senior Account Executive,Manchester,Job Board,2025-07-01,2025-07-19,2025-07-28,,Offered,,
CAND000285,REQ4214,Finance,Accounts Assistant,London,Referral,2026-03-19,,,,Rejected,,
CAND000286,REQ3130,HR,HR Advisor,London,LinkedIn,2024-11-19,,,,Applied,,
CAND000287,REQ3986,Operations,Operations Assistant,Manchester,Job Board,2024-01-15,,,,Applied,,
CAND000288,REQ1614,Operations,Operations Assistant,London,Agency,2026-05-05,2026-05-27,,,Interviewed,,
CAND000289,REQ4298,Customer Support,Senior Support Specialist,London,Referral,2025-01-16,,,,Applied,,
CAND000290,REQ2252,Operations,Operations Analyst,Manchester,LinkedIn,2025-06-19,,,,Rejected,,
CAND000291,REQ8743,Sales,Sales Executive,Manchester,Job Board,2025-03-21,2025-04-14,,,Interviewed,,
CAND000292,REQ7653,Customer Support,Customer Support Advisor,Manchester,Referral,2025-12-14,2026-01-02,,,Interviewed,,
CAND000293,REQ6765,Operations,Operations Assistant,London,LinkedIn,2025-02-23,,,,Rejected,,
CAND000294,REQ7265,Marketing,Marketing Manager,Birmingham,Agency,2025-06-27,,,,Rejected,,
CAND000295,REQ8422,Operations,Operations Assistant,London,Job Board,2026-02-02,,,,Applied,,
CAND000296,REQ7564,IT,Data Analyst,London,Agency,2024-12-30,,,,Rejected,,
CAND000297,REQ6828,Marketing,Marketing Assistant,London,Referral,2024-04-23,2024-05-11,,,Interviewed,,
CAND000298,REQ7386,Operations,Operations Assistant,Edinburgh,Job Board,2024-09-07,,,,Rejected,,
CAND000299,REQ7650,Marketing,Marketing Executive,Leeds,Agency,2024-10-14,,,,Rejected,,
CAND000300,REQ8753,IT,Junior Software Developer,Manchester,Referral,2026-04-14,,,,Rejected,,
CAND000301,REQ4652,HR,HR Manager,London,Job Board,2024-04-02,2024-04-15,2024-04-19,,Offered,,
CAND000302,REQ4797,Operations,Operations Analyst,Edinburgh,Job Board,2024-04-28,,,,Rejected,,
CAND000303,REQ3287,IT,Junior Software Developer,Edinburgh,Company Website,2024-09-03,,,,Applied,,
CAND000304,REQ4931,Customer Support,Senior Support Specialist,London,Agency,2026-03-31,,,,Rejected,,
CAND000305,REQ1374,Finance,Senior Finance Analyst,Bristol,Company Website,2026-03-23,,,,Rejected,,
CAND000306,REQ6520,IT,Senior Data Engineer,London,LinkedIn,2025-04-25,,,,Rejected,,
CAND000307,REQ8762,Finance,Senior Finance Analyst,Leeds,Job Board,2024-03-04,,,,Rejected,,
CAND000308,REQ8068,IT,Data Analyst,Manchester,Campus,2026-02-23,2026-03-08,,,Interviewed,,
CAND000309,REQ1354,Operations,Operations Assistant,London,Campus,2025-11-02,2025-11-26,,,Interviewed,,
CAND000310,REQ3811,Sales,Sales Executive,Edinburgh,Company Website,2024-09-30,,,,Rejected,,
CAND000311,REQ1600,Marketing,Marketing Executive,Leeds,LinkedIn,2025-10-06,,,,Applied,,
CAND000312,REQ1331,HR,HR Advisor,Edinburgh,Job Board,2024-12-20,2024-12-27,2025-01-05,,Offered,,
CAND000313,REQ1219,IT,Data Analyst,Birmingham,Referral,2025-12-01,2025-12-11,,,Interviewed,,
CAND000314,REQ6232,Operations,Operations Assistant,Leeds,Job Board,2026-03-07,,,,Rejected,,
CAND000315,REQ8011,IT,Junior Software Developer,Manchester,LinkedIn,2026-03-29,,,,Rejected,,
CAND000316,REQ7998,Legal,Legal Assistant,London,Company Website,2024-06-30,2024-07-05,,,Interviewed,,
CAND000317,REQ6274,Operations,Operations Analyst,London,Referral,2024-03-17,2024-03-29,,,Interviewed,,
CAND000318,REQ2507,Operations,Senior Operations Specialist,Leeds,Agency,2025-01-19,,,,Rejected,,
CAND000319,REQ2195,Finance,Accounts Assistant,London,Company Website,2025-06-16,,,,Rejected,,
CAND000320,REQ7627,Finance,Finance Analyst,Manchester,LinkedIn,2024-11-11,2024-11-28,,,Interviewed,,
CAND000321,REQ4277,Finance,Accounts Assistant,Manchester,Referral,2026-05-06,,,,Rejected,,
CAND000322,REQ3624,Sales,Sales Development Representative,Birmingham,Job Board,2025-01-15,,,,Rejected,,
CAND000323,REQ7537,Operations,Senior Operations Specialist,London,Agency,2024-09-30,,,,Rejected,,
CAND000324,REQ1706,Legal,Senior Legal Counsel,Manchester,Agency,2025-04-15,,,,Rejected,,
CAND000325,REQ3597,IT,Data Analyst,Leeds,Referral,2024-07-27,,,,Applied,,
CAND000326,REQ5372,Operations,Operations Analyst,London,LinkedIn,2024-04-21,,,,Rejected,,
CAND000327,REQ7299,IT,Data Analyst,Birmingham,Referral,2024-06-06,,,,Rejected,,
CAND000328,REQ3052,Customer Support,Customer Support Specialist,Edinburgh,LinkedIn,2025-10-12,,,,Applied,,
CAND000329,REQ2892,Customer Support,Customer Support Manager,Bristol,Company Website,2024-02-25,,,,Rejected,,
CAND000330,REQ1457,HR,HR Assistant,London,Referral,2025-07-13,2025-08-03,2025-08-07,,Offered,,
CAND000331,REQ7654,Marketing,Marketing Executive,Bristol,Job Board,2025-06-29,2025-07-13,,,Interviewed,,
CAND000332,REQ9654,Operations,Operations Analyst,London,LinkedIn,2024-11-23,2024-12-15,2024-12-23,,Offered,,
CAND000333,REQ9639,IT,Senior Data Engineer,Birmingham,LinkedIn,2025-01-28,,,,Applied,,
CAND000334,REQ8354,Operations,Operations Analyst,London,Agency,2025-02-05,2025-02-15,,,Interviewed,,
CAND000335,REQ9654,HR,HR Assistant,Manchester,Campus,2024-11-05,2024-11-17,2024-11-28,,Offered,,
CAND000336,REQ6500,Customer Support,Customer Support Advisor,Birmingham,Company Website,2024-06-16,,,,Rejected,,
CAND000337,REQ4656,Legal,Legal Advisor,Edinburgh,Agency,2024-02-17,2024-02-24,2024-02-27,,Offered,,
CAND000338,REQ9968,Customer Support,Customer Support Advisor,Birmingham,Referral,2025-09-13,2025-10-06,,,Interviewed,,
CAND000339,REQ1299,Sales,Senior Account Executive,Edinburgh,LinkedIn,2025-04-16,,,,Applied,,
CAND000340,REQ5322,Operations,Operations Manager,Edinburgh,Job Board,2024-01-31,,,,Rejected,,
CAND000341,REQ3219,Operations,Operations Assistant,Birmingham,Agency,2024-02-01,2024-02-22,2024-02-27,,Offered,,
CAND000342,REQ3007,Marketing,Marketing Assistant,London,Job Board,2025-01-20,2025-02-04,,,Interviewed,,
CAND000343,REQ4663,Operations,Operations Analyst,Bristol,Agency,2024-09-12,2024-09-28,,,Interviewed,,
CAND000344,REQ7606,Sales,Sales Executive,Edinburgh,Job Board,2026-06-07,,,,Applied,,
CAND000345,REQ9826,Customer Support,Senior Support Specialist,Manchester,Job Board,2025-12-23,,,,Applied,,
CAND000346,REQ4203,HR,HR Business Partner,Leeds,Job Board,2024-09-11,,,,Applied,,
CAND000347,REQ8185,IT,Data Analyst,Birmingham,Job Board,2024-04-12,,,,Rejected,,
CAND000348,REQ8222,HR,HR Advisor,Manchester,Campus,2024-10-17,,,,Applied,,
CAND000349,REQ3579,Marketing,Senior Marketing Specialist,Birmingham,LinkedIn,2025-02-16,2025-03-09,,,Interviewed,,
CAND000350,REQ1180,Sales,Sales Manager,Birmingham,Referral,2025-02-10,,,,Applied,,
CAND000351,REQ7386,Marketing,Marketing Assistant,Edinburgh,Referral,2024-02-04,2024-02-11,2024-02-18,,Offered,,
CAND000352,REQ7039,Operations,Senior Operations Specialist,London,LinkedIn,2025-06-09,2025-06-20,,,Interviewed,,
CAND000353,REQ4117,HR,HR Manager,London,Job Board,2025-07-08,,,,Rejected,,
CAND000354,REQ6056,Legal,Legal Advisor,Birmingham,Company Website,2024-04-27,,,,Rejected,,
CAND000355,REQ9951,Finance,Senior Finance Analyst,Birmingham,Job Board,2024-01-05,2024-01-29,,,Interviewed,,
CAND000356,REQ8267,Operations,Operations Assistant,Manchester,Campus,2025-02-02,,,,Rejected,,
CAND000357,REQ9105,Sales,Sales Development Representative,London,Job Board,2024-04-22,2024-05-03,,,Interviewed,,
CAND000358,REQ6687,IT,Junior Software Developer,Manchester,Company Website,2024-08-16,,,,Applied,,
CAND000359,REQ5273,Operations,Senior Operations Specialist,Birmingham,Referral,2024-02-21,,,,Rejected,,
CAND000360,REQ1919,Sales,Senior Account Executive,Bristol,Job Board,2026-04-21,,,,Applied,,
CAND000361,REQ2968,IT,Data Analyst,Edinburgh,Job Board,2024-01-23,,,,Rejected,,
CAND000362,REQ9538,Sales,Senior Account Executive,London,Agency,2025-01-10,,,,Applied,,
CAND000363,REQ4449,Operations,Operations Analyst,Manchester,Referral,2024-06-29,2024-07-08,,,Interviewed,,
CAND000364,REQ1977,Finance,Finance Analyst,Manchester,Agency,2025-06-21,2025-07-09,,,Interviewed,,
CAND000365,REQ7435,HR,HR Advisor,Leeds,Referral,2025-03-30,,,,Rejected,,
CAND000366,REQ1916,IT,Data Analyst,Birmingham,Job Board,2024-01-14,2024-01-30,,,Interviewed,,
CAND000367,REQ3572,Operations,Operations Assistant,Bristol,Referral,2025-11-02,,,,Rejected,,
CAND000368,REQ9384,IT,Junior Software Developer,Birmingham,Job Board,2024-09-18,2024-10-08,,,Interviewed,,
CAND000369,REQ1862,Finance,Finance Analyst,Manchester,LinkedIn,2026-05-06,,,,Rejected,,
CAND000370,REQ3972,Sales,Sales Executive,Manchester,Agency,2024-04-27,2024-05-11,2024-05-15,,Offered,,
CAND000371,REQ4028,Sales,Senior Account Executive,London,LinkedIn,2025-08-09,,,,Rejected,,
CAND000372,REQ5418,Sales,Sales Executive,London,Job Board,2025-07-08,2025-07-14,2025-07-20,,Offered,,
CAND000373,REQ9827,Customer Support,Customer Support Manager,Birmingham,Referral,2024-06-12,2024-07-05,,,Interviewed,,
CAND000374,REQ6887,Legal,Senior Legal Counsel,London,Referral,2024-11-10,,,,Rejected,,
CAND000375,REQ8439,Marketing,Marketing Executive,London,Referral,2024-10-23,,,,Rejected,,
CAND000376,REQ6448,IT,Senior Data Engineer,London,Company Website,2026-03-27,,,,Rejected,,
CAND000377,REQ8512,Customer Support,Customer Support Specialist,London,Job Board,2024-01-10,,,,Rejected,,
CAND000378,REQ8956,Marketing,Marketing Assistant,Leeds,Company Website,2025-12-24,2026-01-02,,,Interviewed,,
CAND000379,REQ7938,Customer Support,Customer Support Specialist,Birmingham,Job Board,2025-07-03,,,,Applied,,
CAND000380,REQ5018,Operations,Operations Manager,Birmingham,Company Website,2024-02-06,2024-02-15,,,Interviewed,,
CAND000381,REQ1803,IT,Senior Data Engineer,Manchester,LinkedIn,2024-05-23,,,,Rejected,,
CAND000382,REQ4606,Finance,Accounts Assistant,London,Job Board,2025-09-25,2025-09-30,,,Interviewed,,
CAND000383,REQ3588,Marketing,Marketing Executive,Edinburgh,Agency,2025-08-05,2025-08-29,,,Interviewed,,
CAND000384,REQ6480,Operations,Operations Analyst,London,Job Board,2024-08-31,,,,Rejected,,
CAND000385,REQ1029,Legal,Legal Advisor,Birmingham,Company Website,2024-09-11,,,,Rejected,,
CAND000386,REQ9706,Finance,Accounts Assistant,Manchester,Job Board,2024-04-09,,,,Rejected,,
CAND000387,REQ4372,Operations,Operations Assistant,London,Job Board,2025-04-07,,,,Rejected,,
CAND000388,REQ8108,Finance,Senior Finance Analyst,London,LinkedIn,2025-05-01,,,,Rejected,,
CAND000389,REQ6248,IT,Data Analyst,Birmingham,Agency,2024-06-13,2024-06-20,,,Interviewed,,
CAND000390,REQ6486,Finance,Finance Manager,Edinburgh,LinkedIn,2025-01-20,2025-02-03,,,Interviewed,,
CAND000391,REQ7713,IT,Junior Software Developer,London,Job Board,2024-10-06,2024-10-19,2024-10-23,,Offered,,
CAND000392,REQ3462,Customer Support,Customer Support Advisor,London,LinkedIn,2026-05-07,,,,Rejected,,
CAND000393,REQ7936,Marketing,Marketing Assistant,London,Referral,2025-07-02,2025-07-10,,,Interviewed,,
CAND000394,REQ1739,Finance,Finance Manager,Birmingham,Job Board,2026-04-08,,,,Rejected,,
CAND000395,REQ2844,Sales,Sales Development Representative,Bristol,Campus,2024-10-31,2024-11-21,,,Interviewed,,
CAND000396,REQ3776,Marketing,Marketing Executive,Birmingham,Agency,2024-03-12,,,,Rejected,,
CAND000397,REQ8256,Operations,Operations Assistant,London,Company Website,2024-08-18,,,,Rejected,,
CAND000398,REQ6697,Sales,Sales Manager,London,LinkedIn,2025-08-02,2025-08-21,,,Interviewed,,
CAND000399,REQ2335,Customer Support,Customer Experience Director,Bristol,Job Board,2026-04-27,2026-05-07,,,Interviewed,,
CAND000400,REQ4422,Operations,Operations Analyst,Manchester,Agency,2024-07-15,,,,Rejected,,
CAND000401,REQ5829,Marketing,Marketing Assistant,London,Job Board,2025-11-01,,,,Rejected,,
CAND000402,REQ3111,IT,Senior Data Engineer,Bristol,Job Board,2025-06-13,,,,Applied,,
CAND000403,REQ9694,Customer Support,Customer Support Specialist,Manchester,Referral,2025-06-26,,,,Rejected,,
CAND000404,REQ4300,Marketing,Marketing Assistant,Birmingham,LinkedIn,2026-04-09,,,,Applied,,
CAND000405,REQ4180,Finance,Finance Analyst,Manchester,Company Website,2026-06-30,,,,Applied,,
CAND000406,REQ1422,Operations,Operations Assistant,Bristol,LinkedIn,2025-01-08,2025-01-15,,,Interviewed,,
CAND000407,REQ7219,Finance,Finance Analyst,Leeds,LinkedIn,2026-05-16,,,,Rejected,,
CAND000408,REQ7256,Sales,Sales Executive,London,Company Website,2025-01-20,2025-02-03,,,Interviewed,,
CAND000409,REQ9770,IT,Junior Software Developer,Birmingham,Campus,2025-07-26,,,,Rejected,,
CAND000410,REQ6890,Operations,Operations Analyst,Edinburgh,LinkedIn,2025-05-28,,,,Rejected,,
CAND000411,REQ1782,Marketing,Marketing Assistant,Birmingham,LinkedIn,2024-02-03,,,,Rejected,,
CAND000412,REQ1722,Finance,Finance Analyst,Leeds,LinkedIn,2025-03-18,,,,Rejected,,
CAND000413,REQ2276,IT,Data Analyst,Leeds,Agency,2025-07-23,,,,Rejected,,
CAND000414,REQ1717,Sales,Sales Manager,Leeds,LinkedIn,2026-06-03,,,,Applied,,
CAND000415,REQ5936,Sales,Sales Development Representative,Edinburgh,LinkedIn,2024-03-06,,,,Rejected,,
CAND000416,REQ4336,HR,HR Business Partner,London,Agency,2025-09-15,,,,Rejected,,
CAND000417,REQ7134,Operations,Operations Assistant,Manchester,Campus,2024-05-18,,,,Rejected,,
CAND000418,REQ8050,Operations,Operations Analyst,Edinburgh,Referral,2025-11-24,2025-11-30,,,Interviewed,,
CAND000419,REQ6267,Operations,Operations Assistant,Bristol,LinkedIn,2024-06-18,,,,Applied,,
CAND000420,REQ7012,Finance,Finance Analyst,Edinburgh,Agency,2025-09-19,,,,Applied,,
CAND000421,REQ9722,IT,Junior Software Developer,Manchester,LinkedIn,2025-01-03,2025-01-25,2025-01-29,,Offered,,
CAND000422,REQ4046,HR,HR Assistant,Birmingham,Job Board,2025-01-11,2025-01-23,,,Interviewed,,
CAND000423,REQ9580,Customer Support,Customer Support Specialist,Birmingham,Job Board,2024-09-09,2024-09-19,2024-10-02,,Offered,,
CAND000424,REQ9406,Operations,Operations Analyst,Manchester,Campus,2024-01-02,2024-01-19,2024-01-27,,Offered,,
CAND000425,REQ1714,HR,HR Assistant,London,LinkedIn,2025-07-24,,,,Applied,,
CAND000426,REQ7139,IT,Senior Data Engineer,Manchester,Job Board,2025-03-12,,,,Rejected,,
CAND000427,REQ6006,Legal,Senior Legal Counsel,Bristol,Job Board,2026-05-02,,,,Rejected,,
CAND000428,REQ6736,IT,Data Analyst,Manchester,Company Website,2026-06-09,,,,Rejected,,
CAND000429,REQ9564,Customer Support,Customer Support Specialist,Manchester,LinkedIn,2026-04-22,2026-04-30,,,Interviewed,,
CAND000430,REQ6777,Customer Support,Customer Support Specialist,London,LinkedIn,2025-08-03,,,,Rejected,,
CAND000431,REQ7458,Customer Support,Customer Support Specialist,London,Job Board,2024-05-02,2024-05-07,2024-05-10,,Offered,,
CAND000432,REQ3612,IT,Technology Director,London,Referral,2024-10-17,2024-11-07,2024-11-14,,Offered,,
CAND000433,REQ9041,IT,Senior Data Engineer,London,LinkedIn,2025-11-26,2025-12-11,,,Interviewed,,
CAND000434,REQ3249,Customer Support,Senior Support Specialist,London,Job Board,2024-04-10,2024-04-16,,,Interviewed,,
CAND000435,REQ3293,Finance,Accounts Assistant,Bristol,LinkedIn,2025-07-14,,,,Applied,,
CAND000436,REQ7319,Sales,Sales Executive,Edinburgh,Referral,2025-01-09,,,,Rejected,,
CAND000437,REQ7341,Marketing,Senior Marketing Specialist,Birmingham,Referral,2026-05-26,,,,Rejected,,
CAND000438,REQ2042,Finance,Finance Analyst,London,Referral,2026-02-06,2026-02-26,,,Interviewed,,
CAND000439,REQ9269,HR,HR Assistant,Manchester,Job Board,2026-03-01,2026-03-21,,,Interviewed,,
CAND000440,REQ4218,Operations,Operations Assistant,Birmingham,Job Board,2024-09-27,2024-10-18,,,Interviewed,,
CAND000441,REQ9133,Finance,Finance Analyst,Manchester,Job Board,2024-06-02,2024-06-14,,,Interviewed,,
CAND000442,REQ1477,Legal,Senior Legal Counsel,Edinburgh,Referral,2024-10-11,2024-10-17,2024-10-28,,Offered,,
CAND000443,REQ5063,Operations,Senior Operations Specialist,London,LinkedIn,2026-05-03,2026-05-15,2026-05-23,,Offered,,
CAND000444,REQ1774,Legal,Legal Manager,London,Job Board,2024-05-18,,,,Rejected,,
CAND000445,REQ8042,Sales,Sales Development Representative,Birmingham,Referral,2024-04-11,2024-05-02,,,Interviewed,,
CAND000446,REQ6048,Customer Support,Customer Support Advisor,Manchester,Agency,2025-08-12,2025-08-26,,,Interviewed,,
CAND000447,REQ6652,IT,Data Analyst,Manchester,Job Board,2025-11-19,2025-12-11,2025-12-16,,Offered,,
CAND000448,REQ4410,Operations,Senior Operations Specialist,London,Referral,2024-12-07,,,,Rejected,,
CAND000449,REQ1325,Customer Support,Customer Support Specialist,Manchester,LinkedIn,2025-08-05,2025-08-11,2025-08-23,,Offered,,
CAND000450,REQ3139,IT,IT Manager,London,Job Board,2024-10-13,,,,Rejected,,
CAND000451,REQ6471,IT,Senior Data Engineer,Birmingham,Job Board,2025-08-24,2025-09-13,,,Interviewed,,
