payroll_id,employee_id,pay_period,annual_salary,monthly_salary,bonus_amount,pay_grade,salary_band,currency
PAY003778,EMP0155,2026-05-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY003779,EMP0155,2026-06-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY003780,EMP0156,2024-01-01,71500,5958.33,615.67,G5,65K-80K,GBP
PAY003781,EMP0156,2024-02-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003782,EMP0156,2024-03-01,71500,5958.33,3370.69,G5,65K-80K,GBP
PAY003783,EMP0156,2024-04-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003784,EMP0156,2024-05-01,71500,5958.33,3029.82,G5,65K-80K,GBP
PAY003785,EMP0156,2024-06-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003786,EMP0156,2024-07-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003787,EMP0156,2024-08-01,71500,5958.33,2396.37,G5,65K-80K,GBP
PAY003788,EMP0156,2024-09-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003789,EMP0156,2024-10-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003790,EMP0156,2024-11-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003791,EMP0156,2024-12-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003792,EMP0156,2025-01-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003793,EMP0156,2025-02-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003794,EMP0156,2025-03-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003795,EMP0156,2025-04-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003796,EMP0156,2025-05-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003797,EMP0156,2025-06-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003798,EMP0156,2025-07-01,71500,5958.33,2520.57,G5,65K-80K,GBP
PAY003799,EMP0156,2025-08-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003800,EMP0156,2025-09-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003801,EMP0156,2025-10-01,71500,5958.33,324.82,G5,65K-80K,GBP
PAY003802,EMP0156,2025-11-01,71500,5958.33,764.13,G5,65K-80K,GBP
PAY003803,EMP0156,2025-12-01,71500,5958.33,680.29,G5,65K-80K,GBP
PAY003804,EMP0156,2026-01-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003805,EMP0156,2026-02-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003806,EMP0156,2026-03-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003807,EMP0156,2026-04-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003808,EMP0156,2026-05-01,71500,5958.33,1604.57,G5,65K-80K,GBP
PAY003809,EMP0156,2026-06-01,71500,5958.33,0.0,G5,65K-80K,GBP
PAY003810,EMP0157,2024-01-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003811,EMP0157,2024-02-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003812,EMP0157,2024-03-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003813,EMP0157,2024-04-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003814,EMP0157,2024-05-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003815,EMP0157,2024-06-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003816,EMP0157,2024-07-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003817,EMP0157,2024-08-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003818,EMP0157,2024-09-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003819,EMP0157,2024-10-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003820,EMP0157,2024-11-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003821,EMP0157,2024-12-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003822,EMP0157,2025-01-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003823,EMP0157,2025-02-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003824,EMP0157,2025-03-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003825,EMP0157,2025-04-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003826,EMP0157,2025-05-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003827,EMP0157,2025-06-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003828,EMP0157,2025-07-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003829,EMP0157,2025-08-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003830,EMP0157,2025-09-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003831,EMP0157,2025-10-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003832,EMP0157,2025-11-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003833,EMP0157,2025-12-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003834,EMP0157,2026-01-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003835,EMP0157,2026-02-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003836,EMP0157,2026-03-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003837,EMP0157,2026-04-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003838,EMP0157,2026-05-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003839,EMP0157,2026-06-01,26500,2208.33,0.0,G3,Under 30K,GBP
PAY003840,EMP0158,2024-01-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003841,EMP0158,2024-02-01,64000,5333.33,1448.44,G5,50K-65K,GBP
PAY003842,EMP0158,2024-03-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003843,EMP0158,2024-04-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003844,EMP0158,2024-05-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003845,EMP0158,2024-06-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003846,EMP0158,2024-07-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003847,EMP0158,2024-08-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003848,EMP0158,2024-09-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003849,EMP0158,2024-10-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003850,EMP0158,2024-11-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003851,EMP0158,2024-12-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003852,EMP0158,2025-01-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003853,EMP0158,2025-02-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003854,EMP0158,2025-03-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003855,EMP0158,2025-04-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003856,EMP0158,2025-05-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003857,EMP0158,2025-06-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003858,EMP0158,2025-07-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003859,EMP0158,2025-08-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003860,EMP0158,2025-09-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003861,EMP0158,2025-10-01,64000,5333.33,3071.75,G5,50K-65K,GBP
PAY003862,EMP0158,2025-11-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003863,EMP0158,2025-12-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003864,EMP0158,2026-01-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003865,EMP0158,2026-02-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003866,EMP0158,2026-03-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003867,EMP0158,2026-04-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003868,EMP0158,2026-05-01,64000,5333.33,577.68,G5,50K-65K,GBP
PAY003869,EMP0158,2026-06-01,64000,5333.33,0.0,G5,50K-65K,GBP
PAY003870,EMP0159,2024-01-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003871,EMP0159,2024-02-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003872,EMP0159,2024-03-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003873,EMP0159,2024-04-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003874,EMP0159,2024-05-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003875,EMP0159,2024-06-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003876,EMP0159,2024-07-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003877,EMP0159,2024-08-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003878,EMP0159,2024-09-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003879,EMP0159,2024-10-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003880,EMP0159,2024-11-01,59500,4958.33,748.96,G5,50K-65K,GBP
PAY003881,EMP0159,2024-12-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003882,EMP0159,2025-01-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003883,EMP0159,2025-02-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003884,EMP0159,2025-03-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003885,EMP0159,2025-04-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003886,EMP0159,2025-05-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003887,EMP0159,2025-06-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003888,EMP0159,2025-07-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003889,EMP0159,2025-08-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003890,EMP0159,2025-09-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003891,EMP0159,2025-10-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003892,EMP0159,2025-11-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003893,EMP0159,2025-12-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003894,EMP0159,2026-01-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003895,EMP0159,2026-02-01,59500,4958.33,1977.96,G5,50K-65K,GBP
PAY003896,EMP0159,2026-03-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003897,EMP0159,2026-04-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003898,EMP0159,2026-05-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003899,EMP0159,2026-06-01,59500,4958.33,0.0,G5,50K-65K,GBP
PAY003900,EMP0160,2024-01-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003901,EMP0160,2024-02-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003902,EMP0160,2024-03-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003903,EMP0160,2024-04-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003904,EMP0160,2024-05-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003905,EMP0160,2024-06-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003906,EMP0160,2024-07-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003907,EMP0160,2024-08-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003908,EMP0160,2024-09-01,45000,3750.0,2143.33,G4,40K-50K,GBP
PAY003909,EMP0160,2024-10-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003910,EMP0160,2024-11-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003911,EMP0160,2024-12-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003912,EMP0160,2025-01-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003913,EMP0160,2025-02-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003914,EMP0160,2025-03-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003915,EMP0160,2025-04-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003916,EMP0160,2025-05-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003917,EMP0160,2025-06-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003918,EMP0160,2025-07-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003919,EMP0160,2025-08-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003920,EMP0160,2025-09-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003921,EMP0160,2025-10-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003922,EMP0160,2025-11-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003923,EMP0160,2025-12-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003924,EMP0160,2026-01-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003925,EMP0160,2026-02-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003926,EMP0160,2026-03-01,45000,3750.0,3257.34,G4,40K-50K,GBP
PAY003927,EMP0160,2026-04-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003928,EMP0160,2026-05-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003929,EMP0160,2026-06-01,45000,3750.0,0.0,G4,40K-50K,GBP
PAY003930,EMP0161,2024-01-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003931,EMP0161,2024-02-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003932,EMP0161,2024-03-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003933,EMP0161,2024-04-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003934,EMP0161,2024-05-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003935,EMP0161,2024-06-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003936,EMP0161,2024-07-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003937,EMP0161,2024-08-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003938,EMP0161,2024-09-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003939,EMP0161,2024-10-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003940,EMP0161,2024-11-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003941,EMP0161,2024-12-01,30500,2541.67,2237.43,G3,30K-40K,GBP
PAY003942,EMP0161,2025-01-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003943,EMP0161,2025-02-01,30500,2541.67,769.89,G3,30K-40K,GBP
PAY003944,EMP0161,2025-03-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003945,EMP0161,2025-04-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003946,EMP0161,2025-05-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003947,EMP0161,2025-06-01,30500,2541.67,2666.7,G3,30K-40K,GBP
PAY003948,EMP0161,2025-07-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003949,EMP0161,2025-08-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003950,EMP0161,2025-09-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003951,EMP0161,2025-10-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003952,EMP0161,2025-11-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003953,EMP0161,2025-12-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003954,EMP0161,2026-01-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003955,EMP0161,2026-02-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003956,EMP0161,2026-03-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003957,EMP0161,2026-04-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003958,EMP0161,2026-05-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003959,EMP0161,2026-06-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003960,EMP0162,2024-01-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003961,EMP0162,2024-02-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003962,EMP0162,2024-03-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003963,EMP0162,2024-04-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003964,EMP0162,2024-05-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003965,EMP0162,2024-06-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003966,EMP0162,2024-07-01,33500,2791.67,2391.75,G3,30K-40K,GBP
PAY003967,EMP0162,2024-08-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003968,EMP0162,2024-09-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003969,EMP0162,2024-10-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003970,EMP0162,2024-11-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003971,EMP0162,2024-12-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003972,EMP0162,2025-01-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003973,EMP0162,2025-02-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003974,EMP0162,2025-03-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003975,EMP0162,2025-04-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003976,EMP0162,2025-05-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003977,EMP0162,2025-06-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003978,EMP0162,2025-07-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003979,EMP0162,2025-08-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003980,EMP0162,2025-09-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003981,EMP0162,2025-10-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003982,EMP0162,2025-11-01,33500,2791.67,2045.1,G3,30K-40K,GBP
PAY003983,EMP0162,2025-12-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003984,EMP0162,2026-01-01,33500,2791.67,2728.32,G3,30K-40K,GBP
PAY003985,EMP0162,2026-02-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003986,EMP0162,2026-03-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003987,EMP0162,2026-04-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003988,EMP0162,2026-05-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003989,EMP0162,2026-06-01,33500,2791.67,0.0,G3,30K-40K,GBP
PAY003990,EMP0163,2024-01-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003991,EMP0163,2024-02-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003992,EMP0163,2024-03-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003993,EMP0163,2024-04-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003994,EMP0163,2024-05-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003995,EMP0163,2024-06-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003996,EMP0163,2024-07-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003997,EMP0163,2024-08-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003998,EMP0163,2024-09-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY003999,EMP0163,2024-10-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004000,EMP0163,2024-11-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004001,EMP0163,2024-12-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004002,EMP0163,2025-01-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004003,EMP0163,2025-02-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004004,EMP0163,2025-03-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004005,EMP0163,2025-04-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004006,EMP0163,2025-05-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004007,EMP0163,2025-06-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004008,EMP0163,2025-07-01,30500,2541.67,2281.53,G3,30K-40K,GBP
PAY004009,EMP0163,2025-08-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004010,EMP0163,2025-09-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004011,EMP0163,2025-10-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004012,EMP0163,2025-11-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004013,EMP0163,2025-12-01,30500,2541.67,2900.67,G3,30K-40K,GBP
PAY004014,EMP0163,2026-01-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004015,EMP0163,2026-02-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004016,EMP0163,2026-03-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004017,EMP0163,2026-04-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004018,EMP0163,2026-05-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004019,EMP0163,2026-06-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY004020,EMP0164,2024-09-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004021,EMP0164,2024-10-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004022,EMP0164,2024-11-01,41500,3458.33,2342.08,G4,40K-50K,GBP
PAY004023,EMP0164,2024-12-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004024,EMP0164,2025-01-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004025,EMP0164,2025-02-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004026,EMP0164,2025-03-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004027,EMP0164,2025-04-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004028,EMP0164,2025-05-01,41500,3458.33,2427.65,G4,40K-50K,GBP
PAY004029,EMP0164,2025-06-01,41500,3458.33,1248.5,G4,40K-50K,GBP
PAY004030,EMP0164,2025-07-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004031,EMP0164,2025-08-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004032,EMP0164,2025-09-01,41500,3458.33,2258.35,G4,40K-50K,GBP
PAY004033,EMP0164,2025-10-01,41500,3458.33,0.0,G4,40K-50K,GBP
PAY004034,EMP0165,2024-01-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004035,EMP0165,2024-02-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004036,EMP0165,2024-03-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004037,EMP0165,2024-04-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004038,EMP0165,2024-05-01,76000,6333.33,2805.54,G6,65K-80K,GBP
PAY004039,EMP0165,2024-06-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004040,EMP0165,2024-07-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004041,EMP0165,2024-08-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004042,EMP0165,2024-09-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004043,EMP0165,2024-10-01,76000,6333.33,2747.58,G6,65K-80K,GBP
PAY004044,EMP0165,2024-11-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004045,EMP0165,2024-12-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004046,EMP0165,2025-01-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004047,EMP0165,2025-02-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004048,EMP0165,2025-03-01,76000,6333.33,284.78,G6,65K-80K,GBP
PAY004049,EMP0165,2025-04-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004050,EMP0165,2025-05-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004051,EMP0165,2025-06-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004052,EMP0165,2025-07-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004053,EMP0165,2025-08-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004054,EMP0165,2025-09-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004055,EMP0165,2025-10-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004056,EMP0165,2025-11-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004057,EMP0165,2025-12-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004058,EMP0165,2026-01-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004059,EMP0165,2026-02-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004060,EMP0165,2026-03-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004061,EMP0165,2026-04-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004062,EMP0165,2026-05-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004063,EMP0165,2026-06-01,76000,6333.33,0.0,G6,65K-80K,GBP
PAY004064,EMP0166,2024-01-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004065,EMP0166,2024-02-01,31500,2625.0,618.09,G4,30K-40K,GBP
PAY004066,EMP0166,2024-03-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004067,EMP0166,2024-04-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004068,EMP0166,2024-05-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004069,EMP0166,2024-06-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004070,EMP0166,2024-07-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004071,EMP0166,2024-08-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004072,EMP0166,2024-09-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004073,EMP0166,2024-10-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004074,EMP0166,2024-11-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004075,EMP0166,2024-12-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004076,EMP0166,2025-01-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004077,EMP0166,2025-02-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004078,EMP0166,2025-03-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004079,EMP0166,2025-04-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004080,EMP0166,2025-05-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004081,EMP0166,2025-06-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004082,EMP0166,2025-07-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004083,EMP0166,2025-08-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004084,EMP0166,2025-09-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004085,EMP0166,2025-10-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004086,EMP0166,2025-11-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004087,EMP0166,2025-12-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004088,EMP0166,2026-01-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004089,EMP0166,2026-02-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004090,EMP0166,2026-03-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004091,EMP0166,2026-04-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004092,EMP0166,2026-05-01,31500,2625.0,0.0,G4,30K-40K,GBP
PAY004093,EMP0166,2026-06-01,31500,2625.0,0.0,G4,30K-40K,GBP
