payroll_key,payroll_id,employee_key,pay_period_key,annual_salary,monthly_salary,bonus_amount,pay_grade,salary_band,salary_band_sort_order,currency
1897,PAY001897,80,20241001,30500,2541.67,0.0,G3,30K-40K,2,GBP
1898,PAY001898,80,20241101,30500,2541.67,2290.25,G3,30K-40K,2,GBP
1899,PAY001899,80,20241201,30500,2541.67,0.0,G3,30K-40K,2,GBP
1900,PAY001900,80,20250101,30500,2541.67,0.0,G3,30K-40K,2,GBP
1901,PAY001901,80,20250201,30500,2541.67,0.0,G3,30K-40K,2,GBP
1902,PAY001902,80,20250301,30500,2541.67,0.0,G3,30K-40K,2,GBP
1903,PAY001903,80,20250401,30500,2541.67,0.0,G3,30K-40K,2,GBP
1904,PAY001904,80,20250501,30500,2541.67,0.0,G3,30K-40K,2,GBP
1905,PAY001905,80,20250601,30500,2541.67,0.0,G3,30K-40K,2,GBP
1906,PAY001906,80,20250701,30500,2541.67,0.0,G3,30K-40K,2,GBP
1907,PAY001907,80,20250801,30500,2541.67,538.83,G3,30K-40K,2,GBP
1908,PAY001908,80,20250901,30500,2541.67,0.0,G3,30K-40K,2,GBP
1909,PAY001909,80,20251001,30500,2541.67,0.0,G3,30K-40K,2,GBP
1910,PAY001910,80,20251101,30500,2541.67,0.0,G3,30K-40K,2,GBP
1911,PAY001911,80,20251201,30500,2541.67,0.0,G3,30K-40K,2,GBP
1912,PAY001912,80,20260101,30500,2541.67,0.0,G3,30K-40K,2,GBP
1913,PAY001913,80,20260201,30500,2541.67,0.0,G3,30K-40K,2,GBP
1914,PAY001914,80,20260301,30500,2541.67,0.0,G3,30K-40K,2,GBP
1915,PAY001915,80,20260401,30500,2541.67,0.0,G3,30K-40K,2,GBP
1916,PAY001916,80,20260501,30500,2541.67,0.0,G3,30K-40K,2,GBP
1917,PAY001917,80,20260601,30500,2541.67,0.0,G3,30K-40K,2,GBP
1918,PAY001918,81,20240101,55500,4625.0,0.0,G5,50K-65K,4,GBP
1919,PAY001919,81,20240201,55500,4625.0,0.0,G5,50K-65K,4,GBP
1920,PAY001920,81,20240301,55500,4625.0,2144.36,G5,50K-65K,4,GBP
1921,PAY001921,81,20240401,55500,4625.0,0.0,G5,50K-65K,4,GBP
1922,PAY001922,81,20240501,55500,4625.0,0.0,G5,50K-65K,4,GBP
1923,PAY001923,81,20240601,55500,4625.0,0.0,G5,50K-65K,4,GBP
1924,PAY001924,81,20240701,55500,4625.0,0.0,G5,50K-65K,4,GBP
1925,PAY001925,81,20240801,55500,4625.0,0.0,G5,50K-65K,4,GBP
1926,PAY001926,81,20240901,55500,4625.0,0.0,G5,50K-65K,4,GBP
1927,PAY001927,81,20241001,55500,4625.0,0.0,G5,50K-65K,4,GBP
1928,PAY001928,81,20241101,55500,4625.0,0.0,G5,50K-65K,4,GBP
1929,PAY001929,81,20241201,55500,4625.0,0.0,G5,50K-65K,4,GBP
1930,PAY001930,81,20250101,55500,4625.0,0.0,G5,50K-65K,4,GBP
1931,PAY001931,81,20250201,55500,4625.0,0.0,G5,50K-65K,4,GBP
1932,PAY001932,81,20250301,55500,4625.0,2050.7,G5,50K-65K,4,GBP
1933,PAY001933,81,20250401,55500,4625.0,0.0,G5,50K-65K,4,GBP
1934,PAY001934,81,20250501,55500,4625.0,532.59,G5,50K-65K,4,GBP
1935,PAY001935,81,20250601,55500,4625.0,1205.55,G5,50K-65K,4,GBP
1936,PAY001936,81,20250701,55500,4625.0,1625.27,G5,50K-65K,4,GBP
1937,PAY001937,81,20250801,55500,4625.0,0.0,G5,50K-65K,4,GBP
1938,PAY001938,81,20250901,55500,4625.0,0.0,G5,50K-65K,4,GBP
1939,PAY001939,81,20251001,55500,4625.0,0.0,G5,50K-65K,4,GBP
1940,PAY001940,81,20251101,55500,4625.0,2978.46,G5,50K-65K,4,GBP
1941,PAY001941,81,20251201,55500,4625.0,1233.62,G5,50K-65K,4,GBP
1942,PAY001942,81,20260101,55500,4625.0,0.0,G5,50K-65K,4,GBP
1943,PAY001943,81,20260201,55500,4625.0,0.0,G5,50K-65K,4,GBP
1944,PAY001944,81,20260301,55500,4625.0,0.0,G5,50K-65K,4,GBP
1945,PAY001945,81,20260401,55500,4625.0,0.0,G5,50K-65K,4,GBP
1946,PAY001946,81,20260501,55500,4625.0,0.0,G5,50K-65K,4,GBP
1947,PAY001947,81,20260601,55500,4625.0,0.0,G5,50K-65K,4,GBP
1948,PAY001948,82,20250401,40500,3375.0,0.0,G4,40K-50K,3,GBP
1949,PAY001949,82,20250501,40500,3375.0,0.0,G4,40K-50K,3,GBP
1950,PAY001950,82,20250601,40500,3375.0,0.0,G4,40K-50K,3,GBP
1951,PAY001951,82,20250701,40500,3375.0,0.0,G4,40K-50K,3,GBP
1952,PAY001952,82,20250801,40500,3375.0,0.0,G4,40K-50K,3,GBP
1953,PAY001953,82,20250901,40500,3375.0,0.0,G4,40K-50K,3,GBP
1954,PAY001954,82,20251001,40500,3375.0,0.0,G4,40K-50K,3,GBP
1955,PAY001955,82,20251101,40500,3375.0,0.0,G4,40K-50K,3,GBP
1956,PAY001956,82,20251201,40500,3375.0,0.0,G4,40K-50K,3,GBP
1957,PAY001957,82,20260101,40500,3375.0,0.0,G4,40K-50K,3,GBP
1958,PAY001958,82,20260201,40500,3375.0,0.0,G4,40K-50K,3,GBP
1959,PAY001959,82,20260301,40500,3375.0,586.95,G4,40K-50K,3,GBP
1960,PAY001960,82,20260401,40500,3375.0,0.0,G4,40K-50K,3,GBP
1961,PAY001961,82,20260501,40500,3375.0,0.0,G4,40K-50K,3,GBP
1962,PAY001962,82,20260601,40500,3375.0,0.0,G4,40K-50K,3,GBP
1963,PAY001963,83,20240101,57500,4791.67,0.0,G5,50K-65K,4,GBP
1964,PAY001964,83,20240201,57500,4791.67,0.0,G5,50K-65K,4,GBP
1965,PAY001965,83,20240301,57500,4791.67,0.0,G5,50K-65K,4,GBP
1966,PAY001966,83,20240401,57500,4791.67,0.0,G5,50K-65K,4,GBP
1967,PAY001967,83,20240501,57500,4791.67,0.0,G5,50K-65K,4,GBP
1968,PAY001968,83,20240601,57500,4791.67,0.0,G5,50K-65K,4,GBP
1969,PAY001969,83,20240701,57500,4791.67,0.0,G5,50K-65K,4,GBP
1970,PAY001970,83,20240801,57500,4791.67,0.0,G5,50K-65K,4,GBP
1971,PAY001971,83,20240901,57500,4791.67,0.0,G5,50K-65K,4,GBP
1972,PAY001972,83,20241001,57500,4791.67,0.0,G5,50K-65K,4,GBP
1973,PAY001973,83,20241101,57500,4791.67,0.0,G5,50K-65K,4,GBP
1974,PAY001974,83,20241201,57500,4791.67,0.0,G5,50K-65K,4,GBP
1975,PAY001975,83,20250101,57500,4791.67,2377.01,G5,50K-65K,4,GBP
1976,PAY001976,83,20250201,57500,4791.67,0.0,G5,50K-65K,4,GBP
1977,PAY001977,83,20250301,57500,4791.67,0.0,G5,50K-65K,4,GBP
1978,PAY001978,83,20250401,57500,4791.67,0.0,G5,50K-65K,4,GBP
1979,PAY001979,83,20250501,57500,4791.67,0.0,G5,50K-65K,4,GBP
1980,PAY001980,83,20250601,57500,4791.67,0.0,G5,50K-65K,4,GBP
1981,PAY001981,83,20250701,57500,4791.67,0.0,G5,50K-65K,4,GBP
1982,PAY001982,83,20250801,57500,4791.67,0.0,G5,50K-65K,4,GBP
1983,PAY001983,83,20250901,57500,4791.67,0.0,G5,50K-65K,4,GBP
1984,PAY001984,83,20251001,57500,4791.67,0.0,G5,50K-65K,4,GBP
1985,PAY001985,83,20251101,57500,4791.67,0.0,G5,50K-65K,4,GBP
1986,PAY001986,83,20251201,57500,4791.67,0.0,G5,50K-65K,4,GBP
1987,PAY001987,83,20260101,57500,4791.67,0.0,G5,50K-65K,4,GBP
1988,PAY001988,83,20260201,57500,4791.67,0.0,G5,50K-65K,4,GBP
1989,PAY001989,83,20260301,57500,4791.67,0.0,G5,50K-65K,4,GBP
1990,PAY001990,83,20260401,57500,4791.67,1313.12,G5,50K-65K,4,GBP
1991,PAY001991,83,20260501,57500,4791.67,0.0,G5,50K-65K,4,GBP
1992,PAY001992,83,20260601,57500,4791.67,0.0,G5,50K-65K,4,GBP
1993,PAY001993,84,20250701,51000,4250.0,0.0,G5,50K-65K,4,GBP
1994,PAY001994,84,20250801,51000,4250.0,1418.16,G5,50K-65K,4,GBP
1995,PAY001995,84,20250901,51000,4250.0,0.0,G5,50K-65K,4,GBP
1996,PAY001996,84,20251001,51000,4250.0,0.0,G5,50K-65K,4,GBP
1997,PAY001997,84,20251101,51000,4250.0,2235.27,G5,50K-65K,4,GBP
1998,PAY001998,84,20251201,51000,4250.0,0.0,G5,50K-65K,4,GBP
1999,PAY001999,84,20260101,51000,4250.0,0.0,G5,50K-65K,4,GBP
2000,PAY002000,84,20260201,51000,4250.0,0.0,G5,50K-65K,4,GBP
2001,PAY002001,84,20260301,51000,4250.0,0.0,G5,50K-65K,4,GBP
2002,PAY002002,84,20260401,51000,4250.0,0.0,G5,50K-65K,4,GBP
2003,PAY002003,84,20260501,51000,4250.0,0.0,G5,50K-65K,4,GBP
2004,PAY002004,84,20260601,51000,4250.0,0.0,G5,50K-65K,4,GBP
2005,PAY002005,85,20240101,57500,4791.67,0.0,G5,50K-65K,4,GBP
2006,PAY002006,85,20240201,57500,4791.67,0.0,G5,50K-65K,4,GBP
2007,PAY002007,85,20240301,57500,4791.67,0.0,G5,50K-65K,4,GBP
2008,PAY002008,85,20240401,57500,4791.67,2974.44,G5,50K-65K,4,GBP
2009,PAY002009,85,20240501,57500,4791.67,0.0,G5,50K-65K,4,GBP
2010,PAY002010,85,20240601,57500,4791.67,0.0,G5,50K-65K,4,GBP
2011,PAY002011,85,20240701,57500,4791.67,0.0,G5,50K-65K,4,GBP
2012,PAY002012,85,20240801,57500,4791.67,0.0,G5,50K-65K,4,GBP
2013,PAY002013,85,20240901,57500,4791.67,0.0,G5,50K-65K,4,GBP
2014,PAY002014,85,20241001,57500,4791.67,0.0,G5,50K-65K,4,GBP
2015,PAY002015,85,20241101,57500,4791.67,0.0,G5,50K-65K,4,GBP
2016,PAY002016,85,20241201,57500,4791.67,0.0,G5,50K-65K,4,GBP
2017,PAY002017,85,20250101,57500,4791.67,0.0,G5,50K-65K,4,GBP
2018,PAY002018,85,20250201,57500,4791.67,0.0,G5,50K-65K,4,GBP
2019,PAY002019,85,20250301,57500,4791.67,0.0,G5,50K-65K,4,GBP
2020,PAY002020,85,20250401,57500,4791.67,3248.43,G5,50K-65K,4,GBP
2021,PAY002021,85,20250501,57500,4791.67,0.0,G5,50K-65K,4,GBP
2022,PAY002022,85,20250601,57500,4791.67,0.0,G5,50K-65K,4,GBP
2023,PAY002023,85,20250701,57500,4791.67,0.0,G5,50K-65K,4,GBP
2024,PAY002024,85,20250801,57500,4791.67,0.0,G5,50K-65K,4,GBP
2025,PAY002025,85,20250901,57500,4791.67,0.0,G5,50K-65K,4,GBP
2026,PAY002026,85,20251001,57500,4791.67,1667.72,G5,50K-65K,4,GBP
2027,PAY002027,85,20251101,57500,4791.67,0.0,G5,50K-65K,4,GBP
2028,PAY002028,85,20251201,57500,4791.67,612.25,G5,50K-65K,4,GBP
2029,PAY002029,85,20260101,57500,4791.67,0.0,G5,50K-65K,4,GBP
2030,PAY002030,85,20260201,57500,4791.67,0.0,G5,50K-65K,4,GBP
2031,PAY002031,85,20260301,57500,4791.67,0.0,G5,50K-65K,4,GBP
2032,PAY002032,85,20260401,57500,4791.67,0.0,G5,50K-65K,4,GBP
2033,PAY002033,85,20260501,57500,4791.67,0.0,G5,50K-65K,4,GBP
2034,PAY002034,85,20260601,57500,4791.67,0.0,G5,50K-65K,4,GBP
2035,PAY002035,86,20240101,59000,4916.67,0.0,G5,50K-65K,4,GBP
2036,PAY002036,86,20240201,59000,4916.67,0.0,G5,50K-65K,4,GBP
2037,PAY002037,86,20240301,59000,4916.67,1818.73,G5,50K-65K,4,GBP
2038,PAY002038,86,20240401,59000,4916.67,2937.06,G5,50K-65K,4,GBP
2039,PAY002039,86,20240501,59000,4916.67,955.1,G5,50K-65K,4,GBP
2040,PAY002040,86,20240601,59000,4916.67,0.0,G5,50K-65K,4,GBP
2041,PAY002041,86,20240701,59000,4916.67,0.0,G5,50K-65K,4,GBP
2042,PAY002042,86,20240801,59000,4916.67,0.0,G5,50K-65K,4,GBP
2043,PAY002043,86,20240901,59000,4916.67,0.0,G5,50K-65K,4,GBP
2044,PAY002044,86,20241001,59000,4916.67,0.0,G5,50K-65K,4,GBP
2045,PAY002045,86,20241101,59000,4916.67,2124.38,G5,50K-65K,4,GBP
2046,PAY002046,86,20241201,59000,4916.67,0.0,G5,50K-65K,4,GBP
2047,PAY002047,86,20250101,59000,4916.67,2318.5,G5,50K-65K,4,GBP
2048,PAY002048,86,20250201,59000,4916.67,0.0,G5,50K-65K,4,GBP
2049,PAY002049,86,20250301,59000,4916.67,0.0,G5,50K-65K,4,GBP
2050,PAY002050,86,20250401,59000,4916.67,0.0,G5,50K-65K,4,GBP
2051,PAY002051,86,20250501,59000,4916.67,0.0,G5,50K-65K,4,GBP
2052,PAY002052,86,20250601,59000,4916.67,0.0,G5,50K-65K,4,GBP
2053,PAY002053,86,20250701,59000,4916.67,0.0,G5,50K-65K,4,GBP
2054,PAY002054,86,20250801,59000,4916.67,0.0,G5,50K-65K,4,GBP
2055,PAY002055,86,20250901,59000,4916.67,0.0,G5,50K-65K,4,GBP
2056,PAY002056,86,20251001,59000,4916.67,0.0,G5,50K-65K,4,GBP
2057,PAY002057,86,20251101,59000,4916.67,0.0,G5,50K-65K,4,GBP
2058,PAY002058,86,20251201,59000,4916.67,0.0,G5,50K-65K,4,GBP
2059,PAY002059,86,20260101,59000,4916.67,2609.69,G5,50K-65K,4,GBP
2060,PAY002060,86,20260201,59000,4916.67,0.0,G5,50K-65K,4,GBP
2061,PAY002061,86,20260301,59000,4916.67,0.0,G5,50K-65K,4,GBP
2062,PAY002062,86,20260401,59000,4916.67,0.0,G5,50K-65K,4,GBP
2063,PAY002063,86,20260501,59000,4916.67,0.0,G5,50K-65K,4,GBP
2064,PAY002064,86,20260601,59000,4916.67,0.0,G5,50K-65K,4,GBP
2065,PAY002065,87,20241101,46000,3833.33,0.0,G4,40K-50K,3,GBP
2066,PAY002066,87,20241201,46000,3833.33,0.0,G4,40K-50K,3,GBP
2067,PAY002067,87,20250101,46000,3833.33,0.0,G4,40K-50K,3,GBP
2068,PAY002068,87,20250201,46000,3833.33,0.0,G4,40K-50K,3,GBP
2069,PAY002069,87,20250301,46000,3833.33,0.0,G4,40K-50K,3,GBP
2070,PAY002070,87,20250401,46000,3833.33,897.45,G4,40K-50K,3,GBP
2071,PAY002071,87,20250501,46000,3833.33,1333.27,G4,40K-50K,3,GBP
2072,PAY002072,87,20250601,46000,3833.33,0.0,G4,40K-50K,3,GBP
2073,PAY002073,87,20250701,46000,3833.33,0.0,G4,40K-50K,3,GBP
2074,PAY002074,87,20250801,46000,3833.33,0.0,G4,40K-50K,3,GBP
2075,PAY002075,87,20250901,46000,3833.33,0.0,G4,40K-50K,3,GBP
2076,PAY002076,87,20251001,46000,3833.33,0.0,G4,40K-50K,3,GBP
2077,PAY002077,87,20251101,46000,3833.33,0.0,G4,40K-50K,3,GBP
2078,PAY002078,87,20251201,46000,3833.33,0.0,G4,40K-50K,3,GBP
2079,PAY002079,87,20260101,46000,3833.33,0.0,G4,40K-50K,3,GBP
2080,PAY002080,87,20260201,46000,3833.33,1976.23,G4,40K-50K,3,GBP
2081,PAY002081,87,20260301,46000,3833.33,0.0,G4,40K-50K,3,GBP
2082,PAY002082,87,20260401,46000,3833.33,1334.41,G4,40K-50K,3,GBP
2083,PAY002083,87,20260501,46000,3833.33,0.0,G4,40K-50K,3,GBP
2084,PAY002084,87,20260601,46000,3833.33,0.0,G4,40K-50K,3,GBP
2085,PAY002085,88,20240101,56500,4708.33,0.0,G5,50K-65K,4,GBP
2086,PAY002086,88,20240201,56500,4708.33,0.0,G5,50K-65K,4,GBP
2087,PAY002087,88,20240301,56500,4708.33,0.0,G5,50K-65K,4,GBP
2088,PAY002088,88,20240401,56500,4708.33,0.0,G5,50K-65K,4,GBP
2089,PAY002089,88,20240501,56500,4708.33,0.0,G5,50K-65K,4,GBP
2090,PAY002090,88,20240601,56500,4708.33,3335.46,G5,50K-65K,4,GBP
2091,PAY002091,88,20240701,56500,4708.33,0.0,G5,50K-65K,4,GBP
2092,PAY002092,88,20240801,56500,4708.33,0.0,G5,50K-65K,4,GBP
2093,PAY002093,88,20240901,56500,4708.33,0.0,G5,50K-65K,4,GBP
2094,PAY002094,88,20241001,56500,4708.33,2659.25,G5,50K-65K,4,GBP
2095,PAY002095,88,20241101,56500,4708.33,0.0,G5,50K-65K,4,GBP
2096,PAY002096,88,20241201,56500,4708.33,0.0,G5,50K-65K,4,GBP
2097,PAY002097,88,20250101,56500,4708.33,0.0,G5,50K-65K,4,GBP
2098,PAY002098,88,20250201,56500,4708.33,0.0,G5,50K-65K,4,GBP
2099,PAY002099,88,20250301,56500,4708.33,0.0,G5,50K-65K,4,GBP
2100,PAY002100,88,20250401,56500,4708.33,0.0,G5,50K-65K,4,GBP
2101,PAY002101,88,20250501,56500,4708.33,0.0,G5,50K-65K,4,GBP
2102,PAY002102,88,20250601,56500,4708.33,0.0,G5,50K-65K,4,GBP
2103,PAY002103,88,20250701,56500,4708.33,0.0,G5,50K-65K,4,GBP
2104,PAY002104,88,20250801,56500,4708.33,0.0,G5,50K-65K,4,GBP
2105,PAY002105,88,20250901,56500,4708.33,0.0,G5,50K-65K,4,GBP
2106,PAY002106,88,20251001,56500,4708.33,0.0,G5,50K-65K,4,GBP
2107,PAY002107,88,20251101,56500,4708.33,0.0,G5,50K-65K,4,GBP
2108,PAY002108,88,20251201,56500,4708.33,0.0,G5,50K-65K,4,GBP
2109,PAY002109,88,20260101,56500,4708.33,0.0,G5,50K-65K,4,GBP
2110,PAY002110,88,20260201,56500,4708.33,0.0,G5,50K-65K,4,GBP
2111,PAY002111,88,20260301,56500,4708.33,0.0,G5,50K-65K,4,GBP
2112,PAY002112,88,20260401,56500,4708.33,0.0,G5,50K-65K,4,GBP
2113,PAY002113,88,20260501,56500,4708.33,0.0,G5,50K-65K,4,GBP
2114,PAY002114,88,20260601,56500,4708.33,0.0,G5,50K-65K,4,GBP
2115,PAY002115,89,20240101,49000,4083.33,0.0,G5,40K-50K,3,GBP
2116,PAY002116,89,20240201,49000,4083.33,0.0,G5,40K-50K,3,GBP
2117,PAY002117,89,20240301,49000,4083.33,0.0,G5,40K-50K,3,GBP
2118,PAY002118,89,20240401,49000,4083.33,0.0,G5,40K-50K,3,GBP
2119,PAY002119,89,20240501,49000,4083.33,1624.11,G5,40K-50K,3,GBP
2120,PAY002120,89,20240601,49000,4083.33,0.0,G5,40K-50K,3,GBP
2121,PAY002121,89,20240701,49000,4083.33,0.0,G5,40K-50K,3,GBP
2122,PAY002122,89,20240801,49000,4083.33,0.0,G5,40K-50K,3,GBP
2123,PAY002123,89,20240901,49000,4083.33,0.0,G5,40K-50K,3,GBP
2124,PAY002124,89,20241001,49000,4083.33,0.0,G5,40K-50K,3,GBP
2125,PAY002125,89,20241101,49000,4083.33,0.0,G5,40K-50K,3,GBP
2126,PAY002126,89,20241201,49000,4083.33,1853.18,G5,40K-50K,3,GBP
2127,PAY002127,89,20250101,49000,4083.33,0.0,G5,40K-50K,3,GBP
2128,PAY002128,89,20250201,49000,4083.33,0.0,G5,40K-50K,3,GBP
2129,PAY002129,89,20250301,49000,4083.33,0.0,G5,40K-50K,3,GBP
2130,PAY002130,89,20250401,49000,4083.33,0.0,G5,40K-50K,3,GBP
2131,PAY002131,89,20250501,49000,4083.33,0.0,G5,40K-50K,3,GBP
2132,PAY002132,89,20250601,49000,4083.33,0.0,G5,40K-50K,3,GBP
2133,PAY002133,89,20250701,49000,4083.33,0.0,G5,40K-50K,3,GBP
2134,PAY002134,89,20250801,49000,4083.33,2740.67,G5,40K-50K,3,GBP
2135,PAY002135,89,20250901,49000,4083.33,0.0,G5,40K-50K,3,GBP
2136,PAY002136,89,20251001,49000,4083.33,0.0,G5,40K-50K,3,GBP
2137,PAY002137,89,20251101,49000,4083.33,2059.16,G5,40K-50K,3,GBP
2138,PAY002138,89,20251201,49000,4083.33,0.0,G5,40K-50K,3,GBP
2139,PAY002139,89,20260101,49000,4083.33,0.0,G5,40K-50K,3,GBP
2140,PAY002140,89,20260201,49000,4083.33,0.0,G5,40K-50K,3,GBP
2141,PAY002141,89,20260301,49000,4083.33,1600.56,G5,40K-50K,3,GBP
2142,PAY002142,89,20260401,49000,4083.33,0.0,G5,40K-50K,3,GBP
2143,PAY002143,89,20260501,49000,4083.33,0.0,G5,40K-50K,3,GBP
2144,PAY002144,89,20260601,49000,4083.33,0.0,G5,40K-50K,3,GBP
2145,PAY002145,90,20240101,39500,3291.67,0.0,G4,30K-40K,2,GBP
2146,PAY002146,90,20240201,39500,3291.67,0.0,G4,30K-40K,2,GBP
2147,PAY002147,90,20240301,39500,3291.67,0.0,G4,30K-40K,2,GBP
2148,PAY002148,90,20240401,39500,3291.67,0.0,G4,30K-40K,2,GBP
2149,PAY002149,90,20240501,39500,3291.67,0.0,G4,30K-40K,2,GBP
2150,PAY002150,90,20240601,39500,3291.67,0.0,G4,30K-40K,2,GBP
2151,PAY002151,90,20240701,39500,3291.67,0.0,G4,30K-40K,2,GBP
2152,PAY002152,90,20240801,39500,3291.67,0.0,G4,30K-40K,2,GBP
2153,PAY002153,90,20240901,39500,3291.67,0.0,G4,30K-40K,2,GBP
2154,PAY002154,90,20241001,39500,3291.67,0.0,G4,30K-40K,2,GBP
2155,PAY002155,90,20241101,39500,3291.67,0.0,G4,30K-40K,2,GBP
2156,PAY002156,90,20241201,39500,3291.67,2449.82,G4,30K-40K,2,GBP
2157,PAY002157,90,20250101,39500,3291.67,0.0,G4,30K-40K,2,GBP
2158,PAY002158,90,20250201,39500,3291.67,2221.41,G4,30K-40K,2,GBP
2159,PAY002159,90,20250301,39500,3291.67,0.0,G4,30K-40K,2,GBP
2160,PAY002160,90,20250401,39500,3291.67,0.0,G4,30K-40K,2,GBP
2161,PAY002161,90,20250501,39500,3291.67,2124.87,G4,30K-40K,2,GBP
2162,PAY002162,90,20250601,39500,3291.67,3260.83,G4,30K-40K,2,GBP
2163,PAY002163,90,20250701,39500,3291.67,0.0,G4,30K-40K,2,GBP
2164,PAY002164,90,20250801,39500,3291.67,0.0,G4,30K-40K,2,GBP
2165,PAY002165,90,20250901,39500,3291.67,565.95,G4,30K-40K,2,GBP
2166,PAY002166,90,20251001,39500,3291.67,0.0,G4,30K-40K,2,GBP
2167,PAY002167,90,20251101,39500,3291.67,0.0,G4,30K-40K,2,GBP
2168,PAY002168,90,20251201,39500,3291.67,0.0,G4,30K-40K,2,GBP
2169,PAY002169,90,20260101,39500,3291.67,0.0,G4,30K-40K,2,GBP
2170,PAY002170,90,20260201,39500,3291.67,0.0,G4,30K-40K,2,GBP
2171,PAY002171,90,20260301,39500,3291.67,2147.06,G4,30K-40K,2,GBP
2172,PAY002172,90,20260401,39500,3291.67,0.0,G4,30K-40K,2,GBP
2173,PAY002173,90,20260501,39500,3291.67,0.0,G4,30K-40K,2,GBP
2174,PAY002174,90,20260601,39500,3291.67,0.0,G4,30K-40K,2,GBP
2175,PAY002175,91,20240101,95500,7958.33,0.0,G6,80K-100K,6,GBP
2176,PAY002176,91,20240201,95500,7958.33,0.0,G6,80K-100K,6,GBP
2177,PAY002177,91,20240301,95500,7958.33,1682.75,G6,80K-100K,6,GBP
2178,PAY002178,91,20240401,95500,7958.33,0.0,G6,80K-100K,6,GBP
2179,PAY002179,91,20240501,95500,7958.33,0.0,G6,80K-100K,6,GBP
2180,PAY002180,91,20240601,95500,7958.33,0.0,G6,80K-100K,6,GBP
2181,PAY002181,91,20240701,95500,7958.33,0.0,G6,80K-100K,6,GBP
2182,PAY002182,91,20240801,95500,7958.33,0.0,G6,80K-100K,6,GBP
2183,PAY002183,91,20240901,95500,7958.33,0.0,G6,80K-100K,6,GBP
2184,PAY002184,91,20241001,95500,7958.33,0.0,G6,80K-100K,6,GBP
2185,PAY002185,91,20241101,95500,7958.33,0.0,G6,80K-100K,6,GBP
2186,PAY002186,91,20241201,95500,7958.33,0.0,G6,80K-100K,6,GBP
2187,PAY002187,91,20250101,95500,7958.33,0.0,G6,80K-100K,6,GBP
2188,PAY002188,91,20250201,95500,7958.33,462.09,G6,80K-100K,6,GBP
2189,PAY002189,91,20250301,95500,7958.33,0.0,G6,80K-100K,6,GBP
2190,PAY002190,91,20250401,95500,7958.33,0.0,G6,80K-100K,6,GBP
2191,PAY002191,91,20250501,95500,7958.33,0.0,G6,80K-100K,6,GBP
2192,PAY002192,91,20250601,95500,7958.33,794.92,G6,80K-100K,6,GBP
2193,PAY002193,91,20250701,95500,7958.33,0.0,G6,80K-100K,6,GBP
2194,PAY002194,91,20250801,95500,7958.33,0.0,G6,80K-100K,6,GBP
2195,PAY002195,91,20250901,95500,7958.33,0.0,G6,80K-100K,6,GBP
2196,PAY002196,91,20251001,95500,7958.33,2192.11,G6,80K-100K,6,GBP
2197,PAY002197,91,20251101,95500,7958.33,0.0,G6,80K-100K,6,GBP
2198,PAY002198,91,20251201,95500,7958.33,0.0,G6,80K-100K,6,GBP
2199,PAY002199,91,20260101,95500,7958.33,0.0,G6,80K-100K,6,GBP
2200,PAY002200,91,20260201,95500,7958.33,0.0,G6,80K-100K,6,GBP
2201,PAY002201,91,20260301,95500,7958.33,0.0,G6,80K-100K,6,GBP
2202,PAY002202,91,20260401,95500,7958.33,0.0,G6,80K-100K,6,GBP
2203,PAY002203,91,20260501,95500,7958.33,0.0,G6,80K-100K,6,GBP
2204,PAY002204,91,20260601,95500,7958.33,0.0,G6,80K-100K,6,GBP
2205,PAY002205,92,20240101,45000,3750.0,0.0,G4,40K-50K,3,GBP
2206,PAY002206,92,20240201,45000,3750.0,0.0,G4,40K-50K,3,GBP
2207,PAY002207,92,20240301,45000,3750.0,0.0,G4,40K-50K,3,GBP
2208,PAY002208,92,20240401,45000,3750.0,0.0,G4,40K-50K,3,GBP
2209,PAY002209,92,20240501,45000,3750.0,0.0,G4,40K-50K,3,GBP
2210,PAY002210,92,20240601,45000,3750.0,0.0,G4,40K-50K,3,GBP
2211,PAY002211,92,20240701,45000,3750.0,0.0,G4,40K-50K,3,GBP
2212,PAY002212,92,20240801,45000,3750.0,0.0,G4,40K-50K,3,GBP
2213,PAY002213,92,20240901,45000,3750.0,2012.71,G4,40K-50K,3,GBP
2214,PAY002214,92,20241001,45000,3750.0,0.0,G4,40K-50K,3,GBP
2215,PAY002215,92,20241101,45000,3750.0,0.0,G4,40K-50K,3,GBP
2216,PAY002216,92,20241201,45000,3750.0,0.0,G4,40K-50K,3,GBP
2217,PAY002217,92,20250101,45000,3750.0,0.0,G4,40K-50K,3,GBP
2218,PAY002218,92,20250201,45000,3750.0,0.0,G4,40K-50K,3,GBP
2219,PAY002219,92,20250301,45000,3750.0,0.0,G4,40K-50K,3,GBP
2220,PAY002220,92,20250401,45000,3750.0,0.0,G4,40K-50K,3,GBP
2221,PAY002221,92,20250501,45000,3750.0,0.0,G4,40K-50K,3,GBP
2222,PAY002222,92,20250601,45000,3750.0,0.0,G4,40K-50K,3,GBP
2223,PAY002223,92,20250701,45000,3750.0,0.0,G4,40K-50K,3,GBP
2224,PAY002224,92,20250801,45000,3750.0,0.0,G4,40K-50K,3,GBP
2225,PAY002225,92,20250901,45000,3750.0,2735.08,G4,40K-50K,3,GBP
2226,PAY002226,92,20251001,45000,3750.0,0.0,G4,40K-50K,3,GBP
