recruitment_key,candidate_id,requisition_id,department_key,job_role_key,location_key,application_date_key,interview_date_key,offer_date_key,hire_date_key,recruitment_source,status,hired_employee_key,time_to_hire_days
325,CAND000475,REQ9664,2,25,4,20250125,20250207,,,LinkedIn,Interviewed,,
326,CAND000024,REQ7842,3,31,2,20250127,20250216,20250219,20250325,LinkedIn,Hired,93,57
327,CAND000333,REQ9639,4,40,1,20250128,,,,LinkedIn,Applied,,
328,CAND000661,REQ9520,6,7,1,20250129,,,,Agency,Rejected,,
329,CAND000508,REQ7342,6,3,3,20250130,20250220,20250224,,Agency,Offered,,
330,CAND000062,REQ7246,8,4,1,20250131,20250212,20250220,20250221,Job Board,Hired,259,21
331,CAND000003,REQ8022,3,33,4,20250201,20250210,20250215,20250301,Job Board,Hired,15,28
332,CAND000356,REQ8267,7,27,6,20250202,,,,Campus,Rejected,,
333,CAND000584,REQ7121,3,32,6,20250202,20250207,20250214,,Job Board,Offered,,
334,CAND000006,REQ5338,7,26,1,20250203,20250222,20250301,20250401,Company Website,Hired,24,57
335,CAND000590,REQ1975,2,25,4,20250203,,,,Referral,Applied,,
336,CAND000606,REQ2810,1,19,6,20250203,20250225,,,Job Board,Interviewed,,
337,CAND000651,REQ7598,8,8,4,20250204,20250215,20250225,,Agency,Offered,,
338,CAND000207,REQ8208,7,29,4,20250205,,,,Job Board,Applied,,
339,CAND000334,REQ8354,7,29,5,20250205,20250215,,,Agency,Interviewed,,
340,CAND000695,REQ7507,1,17,2,20250205,,,,LinkedIn,Rejected,,
341,CAND000199,REQ3390,5,13,2,20250206,20250222,,,Job Board,Interviewed,,
342,CAND000465,REQ4189,6,3,1,20250206,,,,Company Website,Applied,,
343,CAND000350,REQ1180,8,6,1,20250210,,,,Referral,Applied,,
344,CAND000113,REQ7124,4,39,5,20250211,20250226,20250302,20250402,LinkedIn,Hired,496,50
345,CAND000679,REQ6913,1,18,5,20250214,20250227,,,LinkedIn,Interviewed,,
346,CAND000349,REQ3579,6,10,1,20250216,20250309,,,LinkedIn,Interviewed,,
347,CAND000258,REQ3036,1,17,1,20250217,20250227,,,Job Board,Interviewed,,
348,CAND000537,REQ8799,6,7,1,20250219,20250308,,,Referral,Interviewed,,
349,CAND000021,REQ7683,1,19,1,20250222,20250303,20250314,20250420,LinkedIn,Hired,82,57
350,CAND000293,REQ6765,7,27,5,20250223,,,,LinkedIn,Rejected,,
351,CAND000614,REQ8335,2,24,5,20250223,,,,LinkedIn,Rejected,,
352,CAND000495,REQ6423,1,20,5,20250224,,,,Referral,Applied,,
353,CAND000126,REQ3188,1,19,3,20250301,20250316,20250322,20250427,Job Board,Hired,536,57
354,CAND000010,REQ9490,5,11,5,20250304,20250323,20250402,20250516,Job Board,Hired,43,73
355,CAND000641,REQ1926,4,37,5,20250305,20250318,,,Referral,Interviewed,,
356,CAND000681,REQ4361,8,8,6,20250306,20250311,,,Job Board,Interviewed,,
357,CAND000029,REQ2201,4,40,6,20250308,20250324,20250328,20250404,Job Board,Hired,105,27
358,CAND000723,REQ4502,4,39,4,20250308,,,,Agency,Rejected,,
359,CAND000198,REQ2454,2,22,2,20250309,20250328,20250405,,Job Board,Offered,,
360,CAND000544,REQ1282,3,34,5,20250309,,,,Job Board,Rejected,,
361,CAND000426,REQ7139,4,40,6,20250312,,,,Job Board,Rejected,,
362,CAND000203,REQ6232,8,8,3,20250314,,,,LinkedIn,Rejected,,
363,CAND000671,REQ7491,4,39,5,20250314,20250321,,,Agency,Interviewed,,
364,CAND000607,REQ6946,2,22,5,20250316,20250331,,,Job Board,Interviewed,,
365,CAND000211,REQ7414,5,13,4,20250317,20250404,,,Job Board,Interviewed,,
366,CAND000412,REQ1722,2,24,4,20250318,,,,LinkedIn,Rejected,,
367,CAND000280,REQ1868,8,8,6,20250320,,,,LinkedIn,Rejected,,
368,CAND000666,REQ5469,6,10,2,20250320,20250408,,,Company Website,Interviewed,,
369,CAND000291,REQ8743,8,8,6,20250321,20250414,,,Job Board,Interviewed,,
370,CAND000673,REQ7470,8,9,4,20250322,20250405,,,Agency,Interviewed,,
371,CAND000120,REQ5729,4,40,4,20250324,20250402,20250415,20250513,Job Board,Hired,523,50
372,CAND000243,REQ1548,8,9,2,20250324,,,,LinkedIn,Rejected,,
373,CAND000193,REQ5679,8,8,1,20250325,20250331,20250410,,Agency,Offered,,
374,CAND000150,REQ1618,4,37,5,20250326,20250416,,,Job Board,Interviewed,,
375,CAND000677,REQ7550,7,26,1,20250326,20250331,,,Agency,Interviewed,,
376,CAND000730,REQ1467,6,3,1,20250326,,,,Job Board,Applied,,
377,CAND000496,REQ2867,8,6,1,20250327,,,,LinkedIn,Applied,,
378,CAND000231,REQ8575,1,20,3,20250328,20250406,,,Job Board,Interviewed,,
379,CAND000268,REQ8916,5,13,5,20250328,,,,Referral,Rejected,,
380,CAND000365,REQ7435,3,33,4,20250330,,,,Referral,Rejected,,
381,CAND000526,REQ7394,1,19,5,20250330,,,,Company Website,Rejected,,
382,CAND000689,REQ2009,7,27,5,20250401,20250424,,,LinkedIn,Interviewed,,
383,CAND000001,REQ4783,3,33,3,20250405,20250424,20250503,20250502,Campus,Hired,10,27
384,CAND000464,REQ3695,8,4,6,20250406,,,,Referral,Rejected,,
385,CAND000387,REQ4372,7,27,5,20250407,,,,Job Board,Rejected,,
386,CAND000117,REQ8504,6,7,1,20250410,20250417,20250422,20250505,LinkedIn,Hired,508,25
387,CAND000053,REQ7915,1,20,3,20250411,20250427,20250501,20250611,LinkedIn,Hired,210,61
388,CAND000493,REQ6090,2,25,1,20250412,,,,Job Board,Rejected,,
389,CAND000576,REQ6561,7,29,6,20250414,,,,LinkedIn,Applied,,
390,CAND000324,REQ1706,5,14,6,20250415,,,,Agency,Rejected,,
391,CAND000510,REQ9238,8,2,5,20250415,20250505,,,Job Board,Interviewed,,
392,CAND000339,REQ1299,8,9,3,20250416,,,,LinkedIn,Applied,,
393,CAND000089,REQ6873,8,8,5,20250419,20250430,20250512,20250701,LinkedIn,Hired,411,73
394,CAND000084,REQ2557,6,3,2,20250424,20250508,20250517,20250531,Job Board,Hired,382,37
395,CAND000306,REQ6520,4,40,5,20250425,,,,LinkedIn,Rejected,,
396,CAND000579,REQ7939,8,4,6,20250426,,,,Job Board,Rejected,,
397,CAND000137,REQ4250,4,38,1,20250427,20250506,20250514,20250708,Job Board,Hired,571,72
398,CAND000210,REQ4244,1,20,2,20250427,,,,Company Website,Applied,,
399,CAND000690,REQ4920,1,18,6,20250428,20250511,,,Job Board,Interviewed,,
400,CAND000388,REQ8108,2,25,5,20250501,,,,LinkedIn,Rejected,,
401,CAND000653,REQ5000,4,40,4,20250504,,,,Agency,Applied,,
402,CAND000704,REQ4246,4,40,2,20250504,20250509,20250515,,Job Board,Offered,,
403,CAND000011,REQ9613,4,37,5,20250507,20250524,20250529,20250530,Job Board,Hired,48,23
404,CAND000683,REQ1519,7,30,4,20250511,,,,Referral,Applied,,
405,CAND000025,REQ6103,4,39,1,20250512,20250522,20250602,20250614,Agency,Hired,97,33
406,CAND000022,REQ3253,1,20,5,20250515,20250521,20250602,20250709,LinkedIn,Hired,84,55
407,CAND000741,REQ2463,7,27,6,20250519,,,,LinkedIn,Rejected,,
408,CAND000054,REQ7224,2,24,5,20250522,20250610,20250613,20250628,Agency,Hired,212,37
409,CAND000244,REQ5860,1,20,6,20250522,,,,Referral,Rejected,,
410,CAND000159,REQ3763,8,8,1,20250524,,,,Job Board,Rejected,,
411,CAND000535,REQ4001,3,31,6,20250524,20250601,,,Referral,Interviewed,,
412,CAND000220,REQ2448,5,15,4,20250525,20250604,,,Company Website,Interviewed,,
413,CAND000114,REQ6999,8,8,4,20250526,20250610,20250615,20250709,Campus,Hired,500,44
414,CAND000249,REQ1430,1,18,5,20250528,,,,Job Board,Rejected,,
415,CAND000410,REQ6890,7,29,3,20250528,,,,LinkedIn,Rejected,,
416,CAND000008,REQ3765,1,19,6,20250529,20250610,20250615,20250723,Job Board,Hired,31,55
417,CAND000265,REQ1238,1,19,5,20250529,,,,LinkedIn,Applied,,
418,CAND000149,REQ1592,7,29,4,20250530,,,,Job Board,Rejected,,
419,CAND000511,REQ2721,6,5,1,20250531,20250617,,,LinkedIn,Interviewed,,
420,CAND000276,REQ7885,1,20,3,20250601,20250615,,,LinkedIn,Interviewed,,
421,CAND000647,REQ7033,7,27,6,20250601,20250614,20250625,,Referral,Offered,,
422,CAND000628,REQ8317,3,33,5,20250606,,,,LinkedIn,Applied,,
423,CAND000239,REQ3433,8,4,1,20250608,,,,Referral,Rejected,,
424,CAND000352,REQ7039,7,30,5,20250609,20250620,,,LinkedIn,Interviewed,,
425,CAND000658,REQ5108,1,17,5,20250610,,,,LinkedIn,Rejected,,
426,CAND000402,REQ3111,4,40,2,20250613,,,,Job Board,Applied,,
427,CAND000558,REQ5379,4,39,5,20250613,,,,Job Board,Applied,,
428,CAND000708,REQ5651,8,8,1,20250615,20250626,,,Job Board,Interviewed,,
429,CAND000319,REQ2195,2,22,5,20250616,,,,Company Website,Rejected,,
430,CAND000290,REQ2252,7,29,6,20250619,,,,LinkedIn,Rejected,,
431,CAND000364,REQ1977,2,24,6,20250621,20250709,,,Agency,Interviewed,,
432,CAND000468,REQ5132,4,39,1,20250622,20250715,,,LinkedIn,Interviewed,,
433,CAND000672,REQ6671,4,37,1,20250622,,,,LinkedIn,Rejected,,
434,CAND000616,REQ7207,1,20,1,20250623,,,,Job Board,Rejected,,
435,CAND000595,REQ5738,8,4,6,20250624,,,,LinkedIn,Rejected,,
436,CAND000403,REQ9694,1,19,6,20250626,,,,Referral,Rejected,,
437,CAND000516,REQ4613,4,38,6,20250626,20250719,20250723,,Campus,Offered,,
438,CAND000294,REQ7265,6,5,1,20250627,,,,Agency,Rejected,,
439,CAND000132,REQ9592,2,24,4,20250628,20250714,20250717,20250819,Job Board,Hired,549,52
440,CAND000124,REQ7566,8,8,4,20250629,20250716,20250723,20250906,LinkedIn,Hired,534,69
441,CAND000331,REQ7654,6,7,2,20250629,20250713,,,Job Board,Interviewed,,
442,CAND000604,REQ9637,7,29,1,20250629,,,,LinkedIn,Applied,,
443,CAND000046,REQ3069,8,4,4,20250630,20250706,20250717,20250825,Referral,Hired,177,56
444,CAND000038,REQ3885,1,20,3,20250701,20250708,20250716,20250910,Referral,Hired,137,71
445,CAND000284,REQ9512,8,9,6,20250701,20250719,20250728,,Job Board,Offered,,
446,CAND000213,REQ2194,8,4,5,20250702,20250722,,,Agency,Interviewed,,
447,CAND000393,REQ7936,6,3,5,20250702,20250710,,,Referral,Interviewed,,
448,CAND000272,REQ5694,1,17,1,20250703,,,,Referral,Rejected,,
449,CAND000379,REQ7938,1,19,1,20250703,,,,Job Board,Applied,,
450,CAND000065,REQ5814,8,8,1,20250704,20250723,20250802,20250725,Referral,Hired,277,21
451,CAND000222,REQ9844,8,8,3,20250705,,,,Job Board,Rejected,,
452,CAND000030,REQ9274,3,34,4,20250708,20250721,20250731,20250901,Referral,Hired,107,55
453,CAND000033,REQ4940,6,5,6,20250708,20250727,20250807,20250903,Agency,Hired,116,57
454,CAND000195,REQ7884,7,29,6,20250708,,,,Agency,Applied,,
455,CAND000353,REQ4117,3,32,5,20250708,,,,Job Board,Rejected,,
456,CAND000372,REQ5418,8,8,5,20250708,20250714,20250720,,Job Board,Offered,,
457,CAND000462,REQ1696,1,19,3,20250708,20250718,,,LinkedIn,Interviewed,,
458,CAND000234,REQ1872,6,3,3,20250712,,,,LinkedIn,Rejected,,
459,CAND000330,REQ1457,3,31,5,20250713,20250803,20250807,,Referral,Offered,,
460,CAND000499,REQ8281,8,8,3,20250713,20250718,20250725,,Job Board,Offered,,
461,CAND000435,REQ3293,2,22,2,20250714,,,,LinkedIn,Applied,,
462,CAND000093,REQ5465,8,4,3,20250720,20250809,20250822,20250819,Referral,Hired,429,30
463,CAND000181,REQ5194,7,30,6,20250720,,,,Job Board,Rejected,,
464,CAND000600,REQ7450,6,10,6,20250720,,,,Job Board,Rejected,,
465,CAND000722,REQ2142,2,24,5,20250721,20250808,,,Company Website,Interviewed,,
466,CAND000218,REQ5093,6,10,5,20250723,,,,LinkedIn,Rejected,,
467,CAND000413,REQ2276,4,39,4,20250723,,,,Agency,Rejected,,
468,CAND000425,REQ1714,3,31,5,20250724,,,,LinkedIn,Applied,,
469,CAND000070,REQ3990,2,23,2,20250725,20250806,20250809,20250814,LinkedIn,Hired,314,20
470,CAND000170,REQ7998,4,38,5,20250725,20250806,20250818,,LinkedIn,Offered,,
471,CAND000237,REQ8240,4,39,5,20250726,,,,Referral,Applied,,
472,CAND000409,REQ9770,4,37,1,20250726,,,,Campus,Rejected,,
473,CAND000521,REQ7631,3,33,4,20250727,,,,Job Board,Rejected,,
474,CAND000138,REQ2428,7,27,4,20250729,20250811,20250823,20250927,LinkedIn,Hired,574,60
475,CAND000253,REQ2662,8,9,5,20250731,,,,Company Website,Rejected,,
476,CAND000527,REQ8883,4,40,5,20250731,,,,Campus,Applied,,
477,CAND000575,REQ7028,7,27,3,20250731,,,,Company Website,Rejected,,
478,CAND000398,REQ6697,8,6,5,20250802,20250821,,,LinkedIn,Interviewed,,
479,CAND000594,REQ6842,8,4,6,20250802,20250822,,,Referral,Interviewed,,
480,CAND000202,REQ3338,2,22,2,20250803,,,,Referral,Rejected,,
481,CAND000430,REQ6777,1,19,5,20250803,,,,LinkedIn,Rejected,,
482,CAND000473,REQ5687,2,24,1,20250803,,,,Referral,Rejected,,
483,CAND000639,REQ6223,4,37,6,20250804,20250821,,,Campus,Interviewed,,
484,CAND000383,REQ3588,6,7,3,20250805,20250829,,,Agency,Interviewed,,
485,CAND000449,REQ1325,1,19,6,20250805,20250811,20250823,,LinkedIn,Offered,,
486,CAND000479,REQ6393,6,3,4,20250805,20250815,20250827,,LinkedIn,Offered,,
487,CAND000740,REQ6741,8,8,3,20250805,,,,Job Board,Applied,,
488,CAND000512,REQ9546,3,31,3,20250806,,,,Job Board,Rejected,,
489,CAND000262,REQ1025,4,39,6,20250807,,,,Company Website,Rejected,,
490,CAND000018,REQ7214,5,11,4,20250808,20250821,20250902,20250924,LinkedIn,Hired,73,47
491,CAND000688,REQ3339,8,9,5,20250808,,,,Referral,Rejected,,
492,CAND000371,REQ4028,8,9,5,20250809,,,,LinkedIn,Rejected,,
493,CAND000460,REQ1223,7,27,1,20250810,,,,LinkedIn,Applied,,
494,CAND000066,REQ5176,8,6,4,20250811,20250818,20250823,20250829,LinkedIn,Hired,279,18
495,CAND000252,REQ8731,8,9,5,20250812,,,,Agency,Rejected,,
496,CAND000446,REQ6048,1,17,6,20250812,20250826,,,Agency,Interviewed,,
497,CAND000278,REQ8467,7,29,3,20250815,,,,Campus,Rejected,,
498,CAND000620,REQ1228,8,4,5,20250816,,,,Job Board,Rejected,,
499,CAND000275,REQ3144,2,24,5,20250820,20250901,,,LinkedIn,Interviewed,,
500,CAND000715,REQ2765,8,8,5,20250820,20250825,,,Referral,Interviewed,,
501,CAND000701,REQ3443,1,19,4,20250821,,,,Referral,Rejected,,
502,CAND000451,REQ6471,4,40,1,20250824,20250913,,,Job Board,Interviewed,,
503,CAND000087,REQ3459,7,27,1,20250825,20250914,20250920,20250922,LinkedIn,Hired,399,28
504,CAND000636,REQ4188,5,13,1,20250826,20250910,,,Agency,Interviewed,,
505,CAND000532,REQ3876,8,8,6,20250828,,,,LinkedIn,Applied,,
506,CAND000720,REQ6901,8,4,6,20250828,20250903,20250910,,LinkedIn,Offered,,
507,CAND000092,REQ3043,7,28,1,20250829,20250909,20250919,20251006,Campus,Hired,420,38
508,CAND000099,REQ9018,2,25,1,20250831,20250912,20250916,20250925,Campus,Hired,449,25
509,CAND000165,REQ9126,4,39,6,20250831,20250912,,,Job Board,Interviewed,,
510,CAND000488,REQ3453,7,29,6,20250902,20250917,,,Agency,Interviewed,,
511,CAND000581,REQ1506,5,15,5,20250904,,,,LinkedIn,Applied,,
512,CAND000520,REQ4505,7,28,5,20250907,20250915,,,Job Board,Interviewed,,
513,CAND000201,REQ4826,1,19,2,20250908,20250920,,,Job Board,Interviewed,,
514,CAND000733,REQ1320,7,28,5,20250908,,,,Referral,Rejected,,
515,CAND000162,REQ7987,3,31,5,20250909,,,,Job Board,Applied,,
516,CAND000466,REQ6134,3,33,5,20250909,,,,Job Board,Rejected,,
517,CAND000531,REQ9554,7,29,5,20250910,20250917,,,LinkedIn,Interviewed,,
518,CAND000338,REQ9968,1,17,1,20250913,20251006,,,Referral,Interviewed,,
519,CAND000156,REQ5471,2,22,1,20250914,20250921,,,Campus,Interviewed,,
520,CAND000416,REQ4336,3,34,5,20250915,,,,Agency,Rejected,,
521,CAND000659,REQ4004,6,7,6,20250916,,,,LinkedIn,Rejected,,
522,CAND000123,REQ7823,3,31,1,20250917,20250929,20251012,20251106,Referral,Hired,531,50
523,CAND000655,REQ2976,7,30,1,20250917,,,,Campus,Rejected,,
524,CAND000686,REQ7683,7,28,5,20250917,,,,LinkedIn,Applied,,
525,CAND000420,REQ7012,2,24,3,20250919,,,,Agency,Applied,,
526,CAND000562,REQ4215,1,20,6,20250919,,,,LinkedIn,Rejected,,
527,CAND000036,REQ7026,3,34,3,20250920,20251007,20251015,20251009,LinkedIn,Hired,131,19
528,CAND000104,REQ3768,7,28,2,20250921,20250930,20251008,20251112,LinkedIn,Hired,460,52
529,CAND000186,REQ5910,8,8,3,20250921,,,,Job Board,Rejected,,
530,CAND000702,REQ4684,7,26,5,20250922,,,,Referral,Rejected,,
531,CAND000230,REQ7724,8,8,4,20250924,20251007,20251013,,LinkedIn,Offered,,
532,CAND000506,REQ6825,4,40,6,20250924,,,,Referral,Applied,,
533,CAND000382,REQ4606,2,22,5,20250925,20250930,,,Job Board,Interviewed,,
534,CAND000183,REQ3422,2,23,5,20250926,20251006,,,Agency,Interviewed,,
535,CAND000602,REQ7316,6,3,1,20250926,,,,Job Board,Rejected,,
536,CAND000056,REQ2227,8,8,2,20250927,20251014,20251022,20251202,Referral,Hired,222,66
537,CAND000539,REQ9748,1,19,3,20251004,,,,LinkedIn,Rejected,,
538,CAND000703,REQ5458,2,24,1,20251005,20251025,,,LinkedIn,Interviewed,,
539,CAND000017,REQ6289,4,37,5,20251006,20251023,20251103,20251102,Agency,Hired,72,27
540,CAND000311,REQ1600,6,7,4,20251006,,,,LinkedIn,Applied,,
541,CAND000664,REQ8889,4,37,4,20251007,,,,Referral,Rejected,,
542,CAND000505,REQ3843,3,31,3,20251008,20251015,,,Job Board,Interviewed,,
543,CAND000682,REQ4159,8,8,5,20251010,,,,LinkedIn,Rejected,,
544,CAND000727,REQ4314,6,3,4,20251010,,,,LinkedIn,Rejected,,
545,CAND000328,REQ3052,1,19,3,20251012,,,,LinkedIn,Applied,,
546,CAND000012,REQ9445,1,20,3,20251013,20251027,20251031,20251103,Job Board,Hired,54,21
547,CAND000700,REQ8877,8,2,3,20251014,20251027,,,LinkedIn,Interviewed,,
548,CAND000197,REQ3019,1,20,1,20251015,20251026,,,Referral,Interviewed,,
549,CAND000484,REQ1273,7,27,5,20251015,,,,LinkedIn,Applied,,
550,CAND000191,REQ8423,1,19,1,20251016,,,,LinkedIn,Applied,,
551,CAND000640,REQ5638,8,8,6,20251017,,,,Referral,Rejected,,
552,CAND000143,REQ9883,3,34,5,20251021,20251102,20251113,20251217,Agency,Hired,596,57
553,CAND000095,REQ2426,7,28,6,20251022,20251107,20251113,20251229,LinkedIn,Hired,439,68
554,CAND000209,REQ7807,1,19,5,20251023,,,,Campus,Rejected,,
555,CAND000611,REQ3453,1,19,3,20251023,,,,LinkedIn,Rejected,,
556,CAND000167,REQ8241,8,4,1,20251025,,,,LinkedIn,Rejected,,
557,CAND000134,REQ9476,2,22,4,20251028,20251104,20251110,20251206,Referral,Hired,563,39
558,CAND000187,REQ2988,7,29,5,20251029,20251106,20251111,,LinkedIn,Offered,,
559,CAND000597,REQ9993,2,23,3,20251031,20251117,,,Job Board,Interviewed,,
560,CAND000401,REQ5829,6,3,5,20251101,,,,Job Board,Rejected,,
561,CAND000309,REQ1354,7,27,5,20251102,20251126,,,Campus,Interviewed,,
562,CAND000367,REQ3572,7,27,2,20251102,,,,Referral,Rejected,,
563,CAND000547,REQ5182,7,29,6,20251102,20251114,,,Company Website,Interviewed,,
564,CAND000115,REQ3522,7,27,6,20251103,20251111,20251120,20260114,Job Board,Hired,502,72
565,CAND000052,REQ7070,7,30,6,20251104,20251124,20251205,20251221,Referral,Hired,197,47
566,CAND000076,REQ2493,7,30,4,20251104,20251121,20251128,20260108,LinkedIn,Hired,362,65
567,CAND000257,REQ2305,7,27,5,20251105,20251113,,,Campus,Interviewed,,
568,CAND000637,REQ1353,8,6,1,20251105,20251120,20251201,,LinkedIn,Offered,,
569,CAND000549,REQ5967,8,8,2,20251111,,,,Job Board,Applied,,
570,CAND000224,REQ4452,3,34,5,20251112,,,,Agency,Rejected,,
571,CAND000583,REQ8763,2,24,3,20251115,,,,Job Board,Applied,,
572,CAND000719,REQ5061,8,8,4,20251116,,,,Campus,Rejected,,
573,CAND000528,REQ2634,1,20,3,20251117,,,,Agency,Rejected,,
574,CAND000662,REQ9036,1,17,5,20251118,20251208,,,Job Board,Interviewed,,
575,CAND000447,REQ6652,4,39,6,20251119,20251211,20251216,,Job Board,Offered,,
576,CAND000215,REQ8356,6,5,1,20251121,20251201,20251208,,Job Board,Offered,,
577,CAND000144,REQ9280,5,13,1,20251124,,,,LinkedIn,Rejected,,
578,CAND000418,REQ8050,7,29,3,20251124,20251130,,,Referral,Interviewed,,
579,CAND000568,REQ4338,4,40,4,20251125,,,,Referral,Rejected,,
580,CAND000433,REQ9041,4,40,5,20251126,20251211,,,LinkedIn,Interviewed,,
581,CAND000486,REQ4364,1,18,3,20251127,,,,LinkedIn,Rejected,,
582,CAND000135,REQ7529,1,20,1,20251130,20251211,20251215,20251230,Agency,Hired,568,30
583,CAND000587,REQ1107,8,6,5,20251130,20251211,,,Agency,Interviewed,,
584,CAND000313,REQ1219,4,39,1,20251201,20251211,,,Referral,Interviewed,,
585,CAND000273,REQ5470,1,20,5,20251202,,,,Referral,Rejected,,
586,CAND000279,REQ4473,2,24,3,20251203,,,,LinkedIn,Rejected,,
587,CAND000097,REQ8956,1,17,5,20251206,20251223,20260103,20260202,Referral,Hired,445,58
588,CAND000601,REQ9150,6,3,2,20251208,20251218,,,Agency,Interviewed,,
589,CAND000116,REQ7460,7,28,3,20251209,20251223,20260104,20260107,Campus,Hired,504,29
590,CAND000613,REQ6251,1,19,2,20251210,,,,Job Board,Rejected,,
591,CAND000037,REQ8353,3,33,1,20251212,20251229,20260104,20260118,Company Website,Hired,133,37
592,CAND000130,REQ1550,6,3,6,20251212,20251231,20260107,20260201,LinkedIn,Hired,546,51
593,CAND000241,REQ2127,2,24,2,20251212,,,,LinkedIn,Rejected,,
594,CAND000292,REQ7653,1,17,6,20251214,20260102,,,Referral,Interviewed,,
595,CAND000565,REQ5568,1,19,5,20251214,,,,Job Board,Rejected,,
596,CAND000721,REQ1771,1,19,5,20251214,,,,LinkedIn,Applied,,
597,CAND000219,REQ7273,7,29,2,20251218,,,,LinkedIn,Rejected,,
598,CAND000174,REQ2795,5,14,1,20251219,,,,Job Board,Rejected,,
599,CAND000270,REQ2994,4,40,1,20251219,20251227,20260105,,Campus,Offered,,
600,CAND000009,REQ2397,2,22,4,20251222,20251227,20260109,20260214,Referral,Hired,33,54
601,CAND000345,REQ9826,1,20,6,20251223,,,,Job Board,Applied,,
602,CAND000378,REQ8956,6,3,4,20251224,20260102,,,Company Website,Interviewed,,
603,CAND000515,REQ9471,7,30,6,20251225,,,,Referral,Rejected,,
604,CAND000020,REQ6724,6,3,1,20251226,20260114,20260124,20260226,Job Board,Hired,78,62
605,CAND000470,REQ8426,4,38,2,20251226,,,,Referral,Applied,,
606,CAND000032,REQ6977,2,24,1,20251227,20260101,20260112,20260118,Agency,Hired,114,22
607,CAND000225,REQ7901,4,38,2,20251228,20260119,,,Referral,Interviewed,,
608,CAND000112,REQ1136,5,12,1,20251231,20260105,20260116,20260207,LinkedIn,Hired,491,38
609,CAND000660,REQ8242,1,19,5,20260102,20260113,,,Agency,Interviewed,,
610,CAND000026,REQ3502,1,17,1,20260104,20260125,20260205,20260313,LinkedIn,Hired,98,68
611,CAND000467,REQ6562,4,39,6,20260104,,,,Campus,Rejected,,
612,CAND000489,REQ1014,1,19,5,20260104,20260117,,,Job Board,Interviewed,,
613,CAND000552,REQ8690,1,20,4,20260105,20260117,,,Agency,Interviewed,,
614,CAND000043,REQ9353,8,4,3,20260108,20260116,20260124,20260226,LinkedIn,Hired,151,49
615,CAND000452,REQ3701,8,8,6,20260109,,,,Campus,Rejected,,
616,CAND000075,REQ5284,8,4,4,20260111,20260127,20260209,20260219,Campus,Hired,349,39
617,CAND000500,REQ3122,6,10,3,20260111,20260121,,,LinkedIn,Interviewed,,
618,CAND000146,REQ7780,2,24,6,20260112,20260120,20260126,,Referral,Offered,,
619,CAND000223,REQ5686,7,30,1,20260113,,,,Referral,Rejected,,
620,CAND000724,REQ9204,8,6,5,20260114,,,,LinkedIn,Rejected,,
621,CAND000063,REQ5570,6,3,3,20260118,20260206,20260214,20260222,Agency,Hired,263,35
622,CAND000669,REQ7612,1,19,5,20260118,20260128,,,Referral,Interviewed,,
623,CAND000217,REQ1586,3,33,5,20260119,20260203,,,Company Website,Interviewed,,
624,CAND000476,REQ1331,2,22,5,20260119,20260207,20260216,,Referral,Offered,,
625,CAND000086,REQ6805,4,36,3,20260120,20260204,20260211,20260313,LinkedIn,Hired,396,52
626,CAND000129,REQ5266,8,6,3,20260121,20260126,20260131,20260325,Job Board,Hired,544,63
627,CAND000582,REQ9526,2,25,5,20260124,20260214,,,Referral,Interviewed,,
628,CAND000090,REQ1662,5,11,1,20260125,20260209,20260217,20260310,Job Board,Hired,412,44
629,CAND000459,REQ9942,8,9,3,20260126,20260219,,,Company Website,Interviewed,,
630,CAND000530,REQ8558,6,10,5,20260128,,,,Company Website,Rejected,,
631,CAND000608,REQ6502,5,13,4,20260128,,,,Job Board,Rejected,,
632,CAND000610,REQ2659,4,37,6,20260129,,,,LinkedIn,Applied,,
633,CAND000617,REQ6573,7,27,5,20260129,20260210,,,Agency,Interviewed,,
634,CAND000580,REQ8859,2,25,4,20260130,,,,Job Board,Rejected,,
635,CAND000461,REQ5713,1,20,5,20260201,,,,LinkedIn,Rejected,,
636,CAND000242,REQ4820,1,18,5,20260202,20260213,,,LinkedIn,Interviewed,,
637,CAND000295,REQ8422,7,27,5,20260202,,,,Job Board,Applied,,
638,CAND000657,REQ8016,8,4,2,20260205,20260301,,,Job Board,Interviewed,,
639,CAND000438,REQ2042,2,24,5,20260206,20260226,,,Referral,Interviewed,,
640,CAND000482,REQ6171,4,39,1,20260206,,,,Job Board,Rejected,,
641,CAND000007,REQ6362,6,3,1,20260207,20260214,20260217,20260415,Referral,Hired,28,67
642,CAND000519,REQ5796,4,37,4,20260207,20260226,,,LinkedIn,Interviewed,,
643,CAND000711,REQ8810,6,3,2,20260213,20260219,,,Agency,Interviewed,,
644,CAND000206,REQ8160,8,2,4,20260217,20260223,20260303,,Job Board,Offered,,
645,CAND000731,REQ1659,7,28,2,20260217,,,,Job Board,Rejected,,
646,CAND000109,REQ6459,4,38,4,20260218,20260307,20260320,20260413,LinkedIn,Hired,472,54
647,CAND000175,REQ4902,8,6,3,20260218,,,,Job Board,Rejected,,
648,CAND000221,REQ4180,7,27,6,20260218,20260302,,,LinkedIn,Interviewed,,
649,CAND000706,REQ3166,8,4,5,20260219,,,,Job Board,Rejected,,
650,CAND000182,REQ2823,7,28,4,20260223,20260307,,,LinkedIn,Interviewed,,
