leave_key,leave_id,employee_key,leave_start_date_key,leave_end_date_key,leave_type,leave_days,leave_status,leave_year
446,LEV000445,87,20260428,20260630,Paternity,64,Approved,2026
447,LEV000447,88,20240916,20240923,Annual,8,Approved,2024
448,LEV000448,88,20250605,20250608,Sick,4,Approved,2025
449,LEV000450,88,20260105,20260105,Unpaid,1,Approved,2026
450,LEV000451,88,20260305,20260307,Sick,3,Approved,2026
451,LEV000449,88,20260611,20260617,Annual,7,Approved,2026
452,LEV000452,89,20240127,20240205,Annual,10,Approved,2024
453,LEV000453,89,20251007,20251009,Sick,3,Approved,2025
454,LEV000454,89,20251101,20251105,Sick,5,Approved,2025
455,LEV000456,89,20260203,20260212,Annual,10,Approved,2026
456,LEV000457,89,20260504,20260630,Maternity,58,Approved,2026
457,LEV000455,89,20260521,20260525,Sick,5,Approved,2026
458,LEV000458,90,20240203,20240212,Annual,10,Approved,2024
459,LEV000459,90,20250812,20250813,Sick,2,Approved,2025
460,LEV000460,90,20260622,20260629,Annual,8,Rejected,2026
461,LEV000462,91,20240405,20240406,Sick,2,Approved,2024
462,LEV000464,91,20240523,20240527,Unpaid,5,Rejected,2024
463,LEV000463,91,20241007,20241027,Paternity,21,Approved,2024
464,LEV000461,91,20241013,20241014,Annual,2,Approved,2024
465,LEV000467,91,20250812,20250818,Annual,7,Approved,2025
466,LEV000465,91,20250817,20250819,Annual,3,Approved,2025
467,LEV000466,91,20250818,20250818,Annual,1,Approved,2025
468,LEV000472,91,20260129,20260131,Sick,3,Approved,2026
469,LEV000470,91,20260320,20260320,Annual,1,Rejected,2026
470,LEV000468,91,20260502,20260502,Annual,1,Rejected,2026
471,LEV000469,91,20260505,20260505,Unpaid,1,Approved,2026
472,LEV000471,91,20260601,20260602,Annual,2,Approved,2026
473,LEV000473,92,20260410,20260419,Annual,10,Approved,2026
474,LEV000474,93,20250424,20250424,Other,1,Approved,2025
475,LEV000475,93,20250818,20250826,Annual,9,Approved,2025
476,LEV000476,93,20251204,20251213,Annual,10,Pending,2025
477,LEV000479,93,20260210,20260214,Annual,5,Rejected,2026
478,LEV000478,93,20260330,20260401,Annual,3,Approved,2026
479,LEV000477,93,20260618,20260618,Unpaid,1,Approved,2026
480,LEV000480,94,20241016,20241020,Annual,5,Pending,2024
481,LEV000481,94,20260424,20260428,Sick,5,Approved,2026
482,LEV000484,95,20240125,20240125,Annual,1,Approved,2024
483,LEV000482,95,20240721,20240722,Annual,2,Approved,2024
484,LEV000483,95,20240723,20240725,Sick,3,Approved,2024
485,LEV000486,95,20250212,20250213,Annual,2,Approved,2025
486,LEV000487,95,20250426,20250603,Maternity,39,Approved,2025
487,LEV000485,95,20251121,20251121,Unpaid,1,Approved,2025
488,LEV000488,95,20260205,20260208,Annual,4,Approved,2026
489,LEV000489,96,20241123,20241202,Annual,10,Approved,2024
490,LEV000491,96,20250519,20250522,Sick,4,Approved,2025
491,LEV000490,96,20250610,20250612,Annual,3,Approved,2025
492,LEV000493,96,20260119,20260125,Annual,7,Approved,2026
493,LEV000492,96,20260124,20260128,Annual,5,Approved,2026
494,LEV000495,97,20251202,20251210,Annual,9,Approved,2025
495,LEV000494,97,20251230,20251231,Sick,2,Approved,2025
496,LEV000496,97,20260610,20260619,Annual,10,Approved,2026
497,LEV000497,98,20260516,20260516,Sick,1,Approved,2026
498,LEV000498,98,20260527,20260530,Sick,4,Approved,2026
499,LEV000501,99,20240308,20240309,Annual,2,Approved,2024
500,LEV000499,99,20240916,20241011,Maternity,26,Pending,2024
501,LEV000500,99,20241102,20241103,Other,2,Approved,2024
502,LEV000504,99,20250521,20250523,Annual,3,Approved,2025
503,LEV000503,99,20251013,20251021,Annual,9,Approved,2025
504,LEV000502,99,20251025,20251028,Annual,4,Approved,2025
505,LEV000505,100,20240701,20240704,Annual,4,Approved,2024
506,LEV000507,100,20260127,20260205,Annual,10,Approved,2026
507,LEV000506,100,20260414,20260418,Sick,5,Approved,2026
508,LEV000509,101,20240127,20240131,Sick,5,Approved,2024
509,LEV000508,101,20240428,20240428,Sick,1,Approved,2024
510,LEV000510,101,20260209,20260211,Annual,3,Approved,2026
511,LEV000513,102,20250219,20250219,Other,1,Approved,2025
512,LEV000511,102,20250603,20250603,Annual,1,Approved,2025
513,LEV000512,102,20250726,20250907,Paternity,44,Approved,2025
514,LEV000514,102,20260112,20260113,Annual,2,Approved,2026
515,LEV000516,102,20260505,20260510,Annual,6,Approved,2026
516,LEV000515,102,20260617,20260621,Annual,5,Approved,2026
517,LEV000517,103,20241229,20241231,Annual,3,Approved,2024
518,LEV000518,103,20250430,20250504,Sick,5,Approved,2025
519,LEV000519,104,20240421,20240424,Annual,4,Approved,2024
520,LEV000521,104,20241109,20241113,Sick,5,Approved,2024
521,LEV000520,104,20241221,20241224,Annual,4,Approved,2024
522,LEV000523,104,20250314,20250321,Annual,8,Approved,2025
523,LEV000522,104,20251107,20251110,Sick,4,Approved,2025
524,LEV000525,104,20260103,20260109,Other,7,Approved,2026
525,LEV000526,104,20260323,20260324,Sick,2,Approved,2026
526,LEV000524,104,20260620,20260629,Annual,10,Approved,2026
527,LEV000528,105,20250602,20250605,Unpaid,4,Approved,2025
528,LEV000527,105,20251214,20251218,Annual,5,Rejected,2025
529,LEV000529,106,20241018,20241025,Annual,8,Approved,2024
530,LEV000530,106,20250217,20250222,Annual,6,Approved,2025
531,LEV000531,106,20251021,20251021,Sick,1,Approved,2025
532,LEV000534,106,20260216,20260224,Annual,9,Approved,2026
533,LEV000532,106,20260326,20260330,Sick,5,Approved,2026
534,LEV000533,106,20260517,20260517,Sick,1,Rejected,2026
535,LEV000535,107,20250905,20250907,Sick,3,Approved,2025
536,LEV000539,107,20250923,20250928,Annual,6,Approved,2025
537,LEV000538,107,20251019,20251021,Unpaid,3,Rejected,2025
538,LEV000536,107,20251118,20251126,Annual,9,Approved,2025
539,LEV000537,107,20251130,20251203,Annual,4,Approved,2025
540,LEV000541,107,20260110,20260113,Sick,4,Approved,2026
541,LEV000540,107,20260529,20260530,Annual,2,Approved,2026
542,LEV000542,108,20241130,20241202,Sick,3,Approved,2024
543,LEV000544,108,20250829,20250829,Sick,1,Approved,2025
544,LEV000543,108,20250918,20250924,Annual,7,Approved,2025
545,LEV000545,108,20251124,20251124,Annual,1,Approved,2025
546,LEV000546,108,20251223,20251225,Annual,3,Approved,2025
547,LEV000547,108,20260403,20260407,Annual,5,Approved,2026
548,LEV000548,110,20260125,20260303,Maternity,38,Rejected,2026
549,LEV000549,110,20260217,20260406,Paternity,49,Rejected,2026
550,LEV000550,110,20260314,20260316,Annual,3,Approved,2026
551,LEV000551,111,20240323,20240326,Annual,4,Approved,2024
552,LEV000552,111,20260127,20260130,Sick,4,Approved,2026
553,LEV000554,111,20260411,20260414,Annual,4,Approved,2026
554,LEV000555,111,20260524,20260601,Annual,9,Approved,2026
555,LEV000553,111,20260603,20260605,Unpaid,3,Approved,2026
556,LEV000557,112,20241209,20241216,Annual,8,Pending,2024
557,LEV000556,112,20241212,20241220,Annual,9,Approved,2024
558,LEV000558,112,20250720,20250722,Sick,3,Approved,2025
559,LEV000559,112,20251001,20251001,Annual,1,Approved,2025
560,LEV000561,112,20260301,20260303,Annual,3,Approved,2026
561,LEV000560,112,20260616,20260617,Sick,2,Approved,2026
562,LEV000563,113,20240115,20240115,Annual,1,Approved,2024
563,LEV000562,113,20240929,20241006,Annual,8,Approved,2024
564,LEV000564,113,20250308,20250312,Sick,5,Approved,2025
565,LEV000566,113,20251016,20251017,Sick,2,Approved,2025
566,LEV000565,113,20251205,20251213,Annual,9,Approved,2025
567,LEV000568,114,20260401,20260408,Annual,8,Approved,2026
568,LEV000567,114,20260408,20260410,Annual,3,Approved,2026
569,LEV000571,115,20240219,20240222,Sick,4,Approved,2024
570,LEV000572,115,20240502,20240508,Annual,7,Approved,2024
571,LEV000569,115,20240815,20240823,Annual,9,Approved,2024
572,LEV000570,115,20241018,20241020,Unpaid,3,Approved,2024
573,LEV000573,115,20241112,20241113,Sick,2,Approved,2024
574,LEV000574,115,20250302,20250308,Unpaid,7,Approved,2025
575,LEV000576,115,20250819,20250826,Annual,8,Approved,2025
576,LEV000575,115,20251022,20251022,Sick,1,Approved,2025
577,LEV000580,115,20260111,20260115,Sick,5,Pending,2026
578,LEV000578,115,20260227,20260518,Maternity,81,Approved,2026
579,LEV000579,115,20260321,20260326,Annual,6,Approved,2026
580,LEV000577,115,20260530,20260530,Annual,1,Pending,2026
581,LEV000582,116,20251025,20251026,Annual,2,Approved,2025
582,LEV000583,116,20251129,20251207,Annual,9,Approved,2025
583,LEV000581,116,20251218,20251218,Sick,1,Approved,2025
584,LEV000584,116,20260521,20260522,Sick,2,Approved,2026
585,LEV000585,117,20240212,20240212,Annual,1,Approved,2024
586,LEV000587,117,20240908,20240917,Annual,10,Approved,2024
587,LEV000586,117,20241005,20241215,Paternity,72,Approved,2024
588,LEV000588,117,20251018,20251023,Annual,6,Approved,2025
589,LEV000589,117,20251212,20251213,Sick,2,Approved,2025
590,LEV000590,117,20260117,20260118,Sick,2,Approved,2026
591,LEV000591,117,20260519,20260525,Annual,7,Approved,2026
592,LEV000593,118,20240219,20240220,Annual,2,Approved,2024
593,LEV000592,118,20240828,20240901,Annual,5,Approved,2024
594,LEV000595,118,20250210,20250212,Sick,3,Approved,2025
595,LEV000594,118,20250425,20250429,Annual,5,Approved,2025
596,LEV000596,119,20250802,20250804,Sick,3,Approved,2025
597,LEV000598,119,20260116,20260119,Other,4,Approved,2026
598,LEV000597,119,20260124,20260126,Annual,3,Approved,2026
599,LEV000599,120,20240609,20240614,Annual,6,Approved,2024
600,LEV000601,120,20250423,20250427,Sick,5,Approved,2025
601,LEV000600,120,20251216,20251219,Annual,4,Approved,2025
602,LEV000606,120,20260127,20260201,Annual,6,Approved,2026
603,LEV000605,120,20260228,20260305,Annual,6,Approved,2026
604,LEV000602,120,20260404,20260409,Annual,6,Pending,2026
605,LEV000604,120,20260608,20260617,Annual,10,Approved,2026
606,LEV000603,120,20260614,20260617,Unpaid,4,Approved,2026
607,LEV000607,120,20260630,20260630,Sick,1,Approved,2026
608,LEV000609,121,20240604,20240607,Unpaid,4,Approved,2024
609,LEV000610,121,20240829,20240901,Annual,4,Approved,2024
610,LEV000608,121,20241207,20241208,Annual,2,Approved,2024
611,LEV000611,121,20250720,20250725,Annual,6,Approved,2025
612,LEV000612,121,20260305,20260311,Annual,7,Approved,2026
613,LEV000613,121,20260321,20260326,Annual,6,Rejected,2026
614,LEV000618,122,20250323,20250326,Annual,4,Approved,2025
615,LEV000617,122,20250421,20250421,Sick,1,Approved,2025
616,LEV000616,122,20250720,20251007,Paternity,80,Approved,2025
617,LEV000615,122,20250917,20250923,Annual,7,Approved,2025
618,LEV000614,122,20251023,20251027,Annual,5,Approved,2025
619,LEV000619,122,20260610,20260613,Annual,4,Approved,2026
620,LEV000621,123,20240415,20240418,Sick,4,Approved,2024
621,LEV000620,123,20240930,20241005,Annual,6,Approved,2024
622,LEV000622,123,20250525,20250529,Annual,5,Rejected,2025
623,LEV000624,123,20260219,20260227,Annual,9,Pending,2026
624,LEV000623,123,20260224,20260228,Sick,5,Pending,2026
625,LEV000628,124,20240317,20240322,Annual,6,Approved,2024
626,LEV000625,124,20240505,20240508,Annual,4,Approved,2024
627,LEV000626,124,20240707,20240710,Annual,4,Approved,2024
628,LEV000627,124,20241018,20241020,Annual,3,Approved,2024
629,LEV000631,125,20240330,20240406,Annual,8,Approved,2024
630,LEV000629,125,20240508,20240512,Unpaid,5,Approved,2024
631,LEV000630,125,20241008,20241013,Annual,6,Approved,2024
632,LEV000632,125,20241202,20241202,Sick,1,Approved,2024
633,LEV000634,125,20250909,20250917,Annual,9,Approved,2025
634,LEV000635,125,20251208,20251209,Sick,2,Approved,2025
635,LEV000633,125,20251220,20251222,Sick,3,Approved,2025
636,LEV000636,125,20260227,20260306,Annual,8,Approved,2026
637,LEV000637,125,20260424,20260429,Annual,6,Approved,2026
638,LEV000638,126,20240725,20240729,Sick,5,Approved,2024
639,LEV000639,126,20251006,20251008,Sick,3,Approved,2025
640,LEV000640,126,20251031,20251031,Unpaid,1,Approved,2025
641,LEV000642,126,20260219,20260227,Annual,9,Approved,2026
642,LEV000641,126,20260516,20260520,Sick,5,Approved,2026
643,LEV000643,126,20260628,20260629,Sick,2,Approved,2026
644,LEV000645,127,20250414,20250417,Annual,4,Pending,2025
645,LEV000644,127,20251104,20251107,Annual,4,Approved,2025
646,LEV000646,127,20260108,20260112,Annual,5,Approved,2026
647,LEV000647,127,20260422,20260422,Annual,1,Approved,2026
648,LEV000648,128,20241012,20241012,Sick,1,Approved,2024
649,LEV000651,128,20250216,20250307,Paternity,20,Approved,2025
650,LEV000649,128,20250301,20250302,Annual,2,Approved,2025
651,LEV000650,128,20250917,20250918,Sick,2,Approved,2025
652,LEV000652,128,20260119,20260122,Sick,4,Approved,2026
653,LEV000653,129,20241130,20241207,Annual,8,Approved,2024
654,LEV000655,129,20250109,20250109,Annual,1,Approved,2025
655,LEV000657,129,20250221,20250302,Annual,10,Approved,2025
656,LEV000656,129,20250617,20250618,Sick,2,Approved,2025
657,LEV000654,129,20251024,20251027,Annual,4,Approved,2025
658,LEV000660,129,20260320,20260329,Annual,10,Approved,2026
659,LEV000659,129,20260328,20260329,Sick,2,Approved,2026
660,LEV000658,129,20260519,20260519,Sick,1,Approved,2026
661,LEV000662,130,20240104,20240104,Annual,1,Approved,2024
662,LEV000661,130,20240816,20240822,Annual,7,Approved,2024
663,LEV000663,131,20251108,20251109,Annual,2,Approved,2025
664,LEV000667,131,20260219,20260225,Annual,7,Approved,2026
665,LEV000664,131,20260412,20260415,Sick,4,Pending,2026
666,LEV000665,131,20260413,20260413,Annual,1,Rejected,2026
667,LEV000666,131,20260514,20260523,Annual,10,Approved,2026
668,LEV000668,132,20240206,20240206,Annual,1,Approved,2024
669,LEV000670,132,20240226,20240228,Sick,3,Approved,2024
670,LEV000669,132,20240303,20240312,Annual,10,Approved,2024
671,LEV000671,132,20250128,20250130,Annual,3,Approved,2025
672,LEV000673,132,20250204,20250213,Annual,10,Approved,2025
673,LEV000674,132,20250402,20250403,Sick,2,Rejected,2025
674,LEV000672,132,20250731,20250805,Annual,6,Approved,2025
675,LEV000675,133,20260124,20260128,Annual,5,Approved,2026
676,LEV000677,134,20240108,20240112,Annual,5,Approved,2024
677,LEV000676,134,20240224,20240304,Annual,10,Approved,2024
678,LEV000679,134,20250124,20250124,Annual,1,Approved,2025
679,LEV000678,134,20250727,20250727,Annual,1,Approved,2025
680,LEV000680,134,20260109,20260327,Paternity,78,Approved,2026
681,LEV000682,135,20240327,20240328,Sick,2,Approved,2024
682,LEV000681,135,20240902,20240908,Annual,7,Pending,2024
683,LEV000683,135,20250708,20250708,Annual,1,Approved,2025
684,LEV000684,135,20260427,20260427,Annual,1,Rejected,2026
685,LEV000685,135,20260609,20260611,Annual,3,Pending,2026
686,LEV000686,136,20241219,20241221,Annual,3,Approved,2024
687,LEV000687,136,20250809,20250809,Sick,1,Approved,2025
688,LEV000693,136,20260103,20260105,Sick,3,Rejected,2026
689,LEV000691,136,20260111,20260115,Annual,5,Approved,2026
690,LEV000692,136,20260214,20260223,Annual,10,Approved,2026
691,LEV000689,136,20260219,20260228,Annual,10,Approved,2026
692,LEV000688,136,20260510,20260517,Annual,8,Approved,2026
693,LEV000690,136,20260612,20260616,Annual,5,Approved,2026
694,LEV000694,137,20251107,20251107,Annual,1,Approved,2025
695,LEV000695,137,20251107,20251111,Annual,5,Approved,2025
696,LEV000696,137,20260309,20260312,Sick,4,Approved,2026
697,LEV000697,137,20260310,20260316,Annual,7,Approved,2026
698,LEV000698,137,20260530,20260605,Unpaid,7,Approved,2026
699,LEV000699,138,20240721,20240724,Annual,4,Rejected,2024
700,LEV000700,138,20250210,20250425,Paternity,75,Approved,2025
701,LEV000704,139,20240325,20240524,Maternity,61,Approved,2024
702,LEV000702,139,20240821,20240823,Annual,3,Approved,2024
703,LEV000703,139,20240902,20240902,Other,1,Approved,2024
704,LEV000701,139,20240912,20240914,Annual,3,Approved,2024
705,LEV000705,139,20250209,20250217,Annual,9,Approved,2025
706,LEV000706,139,20250913,20250913,Sick,1,Approved,2025
707,LEV000709,139,20260311,20260313,Sick,3,Approved,2026
708,LEV000707,139,20260330,20260404,Annual,6,Approved,2026
709,LEV000710,139,20260502,20260504,Unpaid,3,Approved,2026
710,LEV000708,139,20260519,20260519,Annual,1,Pending,2026
711,LEV000711,140,20241110,20241223,Maternity,44,Approved,2024
712,LEV000712,140,20260218,20260226,Annual,9,Approved,2026
713,LEV000713,140,20260503,20260507,Annual,5,Approved,2026
714,LEV000715,140,20260525,20260529,Sick,5,Approved,2026
715,LEV000714,140,20260607,20260612,Annual,6,Approved,2026
716,LEV000716,141,20250427,20250708,Maternity,73,Approved,2025
717,LEV000717,141,20250816,20250816,Annual,1,Approved,2025
718,LEV000719,141,20260210,20260222,Maternity,13,Approved,2026
719,LEV000718,141,20260321,20260321,Sick,1,Approved,2026
720,LEV000720,142,20241112,20241113,Other,2,Approved,2024
721,LEV000724,142,20250112,20250112,Annual,1,Approved,2025
722,LEV000723,142,20250220,20250222,Annual,3,Approved,2025
723,LEV000722,142,20250529,20250601,Annual,4,Approved,2025
724,LEV000721,142,20250609,20250609,Unpaid,1,Approved,2025
725,LEV000726,143,20240308,20240501,Paternity,55,Approved,2024
726,LEV000725,143,20240715,20241002,Maternity,80,Approved,2024
727,LEV000728,143,20250107,20250108,Annual,2,Approved,2025
728,LEV000727,143,20250706,20250708,Sick,3,Approved,2025
729,LEV000729,143,20250917,20250922,Annual,6,Pending,2025
730,LEV000730,143,20260506,20260512,Annual,7,Approved,2026
731,LEV000731,144,20250613,20250618,Unpaid,6,Approved,2025
732,LEV000735,144,20260101,20260103,Sick,3,Approved,2026
733,LEV000734,144,20260114,20260123,Annual,10,Approved,2026
734,LEV000736,144,20260115,20260121,Annual,7,Approved,2026
735,LEV000732,144,20260302,20260425,Paternity,55,Approved,2026
736,LEV000733,144,20260316,20260320,Annual,5,Approved,2026
737,LEV000737,144,20260614,20260614,Sick,1,Approved,2026
738,LEV000740,145,20240503,20240509,Annual,7,Approved,2024
739,LEV000738,145,20240602,20240609,Annual,8,Approved,2024
740,LEV000739,145,20241119,20241120,Annual,2,Approved,2024
741,LEV000741,145,20250925,20250928,Annual,4,Approved,2025
742,LEV000743,145,20260126,20260129,Sick,4,Approved,2026
743,LEV000742,145,20260630,20260630,Annual,1,Approved,2026
744,LEV000744,146,20241215,20241218,Other,4,Pending,2024
745,LEV000745,146,20241221,20241227,Other,7,Approved,2024
746,LEV000746,146,20251012,20251015,Sick,4,Approved,2025
747,LEV000747,146,20260603,20260603,Sick,1,Approved,2026
748,LEV000748,147,20240229,20240229,Annual,1,Approved,2024
749,LEV000749,147,20241029,20241104,Annual,7,Approved,2024
750,LEV000751,147,20260414,20260523,Paternity,40,Approved,2026
751,LEV000752,147,20260514,20260520,Annual,7,Approved,2026
752,LEV000750,147,20260621,20260621,Annual,1,Approved,2026
753,LEV000754,148,20240312,20240313,Annual,2,Approved,2024
754,LEV000753,148,20240616,20240618,Sick,3,Pending,2024
755,LEV000755,148,20250205,20250322,Maternity,46,Pending,2025
756,LEV000756,148,20250826,20250829,Sick,4,Approved,2025
757,LEV000757,148,20260606,20260607,Annual,2,Approved,2026
758,LEV000761,149,20260206,20260210,Sick,5,Approved,2026
759,LEV000760,149,20260211,20260219,Annual,9,Approved,2026
760,LEV000758,149,20260330,20260331,Sick,2,Approved,2026
761,LEV000759,149,20260610,20260611,Sick,2,Approved,2026
762,LEV000763,150,20240419,20240420,Annual,2,Approved,2024
763,LEV000762,150,20240504,20240507,Sick,4,Approved,2024
764,LEV000764,150,20250227,20250301,Annual,3,Pending,2025
765,LEV000767,150,20260309,20260317,Annual,9,Approved,2026
766,LEV000766,150,20260608,20260612,Annual,5,Approved,2026
767,LEV000765,150,20260623,20260626,Annual,4,Approved,2026
768,LEV000768,152,20240124,20240126,Sick,3,Rejected,2024
769,LEV000769,152,20250720,20250724,Annual,5,Approved,2025
770,LEV000774,152,20260515,20260516,Annual,2,Approved,2026
771,LEV000772,152,20260611,20260630,Paternity,20,Approved,2026
772,LEV000773,152,20260614,20260623,Annual,10,Approved,2026
773,LEV000771,152,20260622,20260628,Annual,7,Approved,2026
774,LEV000770,152,20260628,20260629,Sick,2,Approved,2026
775,LEV000775,153,20241128,20241201,Sick,4,Approved,2024
776,LEV000776,153,20250204,20250209,Other,6,Approved,2025
777,LEV000777,153,20260427,20260430,Sick,4,Approved,2026
778,LEV000778,153,20260615,20260623,Annual,9,Approved,2026
779,LEV000779,154,20240425,20240428,Annual,4,Approved,2024
780,LEV000781,154,20250529,20250702,Paternity,35,Approved,2025
781,LEV000780,154,20250712,20250717,Annual,6,Approved,2025
782,LEV000784,155,20240224,20240303,Annual,9,Approved,2024
783,LEV000786,155,20240411,20240415,Unpaid,5,Approved,2024
784,LEV000785,155,20240530,20240607,Annual,9,Approved,2024
785,LEV000783,155,20240621,20240623,Annual,3,Approved,2024
786,LEV000782,155,20241111,20241115,Annual,5,Rejected,2024
787,LEV000787,155,20251003,20251006,Sick,4,Approved,2025
788,LEV000789,155,20251113,20251118,Annual,6,Pending,2025
789,LEV000788,155,20251127,20251127,Annual,1,Approved,2025
790,LEV000790,155,20260205,20260206,Annual,2,Approved,2026
791,LEV000791,155,20260301,20260306,Annual,6,Approved,2026
792,LEV000793,155,20260304,20260401,Maternity,29,Approved,2026
793,LEV000792,155,20260610,20260613,Maternity,4,Rejected,2026
794,LEV000795,156,20240419,20240422,Annual,4,Approved,2024
795,LEV000794,156,20241008,20241012,Annual,5,Approved,2024
796,LEV000796,156,20250306,20250309,Annual,4,Pending,2025
797,LEV000798,156,20260413,20260422,Annual,10,Approved,2026
798,LEV000797,156,20260422,20260426,Sick,5,Approved,2026
799,LEV000800,157,20250116,20250120,Annual,5,Rejected,2025
800,LEV000799,157,20251120,20251121,Sick,2,Approved,2025
801,LEV000801,157,20260521,20260521,Annual,1,Approved,2026
802,LEV000802,157,20260630,20260630,Sick,1,Approved,2026
803,LEV000803,158,20240618,20240619,Annual,2,Approved,2024
804,LEV000805,158,20250625,20250625,Sick,1,Approved,2025
805,LEV000804,158,20250704,20250708,Annual,5,Approved,2025
806,LEV000806,158,20260211,20260211,Other,1,Approved,2026
807,LEV000809,158,20260307,20260312,Annual,6,Approved,2026
808,LEV000807,158,20260402,20260404,Annual,3,Rejected,2026
809,LEV000808,158,20260501,20260502,Unpaid,2,Approved,2026
810,LEV000810,159,20240317,20240323,Annual,7,Approved,2024
811,LEV000811,159,20250910,20250926,Maternity,17,Approved,2025
812,LEV000812,159,20251205,20251207,Sick,3,Approved,2025
813,LEV000813,159,20260507,20260515,Annual,9,Approved,2026
814,LEV000814,159,20260509,20260517,Annual,9,Approved,2026
815,LEV000815,159,20260624,20260630,Maternity,7,Approved,2026
816,LEV000819,160,20240122,20240122,Annual,1,Approved,2024
817,LEV000816,160,20240329,20240331,Annual,3,Approved,2024
818,LEV000818,160,20240421,20240424,Unpaid,4,Approved,2024
819,LEV000817,160,20240830,20240903,Unpaid,5,Approved,2024
820,LEV000821,160,20250720,20250724,Sick,5,Rejected,2025
821,LEV000820,160,20250925,20250928,Unpaid,4,Approved,2025
822,LEV000822,160,20260503,20260506,Sick,4,Approved,2026
823,LEV000823,160,20260605,20260606,Sick,2,Approved,2026
824,LEV000824,161,20240302,20240310,Annual,9,Approved,2024
825,LEV000825,161,20241005,20241009,Annual,5,Approved,2024
826,LEV000826,161,20250125,20250125,Annual,1,Approved,2025
827,LEV000827,161,20251028,20251030,Sick,3,Pending,2025
828,LEV000829,161,20260108,20260115,Annual,8,Approved,2026
829,LEV000828,161,20260202,20260206,Annual,5,Pending,2026
830,LEV000830,162,20241008,20241011,Annual,4,Approved,2024
831,LEV000831,162,20250420,20250425,Annual,6,Approved,2025
832,LEV000832,162,20250819,20250824,Annual,6,Approved,2025
833,LEV000833,162,20260415,20260416,Annual,2,Approved,2026
834,LEV000834,162,20260519,20260525,Annual,7,Approved,2026
835,LEV000835,163,20240410,20240414,Annual,5,Approved,2024
836,LEV000837,163,20250203,20250206,Sick,4,Approved,2025
837,LEV000836,163,20250830,20250906,Annual,8,Approved,2025
838,LEV000838,163,20260128,20260202,Annual,6,Pending,2026
839,LEV000839,164,20241030,20241102,Annual,4,Approved,2024
840,LEV000840,164,20241031,20241031,Sick,1,Rejected,2024
841,LEV000841,164,20241115,20241117,Annual,3,Approved,2024
842,LEV000842,164,20250210,20250213,Unpaid,4,Pending,2025
843,LEV000843,165,20240603,20240603,Annual,1,Approved,2024
844,LEV000844,165,20250308,20250309,Sick,2,Approved,2025
845,LEV000845,165,20260404,20260413,Annual,10,Approved,2026
846,LEV000846,166,20240122,20240127,Annual,6,Approved,2024
847,LEV000847,166,20240211,20240213,Sick,3,Approved,2024
848,LEV000848,166,20240218,20240227,Annual,10,Approved,2024
849,LEV000850,167,20260327,20260329,Annual,3,Approved,2026
850,LEV000849,167,20260504,20260513,Annual,10,Approved,2026
851,LEV000851,168,20241228,20241231,Sick,4,Approved,2024
852,LEV000853,168,20250627,20250629,Sick,3,Approved,2025
853,LEV000852,168,20250722,20250726,Sick,5,Approved,2025
854,LEV000854,168,20260227,20260304,Annual,6,Approved,2026
855,LEV000855,168,20260502,20260502,Other,1,Approved,2026
856,LEV000859,169,20240507,20240512,Annual,6,Approved,2024
857,LEV000858,169,20240617,20240619,Sick,3,Approved,2024
858,LEV000856,169,20240731,20240803,Annual,4,Rejected,2024
859,LEV000857,169,20240808,20240812,Annual,5,Approved,2024
860,LEV000860,169,20240919,20240924,Annual,6,Approved,2024
861,LEV000861,169,20250717,20250721,Sick,5,Approved,2025
862,LEV000862,169,20250827,20250903,Annual,8,Approved,2025
863,LEV000864,170,20240605,20240613,Annual,9,Approved,2024
864,LEV000863,170,20240702,20240704,Annual,3,Approved,2024
865,LEV000865,170,20241031,20241102,Sick,3,Approved,2024
866,LEV000866,170,20250620,20250621,Annual,2,Approved,2025
867,LEV000867,171,20250828,20250903,Unpaid,7,Approved,2025
868,LEV000868,171,20260130,20260202,Annual,4,Approved,2026
869,LEV000869,171,20260319,20260319,Sick,1,Approved,2026
870,LEV000870,171,20260508,20260512,Sick,5,Approved,2026
871,LEV000871,171,20260608,20260612,Annual,5,Approved,2026
872,LEV000874,172,20240407,20240414,Annual,8,Approved,2024
873,LEV000872,172,20241005,20241018,Paternity,14,Approved,2024
874,LEV000873,172,20241008,20241008,Sick,1,Approved,2024
875,LEV000875,172,20250422,20250427,Annual,6,Approved,2025
876,LEV000876,172,20250719,20250727,Annual,9,Approved,2025
877,LEV000877,172,20250814,20250816,Annual,3,Approved,2025
878,LEV000878,173,20240606,20240610,Other,5,Approved,2024
879,LEV000882,173,20250124,20250127,Sick,4,Approved,2025
880,LEV000880,173,20250515,20250518,Annual,4,Approved,2025
881,LEV000881,173,20250822,20250831,Annual,10,Approved,2025
882,LEV000879,173,20250930,20251002,Unpaid,3,Approved,2025
883,LEV000885,174,20240418,20240419,Annual,2,Approved,2024
884,LEV000884,174,20240616,20240617,Annual,2,Approved,2024
885,LEV000883,174,20240918,20240922,Sick,5,Approved,2024
886,LEV000886,174,20250202,20250204,Annual,3,Approved,2025
887,LEV000887,174,20260127,20260131,Unpaid,5,Approved,2026
888,LEV000888,174,20260317,20260320,Annual,4,Pending,2026
889,LEV000890,175,20240117,20240126,Annual,10,Approved,2024
890,LEV000889,175,20240614,20240619,Annual,6,Approved,2024
891,LEV000891,175,20240725,20240727,Sick,3,Approved,2024
