performance_key,performance_id,employee_key,review_year,review_period,performance_rating,potential_rating,promotion_flag,manager_key
538,PERF000538,223,2025,Annual,5,5,0,11
539,PERF000539,223,2025,Mid-Year,4,3,0,11
540,PERF000540,224,2024,Annual,4,4,0,21
541,PERF000541,224,2024,Mid-Year,4,2,0,21
542,PERF000542,224,2025,Annual,4,3,0,21
543,PERF000543,224,2025,Mid-Year,4,5,0,21
544,PERF000544,225,2024,Annual,4,2,0,42
545,PERF000545,225,2024,Mid-Year,4,3,0,42
546,PERF000546,225,2025,Annual,4,5,0,42
547,PERF000547,225,2025,Mid-Year,4,3,0,42
548,PERF000548,226,2024,Annual,4,4,0,8
549,PERF000549,226,2024,Mid-Year,4,3,0,8
550,PERF000550,226,2025,Annual,4,4,0,8
551,PERF000551,226,2025,Mid-Year,4,4,0,8
552,PERF000552,228,2024,Annual,4,5,0,26
553,PERF000553,228,2025,Annual,3,4,0,26
554,PERF000554,229,2024,Annual,4,5,1,43
555,PERF000555,229,2024,Mid-Year,3,3,0,43
556,PERF000556,229,2025,Annual,4,4,1,43
557,PERF000557,230,2024,Annual,3,3,0,21
558,PERF000558,230,2025,Annual,3,2,0,21
559,PERF000559,231,2024,Annual,5,5,0,68
560,PERF000560,231,2025,Annual,5,5,0,68
561,PERF000561,232,2024,Annual,3,2,0,42
562,PERF000562,232,2025,Annual,2,2,0,42
563,PERF000563,232,2025,Mid-Year,3,3,0,42
564,PERF000564,233,2024,Annual,2,1,0,21
565,PERF000565,233,2025,Annual,2,2,0,21
566,PERF000566,234,2024,Annual,5,5,1,57
567,PERF000567,234,2024,Mid-Year,5,5,0,57
568,PERF000568,234,2025,Annual,5,5,0,57
569,PERF000569,235,2024,Annual,3,3,0,31
570,PERF000570,235,2024,Mid-Year,3,3,0,31
571,PERF000571,235,2025,Annual,4,5,0,31
572,PERF000572,236,2024,Annual,2,1,0,73
573,PERF000573,236,2025,Annual,3,4,0,73
574,PERF000574,237,2024,Annual,2,2,0,39
575,PERF000575,237,2025,Annual,3,2,0,39
576,PERF000576,237,2025,Mid-Year,4,4,0,39
577,PERF000577,238,2024,Annual,4,5,0,27
578,PERF000578,238,2025,Annual,4,5,0,27
579,PERF000579,238,2025,Mid-Year,3,3,0,27
580,PERF000580,239,2024,Annual,4,4,0,56
581,PERF000581,239,2024,Mid-Year,4,3,0,56
582,PERF000582,239,2025,Annual,4,3,0,56
583,PERF000583,240,2024,Annual,2,1,0,64
584,PERF000584,240,2025,Annual,3,3,0,64
585,PERF000585,241,2024,Annual,4,3,0,12
586,PERF000586,241,2025,Annual,4,4,0,12
587,PERF000587,242,2024,Annual,2,2,0,28
588,PERF000588,242,2024,Mid-Year,2,2,0,28
589,PERF000589,242,2025,Annual,4,4,0,28
590,PERF000590,242,2025,Mid-Year,3,2,0,28
591,PERF000591,243,2024,Annual,4,3,0,51
592,PERF000592,243,2025,Annual,4,3,0,51
593,PERF000593,244,2024,Annual,3,3,0,41
594,PERF000594,244,2025,Annual,5,5,0,41
595,PERF000595,244,2025,Mid-Year,5,4,0,41
596,PERF000596,245,2024,Annual,3,3,0,26
597,PERF000597,246,2024,Annual,3,4,0,42
598,PERF000598,246,2025,Annual,2,2,0,42
599,PERF000599,248,2024,Annual,4,4,0,49
600,PERF000600,248,2025,Annual,4,4,0,49
601,PERF000601,248,2025,Mid-Year,3,4,0,49
602,PERF000602,249,2024,Annual,4,4,0,17
603,PERF000603,249,2024,Mid-Year,4,4,0,17
604,PERF000604,249,2025,Annual,5,5,0,17
605,PERF000605,250,2024,Annual,3,4,0,43
606,PERF000606,250,2025,Annual,3,2,0,43
607,PERF000607,250,2025,Mid-Year,3,2,0,43
608,PERF000608,251,2024,Annual,3,3,0,73
609,PERF000609,252,2024,Annual,4,5,0,71
610,PERF000610,252,2024,Mid-Year,4,4,0,71
611,PERF000611,252,2025,Annual,3,3,0,71
612,PERF000612,252,2025,Mid-Year,4,5,0,71
613,PERF000613,253,2024,Annual,3,3,0,61
614,PERF000614,253,2024,Mid-Year,4,5,0,61
615,PERF000615,253,2025,Annual,4,4,1,61
616,PERF000616,253,2025,Mid-Year,3,3,0,61
617,PERF000617,254,2024,Annual,4,4,0,6
618,PERF000618,254,2024,Mid-Year,4,3,0,6
619,PERF000619,254,2025,Annual,5,5,0,6
620,PERF000620,255,2024,Annual,3,3,0,39
621,PERF000621,255,2024,Mid-Year,4,4,0,39
622,PERF000622,255,2025,Annual,3,2,0,39
623,PERF000623,255,2025,Mid-Year,3,2,0,39
624,PERF000624,256,2024,Annual,4,4,0,4
625,PERF000625,256,2025,Annual,4,5,0,4
626,PERF000626,257,2024,Annual,4,4,0,40
627,PERF000627,257,2025,Annual,5,5,0,40
628,PERF000628,257,2025,Mid-Year,4,3,0,40
629,PERF000629,258,2024,Annual,4,3,0,71
630,PERF000630,258,2024,Mid-Year,3,3,0,71
631,PERF000631,258,2025,Annual,3,3,0,71
632,PERF000632,259,2025,Annual,3,2,0,43
633,PERF000633,261,2024,Annual,3,3,0,62
634,PERF000634,261,2024,Mid-Year,3,3,0,62
635,PERF000635,261,2025,Annual,2,1,0,62
636,PERF000636,261,2025,Mid-Year,2,2,0,62
637,PERF000637,262,2024,Annual,4,4,0,79
638,PERF000638,262,2025,Annual,4,4,0,79
639,PERF000639,262,2025,Mid-Year,4,5,0,79
640,PERF000640,264,2024,Annual,4,4,0,63
641,PERF000641,264,2025,Annual,3,3,0,63
642,PERF000642,265,2024,Annual,3,4,0,65
643,PERF000643,265,2025,Annual,3,4,0,65
644,PERF000644,265,2025,Mid-Year,3,2,0,65
645,PERF000645,266,2024,Annual,4,5,0,49
646,PERF000646,266,2024,Mid-Year,3,3,0,49
647,PERF000647,266,2025,Annual,3,3,0,49
648,PERF000648,267,2024,Annual,2,3,0,81
649,PERF000649,267,2024,Mid-Year,2,1,0,81
650,PERF000650,267,2025,Annual,3,2,0,81
651,PERF000651,267,2025,Mid-Year,2,1,0,81
652,PERF000652,268,2024,Annual,1,1,0,24
653,PERF000653,268,2025,Annual,2,3,0,24
654,PERF000654,268,2025,Mid-Year,1,1,0,24
655,PERF000655,269,2024,Annual,2,2,0,54
656,PERF000656,269,2025,Annual,2,2,0,54
657,PERF000657,271,2024,Annual,3,3,0,62
658,PERF000658,271,2025,Annual,3,3,0,62
659,PERF000659,271,2025,Mid-Year,2,1,0,62
660,PERF000660,272,2024,Annual,2,3,0,54
661,PERF000661,272,2025,Annual,3,3,0,54
662,PERF000662,273,2024,Annual,4,4,0,47
663,PERF000663,273,2025,Annual,5,5,0,47
664,PERF000664,274,2024,Annual,3,3,0,14
665,PERF000665,274,2024,Mid-Year,3,4,0,14
666,PERF000666,274,2025,Annual,3,3,0,14
667,PERF000667,274,2025,Mid-Year,4,5,0,14
668,PERF000668,275,2024,Annual,4,5,0,51
669,PERF000669,275,2024,Mid-Year,4,4,0,51
670,PERF000670,275,2025,Annual,4,2,0,51
671,PERF000671,276,2024,Annual,5,4,0,54
672,PERF000672,276,2024,Mid-Year,5,5,1,54
673,PERF000673,276,2025,Annual,5,5,0,54
674,PERF000674,277,2025,Annual,5,5,0,3
675,PERF000675,277,2025,Mid-Year,4,4,0,3
676,PERF000676,278,2024,Annual,3,3,0,48
677,PERF000677,278,2024,Mid-Year,2,1,0,48
678,PERF000678,278,2025,Annual,4,4,0,48
679,PERF000679,279,2025,Annual,3,3,0,57
680,PERF000680,279,2025,Mid-Year,3,2,0,57
681,PERF000681,280,2024,Annual,3,4,0,67
682,PERF000682,280,2025,Annual,3,2,0,67
683,PERF000683,280,2025,Mid-Year,4,3,0,67
684,PERF000684,281,2024,Annual,3,4,0,45
685,PERF000685,281,2025,Annual,3,4,0,45
686,PERF000686,282,2024,Annual,4,3,0,1
687,PERF000687,282,2025,Annual,4,3,0,1
688,PERF000688,283,2024,Annual,3,4,0,48
689,PERF000689,283,2025,Annual,5,4,0,48
690,PERF000690,284,2024,Annual,4,4,0,16
691,PERF000691,284,2025,Annual,4,4,1,16
692,PERF000692,284,2025,Mid-Year,5,5,0,16
693,PERF000693,285,2024,Annual,3,4,0,44
694,PERF000694,285,2025,Annual,3,3,0,44
695,PERF000695,286,2024,Annual,5,4,0,8
696,PERF000696,286,2024,Mid-Year,5,5,0,8
697,PERF000697,286,2025,Annual,5,5,1,8
698,PERF000698,287,2024,Annual,2,3,0,5
699,PERF000699,287,2024,Mid-Year,3,3,0,5
700,PERF000700,287,2025,Annual,3,3,0,5
701,PERF000701,287,2025,Mid-Year,3,3,0,5
702,PERF000702,288,2024,Annual,3,3,0,77
703,PERF000703,288,2025,Annual,4,3,0,77
704,PERF000704,288,2025,Mid-Year,3,3,0,77
705,PERF000705,289,2024,Annual,3,3,0,22
706,PERF000706,289,2024,Mid-Year,2,2,0,22
707,PERF000707,290,2024,Annual,4,5,0,31
708,PERF000708,290,2024,Mid-Year,4,4,0,31
709,PERF000709,290,2025,Annual,4,5,0,31
710,PERF000710,290,2025,Mid-Year,3,4,0,31
711,PERF000711,291,2024,Annual,4,3,0,72
712,PERF000712,291,2025,Annual,4,4,0,72
713,PERF000713,292,2024,Annual,3,3,0,23
714,PERF000714,292,2025,Annual,1,2,0,23
715,PERF000715,292,2025,Mid-Year,3,4,0,23
716,PERF000716,293,2024,Annual,4,3,0,83
717,PERF000717,293,2025,Annual,3,2,0,83
718,PERF000718,293,2025,Mid-Year,3,4,0,83
719,PERF000719,294,2024,Annual,2,3,0,74
720,PERF000720,294,2025,Annual,3,3,0,74
721,PERF000721,294,2025,Mid-Year,2,2,0,74
722,PERF000722,295,2024,Annual,5,4,0,80
723,PERF000723,295,2025,Annual,4,3,0,80
724,PERF000724,296,2024,Annual,4,4,0,21
725,PERF000725,296,2024,Mid-Year,5,5,0,21
726,PERF000726,296,2025,Annual,4,4,0,21
727,PERF000727,297,2024,Annual,3,4,0,1
728,PERF000728,297,2025,Annual,4,3,0,1
729,PERF000729,298,2024,Annual,5,5,1,41
730,PERF000730,298,2025,Annual,3,3,0,41
731,PERF000731,298,2025,Mid-Year,4,4,0,41
732,PERF000732,299,2024,Annual,3,2,0,70
733,PERF000733,300,2024,Annual,4,4,0,80
734,PERF000734,300,2024,Mid-Year,4,4,0,80
735,PERF000735,300,2025,Annual,5,5,1,80
736,PERF000736,301,2024,Annual,4,4,0,15
737,PERF000737,301,2025,Annual,4,4,0,15
738,PERF000738,301,2025,Mid-Year,5,4,1,15
739,PERF000739,302,2024,Annual,3,4,0,71
740,PERF000740,302,2024,Mid-Year,4,5,1,71
741,PERF000741,302,2025,Annual,3,3,0,71
742,PERF000742,303,2024,Annual,3,3,0,44
743,PERF000743,303,2025,Annual,3,3,0,44
744,PERF000744,304,2024,Annual,4,4,0,68
745,PERF000745,304,2024,Mid-Year,3,4,0,68
746,PERF000746,304,2025,Annual,3,3,0,68
747,PERF000747,305,2024,Annual,4,4,1,73
748,PERF000748,305,2025,Annual,4,2,0,73
749,PERF000749,305,2025,Mid-Year,3,2,0,73
750,PERF000750,306,2024,Annual,5,5,0,11
751,PERF000751,306,2024,Mid-Year,5,5,0,11
752,PERF000752,306,2025,Annual,4,4,0,11
753,PERF000753,306,2025,Mid-Year,4,4,0,11
754,PERF000754,307,2024,Annual,4,5,0,41
755,PERF000755,307,2025,Annual,5,5,1,41
756,PERF000756,307,2025,Mid-Year,5,4,0,41
757,PERF000757,308,2024,Annual,3,2,0,40
758,PERF000758,308,2024,Mid-Year,4,4,0,40
759,PERF000759,308,2025,Annual,3,4,0,40
760,PERF000760,308,2025,Mid-Year,3,3,0,40
761,PERF000761,309,2024,Annual,4,3,0,14
762,PERF000762,309,2024,Mid-Year,3,4,0,14
763,PERF000763,309,2025,Annual,3,3,0,14
764,PERF000764,310,2024,Annual,4,4,1,74
765,PERF000765,310,2024,Mid-Year,3,2,0,74
766,PERF000766,310,2025,Annual,3,3,0,74
767,PERF000767,310,2025,Mid-Year,3,3,0,74
768,PERF000768,311,2024,Annual,1,1,0,43
769,PERF000769,311,2025,Annual,2,1,0,43
770,PERF000770,311,2025,Mid-Year,1,1,0,43
771,PERF000771,312,2024,Annual,3,4,0,58
772,PERF000772,312,2025,Annual,2,1,0,58
773,PERF000773,313,2025,Annual,5,5,0,34
774,PERF000774,313,2025,Mid-Year,5,5,0,34
775,PERF000775,314,2025,Annual,4,4,0,38
776,PERF000776,314,2025,Mid-Year,5,5,1,38
777,PERF000777,316,2024,Annual,3,2,0,65
778,PERF000778,316,2025,Annual,3,3,0,65
779,PERF000779,317,2024,Annual,4,4,0,19
780,PERF000780,317,2024,Mid-Year,5,5,1,19
781,PERF000781,317,2025,Annual,5,5,1,19
782,PERF000782,318,2024,Annual,5,4,0,11
783,PERF000783,318,2025,Annual,5,5,0,11
784,PERF000784,318,2025,Mid-Year,5,5,0,11
785,PERF000785,319,2024,Annual,5,5,0,41
786,PERF000786,319,2024,Mid-Year,5,5,1,41
787,PERF000787,320,2024,Annual,4,4,0,40
788,PERF000788,320,2024,Mid-Year,4,5,0,40
789,PERF000789,320,2025,Annual,4,4,0,40
790,PERF000790,321,2024,Annual,3,4,0,12
791,PERF000791,321,2025,Annual,4,4,0,12
792,PERF000792,322,2024,Annual,3,3,0,35
793,PERF000793,322,2025,Annual,2,3,0,35
794,PERF000794,323,2024,Annual,3,2,0,54
795,PERF000795,323,2025,Annual,4,4,0,54
796,PERF000796,325,2024,Annual,1,1,0,76
797,PERF000797,325,2024,Mid-Year,2,2,0,76
798,PERF000798,325,2025,Annual,2,2,0,76
799,PERF000799,326,2024,Annual,3,3,0,64
800,PERF000800,326,2025,Annual,4,4,0,64
801,PERF000801,326,2025,Mid-Year,4,4,0,64
802,PERF000802,327,2024,Annual,3,3,0,68
803,PERF000803,327,2025,Annual,3,3,0,68
804,PERF000804,328,2024,Annual,4,4,1,48
805,PERF000805,328,2024,Mid-Year,3,3,0,48
806,PERF000806,328,2025,Annual,3,1,0,48
807,PERF000807,328,2025,Mid-Year,3,3,0,48
808,PERF000808,329,2024,Annual,5,5,1,8
809,PERF000809,329,2024,Mid-Year,3,3,0,8
810,PERF000810,329,2025,Annual,4,4,0,8
811,PERF000811,330,2024,Annual,3,3,0,54
812,PERF000812,330,2025,Annual,3,3,0,54
813,PERF000813,331,2024,Annual,3,3,0,66
814,PERF000814,331,2025,Annual,3,3,0,66
815,PERF000815,332,2024,Annual,3,2,0,22
816,PERF000816,333,2024,Annual,3,3,0,
817,PERF000817,333,2024,Mid-Year,3,3,0,
818,PERF000818,333,2025,Annual,3,3,0,
819,PERF000819,333,2025,Mid-Year,3,4,0,
820,PERF000820,334,2024,Annual,3,3,0,75
821,PERF000821,334,2025,Annual,3,3,0,75
822,PERF000822,334,2025,Mid-Year,3,3,0,75
823,PERF000823,335,2024,Annual,4,4,0,83
824,PERF000824,335,2025,Annual,3,2,0,83
825,PERF000825,336,2024,Annual,4,5,0,47
826,PERF000826,336,2024,Mid-Year,4,4,0,47
827,PERF000827,336,2025,Annual,2,1,0,47
828,PERF000828,337,2024,Annual,4,5,1,51
829,PERF000829,337,2024,Mid-Year,3,3,0,51
830,PERF000830,337,2025,Annual,3,2,0,51
831,PERF000831,337,2025,Mid-Year,3,3,0,51
832,PERF000832,338,2024,Annual,4,3,0,
833,PERF000833,338,2024,Mid-Year,5,4,1,
834,PERF000834,338,2025,Annual,4,4,0,
835,PERF000835,339,2024,Annual,3,3,0,67
836,PERF000836,339,2024,Mid-Year,4,3,0,67
837,PERF000837,339,2025,Annual,3,2,0,67
838,PERF000838,339,2025,Mid-Year,3,3,0,67
839,PERF000839,340,2024,Annual,3,2,0,83
840,PERF000840,340,2025,Annual,3,1,0,83
841,PERF000841,340,2025,Mid-Year,3,3,0,83
842,PERF000842,341,2024,Annual,3,2,0,53
843,PERF000843,341,2025,Annual,3,3,0,53
844,PERF000844,342,2024,Annual,2,1,0,77
845,PERF000845,342,2025,Annual,3,4,0,77
846,PERF000846,343,2024,Annual,1,1,0,36
847,PERF000847,343,2025,Annual,1,2,0,36
848,PERF000848,343,2025,Mid-Year,1,1,0,36
849,PERF000849,344,2024,Annual,4,5,0,7
850,PERF000850,344,2025,Annual,3,1,0,7
851,PERF000851,345,2024,Annual,5,5,0,14
852,PERF000852,345,2025,Annual,5,5,0,14
853,PERF000853,346,2024,Annual,3,3,0,64
854,PERF000854,346,2025,Annual,3,2,0,64
855,PERF000855,347,2024,Annual,4,4,0,47
856,PERF000856,347,2025,Annual,4,4,0,47
857,PERF000857,348,2024,Annual,3,3,0,15
858,PERF000858,348,2025,Annual,3,2,0,15
859,PERF000859,348,2025,Mid-Year,2,2,0,15
860,PERF000860,350,2024,Annual,3,3,0,51
861,PERF000861,350,2024,Mid-Year,4,4,1,51
862,PERF000862,350,2025,Annual,3,3,0,51
863,PERF000863,351,2024,Annual,3,3,0,
864,PERF000864,351,2025,Annual,3,1,0,
865,PERF000865,352,2024,Annual,4,4,1,8
866,PERF000866,352,2025,Annual,4,4,0,8
867,PERF000867,353,2024,Annual,3,3,0,
868,PERF000868,353,2025,Annual,3,4,0,
869,PERF000869,357,2024,Annual,4,4,0,63
870,PERF000870,357,2024,Mid-Year,4,4,0,63
871,PERF000871,357,2025,Annual,5,5,0,63
872,PERF000872,357,2025,Mid-Year,5,5,0,63
873,PERF000873,358,2024,Annual,4,4,0,17
874,PERF000874,358,2024,Mid-Year,3,5,0,17
875,PERF000875,358,2025,Annual,3,3,0,17
876,PERF000876,358,2025,Mid-Year,3,3,0,17
877,PERF000877,359,2024,Annual,3,3,0,60
878,PERF000878,359,2024,Mid-Year,3,4,0,60
879,PERF000879,360,2024,Annual,3,3,0,
880,PERF000880,360,2024,Mid-Year,4,5,1,
881,PERF000881,360,2025,Annual,4,4,0,
882,PERF000882,361,2024,Annual,2,2,0,68
883,PERF000883,361,2025,Annual,4,4,0,68
884,PERF000884,361,2025,Mid-Year,4,5,0,68
885,PERF000885,363,2024,Annual,4,5,0,46
886,PERF000886,363,2025,Annual,4,4,0,46
887,PERF000887,363,2025,Mid-Year,4,4,0,46
888,PERF000888,364,2024,Annual,4,4,0,13
889,PERF000889,364,2024,Mid-Year,3,4,0,13
890,PERF000890,364,2025,Annual,3,1,0,13
891,PERF000891,365,2024,Annual,4,4,0,49
892,PERF000892,365,2025,Annual,3,3,0,49
893,PERF000893,366,2024,Annual,3,4,0,16
894,PERF000894,366,2024,Mid-Year,3,4,0,16
895,PERF000895,366,2025,Annual,3,3,0,16
896,PERF000896,366,2025,Mid-Year,4,4,0,16
897,PERF000897,367,2024,Annual,4,5,0,61
898,PERF000898,367,2025,Annual,3,3,0,61
899,PERF000899,368,2024,Annual,3,3,0,72
900,PERF000900,368,2025,Annual,3,3,0,72
901,PERF000901,368,2025,Mid-Year,3,4,0,72
902,PERF000902,369,2024,Annual,4,3,0,75
903,PERF000903,369,2025,Annual,4,4,0,75
904,PERF000904,369,2025,Mid-Year,4,4,0,75
905,PERF000905,370,2024,Annual,4,4,0,68
906,PERF000906,370,2024,Mid-Year,3,3,0,68
907,PERF000907,370,2025,Annual,4,3,0,68
908,PERF000908,370,2025,Mid-Year,4,3,0,68
909,PERF000909,371,2025,Annual,4,4,0,66
910,PERF000910,372,2024,Annual,2,3,0,20
911,PERF000911,372,2024,Mid-Year,2,3,0,20
912,PERF000912,372,2025,Annual,3,3,0,20
913,PERF000913,373,2024,Annual,3,2,0,39
914,PERF000914,373,2024,Mid-Year,2,2,0,39
915,PERF000915,373,2025,Annual,3,3,0,39
916,PERF000916,373,2025,Mid-Year,3,3,0,39
917,PERF000917,374,2024,Annual,3,4,0,
918,PERF000918,374,2024,Mid-Year,2,2,0,
919,PERF000919,374,2025,Annual,2,3,0,
920,PERF000920,375,2024,Annual,5,5,1,69
921,PERF000921,375,2024,Mid-Year,4,3,0,69
922,PERF000922,375,2025,Annual,5,5,0,69
923,PERF000923,377,2024,Annual,4,5,0,42
924,PERF000924,377,2025,Annual,5,5,1,42
925,PERF000925,377,2025,Mid-Year,4,5,0,42
926,PERF000926,379,2024,Annual,4,4,0,83
927,PERF000927,379,2024,Mid-Year,5,4,0,83
928,PERF000928,379,2025,Annual,4,3,0,83
929,PERF000929,379,2025,Mid-Year,4,4,0,83
930,PERF000930,380,2024,Annual,3,3,0,1
931,PERF000931,380,2025,Annual,4,5,1,1
932,PERF000932,381,2025,Annual,1,1,0,9
933,PERF000933,382,2025,Annual,2,2,0,6
934,PERF000934,383,2024,Annual,4,3,0,50
935,PERF000935,383,2025,Annual,4,4,0,50
936,PERF000936,384,2024,Annual,4,4,0,48
937,PERF000937,384,2024,Mid-Year,2,2,0,48
938,PERF000938,384,2025,Annual,3,2,0,48
939,PERF000939,385,2024,Annual,2,2,0,49
940,PERF000940,385,2024,Mid-Year,3,3,0,49
941,PERF000941,385,2025,Annual,1,1,0,49
942,PERF000942,385,2025,Mid-Year,1,1,0,49
943,PERF000943,386,2024,Annual,4,4,0,11
944,PERF000944,386,2025,Annual,4,5,0,11
945,PERF000945,387,2024,Annual,4,4,0,16
946,PERF000946,387,2025,Annual,3,4,0,16
947,PERF000947,388,2024,Annual,4,4,0,47
948,PERF000948,388,2025,Annual,4,5,0,47
949,PERF000949,388,2025,Mid-Year,4,4,0,47
950,PERF000950,389,2024,Annual,5,5,0,2
951,PERF000951,389,2025,Annual,5,5,0,2
952,PERF000952,390,2024,Annual,3,2,0,61
953,PERF000953,390,2024,Mid-Year,3,2,0,61
954,PERF000954,392,2024,Annual,3,3,0,34
955,PERF000955,392,2025,Annual,4,4,0,34
956,PERF000956,393,2024,Annual,3,4,0,
957,PERF000957,393,2025,Annual,4,5,0,
958,PERF000958,393,2025,Mid-Year,3,3,0,
959,PERF000959,394,2024,Annual,5,5,0,45
960,PERF000960,394,2025,Annual,5,5,1,45
961,PERF000961,395,2024,Annual,1,1,0,76
962,PERF000962,395,2024,Mid-Year,2,1,0,76
963,PERF000963,395,2025,Annual,3,3,0,76
964,PERF000964,395,2025,Mid-Year,3,3,0,76
965,PERF000965,397,2024,Annual,2,2,0,59
966,PERF000966,397,2025,Annual,2,1,0,59
967,PERF000967,398,2024,Annual,4,4,1,29
968,PERF000968,398,2025,Annual,3,2,0,29
969,PERF000969,399,2025,Annual,2,2,0,59
970,PERF000970,399,2025,Mid-Year,1,1,0,59
971,PERF000971,400,2024,Annual,4,4,0,1
972,PERF000972,400,2025,Annual,3,4,0,1
973,PERF000973,401,2024,Annual,4,4,0,11
974,PERF000974,401,2025,Annual,3,3,0,11
975,PERF000975,401,2025,Mid-Year,2,1,0,11
976,PERF000976,402,2024,Annual,3,3,0,45
977,PERF000977,402,2025,Annual,5,4,0,45
978,PERF000978,403,2024,Annual,4,4,0,68
979,PERF000979,403,2025,Annual,3,2,0,68
980,PERF000980,403,2025,Mid-Year,4,5,0,68
981,PERF000981,404,2024,Annual,3,2,0,67
982,PERF000982,404,2024,Mid-Year,2,3,0,67
983,PERF000983,404,2025,Annual,3,3,0,67
984,PERF000984,405,2025,Annual,5,5,0,21
985,PERF000985,405,2025,Mid-Year,5,3,0,21
986,PERF000986,406,2024,Annual,3,2,0,35
987,PERF000987,406,2025,Annual,3,4,0,35
988,PERF000988,406,2025,Mid-Year,3,4,0,35
989,PERF000989,407,2024,Annual,3,3,0,83
990,PERF000990,407,2024,Mid-Year,2,2,0,83
991,PERF000991,407,2025,Annual,3,4,0,83
992,PERF000992,407,2025,Mid-Year,3,3,0,83
993,PERF000993,408,2024,Annual,3,2,0,56
994,PERF000994,408,2024,Mid-Year,3,3,0,56
995,PERF000995,408,2025,Annual,4,4,0,56
996,PERF000996,409,2024,Annual,3,3,0,3
997,PERF000997,409,2025,Annual,2,1,0,3
998,PERF000998,409,2025,Mid-Year,3,4,0,3
999,PERF000999,410,2024,Annual,3,4,0,17
1000,PERF001000,410,2025,Annual,3,4,0,17
1001,PERF001001,410,2025,Mid-Year,2,1,0,17
1002,PERF001002,411,2025,Annual,3,2,0,68
1003,PERF001003,413,2024,Annual,3,2,0,68
1004,PERF001004,413,2024,Mid-Year,3,3,0,68
1005,PERF001005,413,2025,Annual,3,4,0,68
1006,PERF001006,414,2024,Annual,3,3,0,5
1007,PERF001007,414,2024,Mid-Year,4,4,0,5
1008,PERF001008,414,2025,Annual,5,4,0,5
1009,PERF001009,415,2024,Annual,3,3,0,66
1010,PERF001010,415,2024,Mid-Year,4,3,0,66
1011,PERF001011,415,2025,Annual,4,3,0,66
1012,PERF001012,415,2025,Mid-Year,4,4,0,66
1013,PERF001013,416,2024,Annual,3,3,0,
1014,PERF001014,416,2024,Mid-Year,4,4,0,
1015,PERF001015,416,2025,Annual,4,4,1,
1016,PERF001016,416,2025,Mid-Year,5,5,1,
1017,PERF001017,417,2024,Annual,2,2,0,15
1018,PERF001018,417,2024,Mid-Year,1,1,0,15
1019,PERF001019,417,2025,Annual,1,1,0,15
1020,PERF001020,418,2024,Annual,5,5,1,63
1021,PERF001021,419,2024,Annual,2,2,0,70
1022,PERF001022,420,2025,Annual,3,4,0,44
1023,PERF001023,420,2025,Mid-Year,4,4,0,44
1024,PERF001024,421,2024,Annual,4,5,0,
1025,PERF001025,421,2025,Annual,3,2,0,
1026,PERF001026,421,2025,Mid-Year,3,4,0,
1027,PERF001027,422,2024,Annual,4,4,0,17
1028,PERF001028,422,2025,Annual,4,5,0,17
1029,PERF001029,423,2024,Annual,4,4,0,55
1030,PERF001030,423,2024,Mid-Year,5,4,1,55
1031,PERF001031,423,2025,Annual,5,5,0,55
1032,PERF001032,423,2025,Mid-Year,4,4,0,55
1033,PERF001033,424,2024,Annual,3,3,0,1
1034,PERF001034,424,2025,Annual,3,3,0,1
1035,PERF001035,424,2025,Mid-Year,3,2,0,1
1036,PERF001036,425,2024,Annual,5,5,0,36
1037,PERF001037,425,2024,Mid-Year,4,4,0,36
1038,PERF001038,425,2025,Annual,4,4,0,36
1039,PERF001039,426,2024,Annual,3,3,0,22
1040,PERF001040,426,2024,Mid-Year,3,3,0,22
1041,PERF001041,426,2025,Annual,4,4,1,22
1042,PERF001042,427,2024,Annual,4,5,0,29
1043,PERF001043,427,2025,Annual,4,4,0,29
1044,PERF001044,427,2025,Mid-Year,3,2,0,29
1045,PERF001045,428,2024,Annual,2,2,0,75
1046,PERF001046,428,2024,Mid-Year,4,4,0,75
1047,PERF001047,428,2025,Annual,3,3,0,75
1048,PERF001048,428,2025,Mid-Year,2,2,0,75
1049,PERF001049,429,2025,Annual,4,4,0,76
1050,PERF001050,430,2024,Annual,2,2,0,74
1051,PERF001051,432,2024,Annual,1,2,0,68
1052,PERF001052,432,2025,Annual,3,4,0,68
1053,PERF001053,433,2024,Annual,4,4,0,
1054,PERF001054,433,2025,Annual,4,5,0,
1055,PERF001055,433,2025,Mid-Year,4,3,0,
1056,PERF001056,434,2024,Annual,4,4,0,23
1057,PERF001057,434,2024,Mid-Year,4,4,1,23
1058,PERF001058,434,2025,Annual,4,5,0,23
1059,PERF001059,435,2024,Annual,4,3,0,11
1060,PERF001060,436,2024,Annual,3,3,0,75
1061,PERF001061,436,2025,Annual,3,2,0,75
1062,PERF001062,436,2025,Mid-Year,3,3,0,75
1063,PERF001063,437,2024,Annual,4,4,1,46
1064,PERF001064,437,2025,Annual,4,4,1,46
1065,PERF001065,438,2024,Annual,2,2,0,8
1066,PERF001066,438,2025,Annual,4,3,0,8
1067,PERF001067,438,2025,Mid-Year,3,3,0,8
1068,PERF001068,440,2024,Annual,3,3,0,3
1069,PERF001069,440,2024,Mid-Year,2,1,0,3
1070,PERF001070,440,2025,Annual,3,3,0,3
1071,PERF001071,440,2025,Mid-Year,4,3,0,3
1072,PERF001072,441,2024,Annual,4,4,0,51
1073,PERF001073,441,2024,Mid-Year,4,3,0,51
