attendance_key,attendance_id,employee_key,attendance_month_key,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours,attendance_rate,absence_rate
1206,ATT001206,47,20251101,20,20,0,0,0,6.0,1.0,0.0
1207,ATT001207,47,20251201,23,23,0,0,4,12.7,1.0,0.0
1208,ATT001208,47,20260101,22,21,1,0,6,4.8,0.9545,0.0455
1209,ATT001209,47,20260201,20,18,2,0,2,4.4,0.9,0.1
1210,ATT001210,47,20260301,22,19,3,1,0,1.8,0.8636,0.1364
1211,ATT001211,47,20260401,22,21,1,0,1,4.8,0.9545,0.0455
1212,ATT001212,47,20260501,21,17,4,1,3,0.2,0.8095,0.1905
1213,ATT001213,47,20260601,22,22,0,0,5,2.0,1.0,0.0
1214,ATT001214,48,20250501,22,21,1,0,4,1.7,0.9545,0.0455
1215,ATT001215,48,20250601,21,21,0,0,0,9.9,1.0,0.0
1216,ATT001216,48,20250701,23,23,0,0,1,5.0,1.0,0.0
1217,ATT001217,48,20250801,21,20,1,0,0,5.0,0.9524,0.0476
1218,ATT001218,48,20250901,22,21,1,1,8,12.8,0.9545,0.0455
1219,ATT001219,48,20251001,23,23,0,0,4,4.7,1.0,0.0
1220,ATT001220,48,20251101,20,18,2,0,4,6.1,0.9,0.1
1221,ATT001221,48,20251201,23,23,0,0,6,3.1,1.0,0.0
1222,ATT001222,49,20240101,23,21,2,3,9,2.4,0.913,0.087
1223,ATT001223,49,20240201,21,19,2,1,9,6.9,0.9048,0.0952
1224,ATT001224,49,20240301,21,21,0,0,10,5.7,1.0,0.0
1225,ATT001225,49,20240401,22,19,3,2,6,10.3,0.8636,0.1364
1226,ATT001226,49,20240501,23,22,1,1,13,0.0,0.9565,0.0435
1227,ATT001227,49,20240601,20,19,1,1,11,14.5,0.95,0.05
1228,ATT001228,49,20240701,23,23,0,2,9,7.7,1.0,0.0
1229,ATT001229,49,20240801,22,20,2,2,6,2.0,0.9091,0.0909
1230,ATT001230,49,20240901,21,20,1,0,12,6.3,0.9524,0.0476
1231,ATT001231,49,20241001,23,22,1,0,12,3.0,0.9565,0.0435
1232,ATT001232,49,20241101,21,18,3,1,6,3.5,0.8571,0.1429
1233,ATT001233,49,20241201,22,19,3,1,3,3.1,0.8636,0.1364
1234,ATT001234,49,20250101,23,21,2,0,12,5.5,0.913,0.087
1235,ATT001235,49,20250201,20,20,0,0,4,0.0,1.0,0.0
1236,ATT001236,49,20250301,21,20,1,1,10,0.5,0.9524,0.0476
1237,ATT001237,49,20250401,22,20,2,1,8,2.5,0.9091,0.0909
1238,ATT001238,49,20250501,22,20,2,0,10,0.0,0.9091,0.0909
1239,ATT001239,49,20250601,21,16,5,0,5,4.8,0.7619,0.2381
1240,ATT001240,49,20250701,23,23,0,3,10,2.4,1.0,0.0
1241,ATT001241,49,20250801,21,20,1,0,12,2.4,0.9524,0.0476
1242,ATT001242,49,20250901,22,19,3,1,7,6.0,0.8636,0.1364
1243,ATT001243,49,20251001,23,21,2,0,10,1.9,0.913,0.087
1244,ATT001244,49,20251101,20,18,2,1,4,0.0,0.9,0.1
1245,ATT001245,49,20251201,23,22,1,2,13,2.4,0.9565,0.0435
1246,ATT001246,49,20260101,22,20,2,0,6,5.1,0.9091,0.0909
1247,ATT001247,49,20260201,20,19,1,0,8,2.6,0.95,0.05
1248,ATT001248,49,20260301,22,21,1,0,11,0.0,0.9545,0.0455
1249,ATT001249,49,20260401,22,20,2,0,8,4.5,0.9091,0.0909
1250,ATT001250,49,20260501,21,21,0,0,10,8.1,1.0,0.0
1251,ATT001251,49,20260601,22,20,2,0,5,1.1,0.9091,0.0909
1252,ATT001252,50,20240101,23,23,0,0,20,0.5,1.0,0.0
1253,ATT001253,50,20240201,21,21,0,0,16,0.0,1.0,0.0
1254,ATT001254,50,20240301,21,20,1,0,15,6.1,0.9524,0.0476
1255,ATT001255,50,20240401,22,19,3,3,16,7.3,0.8636,0.1364
1256,ATT001256,50,20240501,23,19,4,1,14,0.0,0.8261,0.1739
1257,ATT001257,50,20240601,20,19,1,0,16,4.8,0.95,0.05
1258,ATT001258,50,20240701,23,20,3,1,16,3.4,0.8696,0.1304
1259,ATT001259,51,20240101,23,18,5,1,17,3.9,0.7826,0.2174
1260,ATT001260,51,20240201,21,19,2,0,15,9.0,0.9048,0.0952
1261,ATT001261,51,20240301,21,21,0,0,20,0.0,1.0,0.0
1262,ATT001262,51,20240401,22,21,1,1,19,11.8,0.9545,0.0455
1263,ATT001263,51,20240501,23,19,4,2,15,0.0,0.8261,0.1739
1264,ATT001264,51,20240601,20,16,4,1,16,8.2,0.8,0.2
1265,ATT001265,51,20240701,23,18,5,0,15,0.0,0.7826,0.2174
1266,ATT001266,51,20240801,22,20,2,2,20,0.0,0.9091,0.0909
1267,ATT001267,51,20240901,21,17,4,1,15,2.3,0.8095,0.1905
1268,ATT001268,51,20241001,23,22,1,2,15,0.0,0.9565,0.0435
1269,ATT001269,51,20241101,21,19,2,2,15,2.1,0.9048,0.0952
1270,ATT001270,51,20241201,22,20,2,1,17,0.0,0.9091,0.0909
1271,ATT001271,51,20250101,23,19,4,2,13,3.7,0.8261,0.1739
1272,ATT001272,51,20250201,20,17,3,1,13,0.0,0.85,0.15
1273,ATT001273,51,20250301,21,17,4,0,14,6.5,0.8095,0.1905
1274,ATT001274,51,20250401,22,20,2,1,14,1.9,0.9091,0.0909
1275,ATT001275,51,20250501,22,21,1,2,16,0.0,0.9545,0.0455
1276,ATT001276,51,20250601,21,17,4,1,14,5.0,0.8095,0.1905
1277,ATT001277,51,20250701,23,22,1,1,17,2.4,0.9565,0.0435
1278,ATT001278,51,20250801,21,20,1,1,15,4.7,0.9524,0.0476
1279,ATT001279,51,20250901,22,21,1,1,13,4.3,0.9545,0.0455
1280,ATT001280,51,20251001,23,18,5,1,18,1.0,0.7826,0.2174
1281,ATT001281,51,20251101,20,14,6,1,11,4.7,0.7,0.3
1282,ATT001282,51,20251201,23,21,2,0,14,0.0,0.913,0.087
1283,ATT001283,51,20260101,22,18,4,0,13,0.0,0.8182,0.1818
1284,ATT001284,51,20260201,20,18,2,3,16,0.0,0.9,0.1
1285,ATT001285,51,20260301,22,20,2,1,14,0.9,0.9091,0.0909
1286,ATT001286,51,20260401,22,21,1,1,17,4.0,0.9545,0.0455
1287,ATT001287,51,20260501,21,17,4,0,16,2.4,0.8095,0.1905
1288,ATT001288,51,20260601,22,18,4,2,17,0.0,0.8182,0.1818
1289,ATT001289,52,20240101,23,23,0,1,23,2.1,1.0,0.0
1290,ATT001290,52,20240201,21,21,0,1,14,14.2,1.0,0.0
1291,ATT001291,52,20240301,21,18,3,1,13,0.0,0.8571,0.1429
1292,ATT001292,52,20240401,22,22,0,0,17,4.0,1.0,0.0
1293,ATT001293,52,20240501,23,20,3,1,14,0.8,0.8696,0.1304
1294,ATT001294,52,20240601,20,19,1,0,15,7.3,0.95,0.05
1295,ATT001295,52,20240701,23,21,2,1,18,6.7,0.913,0.087
1296,ATT001296,52,20240801,22,22,0,3,18,2.0,1.0,0.0
1297,ATT001297,52,20240901,21,21,0,0,20,6.8,1.0,0.0
1298,ATT001298,52,20241001,23,23,0,0,18,3.7,1.0,0.0
1299,ATT001299,52,20241101,21,20,1,0,13,4.9,0.9524,0.0476
1300,ATT001300,52,20241201,22,21,1,0,16,3.9,0.9545,0.0455
1301,ATT001301,52,20250101,23,20,3,0,15,4.3,0.8696,0.1304
1302,ATT001302,52,20250201,20,17,3,2,14,9.8,0.85,0.15
1303,ATT001303,52,20250301,21,19,2,1,16,0.5,0.9048,0.0952
1304,ATT001304,52,20250401,22,21,1,1,14,11.7,0.9545,0.0455
1305,ATT001305,52,20250501,22,21,1,0,19,0.0,0.9545,0.0455
1306,ATT001306,52,20250601,21,20,1,0,18,10.8,0.9524,0.0476
1307,ATT001307,52,20250701,23,21,2,1,14,6.9,0.913,0.087
1308,ATT001308,53,20240101,23,23,0,0,8,10.3,1.0,0.0
1309,ATT001309,53,20240201,21,20,1,0,5,1.2,0.9524,0.0476
1310,ATT001310,53,20240301,21,21,0,1,6,4.8,1.0,0.0
1311,ATT001311,53,20240401,22,22,0,0,12,0.0,1.0,0.0
1312,ATT001312,53,20240501,23,21,2,0,15,3.0,0.913,0.087
1313,ATT001313,53,20240601,20,19,1,1,5,6.2,0.95,0.05
1314,ATT001314,53,20240701,23,22,1,1,9,3.9,0.9565,0.0435
1315,ATT001315,53,20240801,22,21,1,2,9,1.6,0.9545,0.0455
1316,ATT001316,53,20240901,21,18,3,0,4,1.2,0.8571,0.1429
1317,ATT001317,53,20241001,23,23,0,0,6,4.7,1.0,0.0
1318,ATT001318,53,20241101,21,20,1,1,6,0.0,0.9524,0.0476
1319,ATT001319,53,20241201,22,21,1,1,2,3.3,0.9545,0.0455
1320,ATT001320,53,20250101,23,21,2,0,7,7.4,0.913,0.087
1321,ATT001321,53,20250201,20,16,4,0,5,0.0,0.8,0.2
1322,ATT001322,53,20250301,21,16,5,1,11,0.1,0.7619,0.2381
1323,ATT001323,53,20250401,22,21,1,0,11,0.0,0.9545,0.0455
1324,ATT001324,53,20250501,22,21,1,0,8,7.1,0.9545,0.0455
1325,ATT001325,53,20250601,21,18,3,2,13,1.8,0.8571,0.1429
1326,ATT001326,53,20250701,23,22,1,0,6,4.4,0.9565,0.0435
1327,ATT001327,53,20250801,21,20,1,0,2,1.6,0.9524,0.0476
1328,ATT001328,53,20250901,22,19,3,0,6,0.0,0.8636,0.1364
1329,ATT001329,53,20251001,23,22,1,0,11,4.6,0.9565,0.0435
1330,ATT001330,53,20251101,20,20,0,1,4,1.2,1.0,0.0
1331,ATT001331,53,20251201,23,22,1,0,12,0.6,0.9565,0.0435
1332,ATT001332,53,20260101,22,22,0,1,5,8.3,1.0,0.0
1333,ATT001333,53,20260201,20,17,3,0,8,3.3,0.85,0.15
1334,ATT001334,53,20260301,22,20,2,0,4,7.0,0.9091,0.0909
1335,ATT001335,53,20260401,22,20,2,0,1,2.0,0.9091,0.0909
1336,ATT001336,53,20260501,21,19,2,0,6,0.0,0.9048,0.0952
1337,ATT001337,53,20260601,22,20,2,1,17,7.8,0.9091,0.0909
1338,ATT001338,54,20251101,20,19,1,1,11,9.0,0.95,0.05
1339,ATT001339,54,20251201,23,21,2,1,11,7.9,0.913,0.087
1340,ATT001340,54,20260101,22,22,0,1,9,0.5,1.0,0.0
1341,ATT001341,54,20260201,20,20,0,0,9,6.8,1.0,0.0
1342,ATT001342,54,20260301,22,20,2,0,11,2.0,0.9091,0.0909
1343,ATT001343,54,20260401,22,21,1,1,8,9.2,0.9545,0.0455
1344,ATT001344,54,20260501,21,20,1,0,9,5.7,0.9524,0.0476
1345,ATT001345,54,20260601,22,22,0,1,7,10.9,1.0,0.0
1346,ATT001346,55,20240101,23,21,2,0,11,0.0,0.913,0.087
1347,ATT001347,55,20240201,21,20,1,1,2,3.2,0.9524,0.0476
1348,ATT001348,55,20240301,21,21,0,1,8,0.0,1.0,0.0
1349,ATT001349,55,20240401,22,22,0,0,7,6.1,1.0,0.0
1350,ATT001350,55,20240501,23,23,0,1,9,2.3,1.0,0.0
1351,ATT001351,55,20240601,20,20,0,0,13,2.4,1.0,0.0
1352,ATT001352,55,20240701,23,22,1,0,9,8.2,0.9565,0.0435
1353,ATT001353,55,20240801,22,22,0,0,11,0.0,1.0,0.0
1354,ATT001354,55,20240901,21,21,0,0,13,4.7,1.0,0.0
1355,ATT001355,55,20241001,23,22,1,0,9,0.0,0.9565,0.0435
1356,ATT001356,55,20241101,21,20,1,1,3,2.9,0.9524,0.0476
1357,ATT001357,55,20241201,22,22,0,0,12,5.5,1.0,0.0
1358,ATT001358,55,20250101,23,23,0,0,7,5.1,1.0,0.0
1359,ATT001359,55,20250201,20,19,1,1,12,6.2,0.95,0.05
1360,ATT001360,55,20250301,21,19,2,0,10,2.5,0.9048,0.0952
1361,ATT001361,55,20250401,22,22,0,0,9,7.4,1.0,0.0
1362,ATT001362,55,20250501,22,21,1,0,9,7.6,0.9545,0.0455
1363,ATT001363,55,20250601,21,21,0,0,6,0.0,1.0,0.0
1364,ATT001364,55,20250701,23,22,1,0,3,9.2,0.9565,0.0435
1365,ATT001365,55,20250801,21,21,0,0,5,8.6,1.0,0.0
1366,ATT001366,55,20250901,22,22,0,0,6,9.8,1.0,0.0
1367,ATT001367,55,20251001,23,20,3,1,9,5.6,0.8696,0.1304
1368,ATT001368,55,20251101,20,18,2,1,3,0.0,0.9,0.1
1369,ATT001369,55,20251201,23,22,1,1,11,3.0,0.9565,0.0435
1370,ATT001370,55,20260101,22,22,0,0,10,5.6,1.0,0.0
1371,ATT001371,55,20260201,20,19,1,0,9,4.0,0.95,0.05
1372,ATT001372,55,20260301,22,22,0,0,10,2.7,1.0,0.0
1373,ATT001373,55,20260401,22,21,1,1,17,3.5,0.9545,0.0455
1374,ATT001374,55,20260501,21,19,2,0,12,8.6,0.9048,0.0952
1375,ATT001375,55,20260601,22,22,0,0,14,1.6,1.0,0.0
1376,ATT001376,56,20240101,23,22,1,0,13,7.7,0.9565,0.0435
1377,ATT001377,56,20240201,21,19,2,0,8,0.0,0.9048,0.0952
1378,ATT001378,56,20240301,21,18,3,0,12,3.4,0.8571,0.1429
1379,ATT001379,56,20240401,22,19,3,0,8,3.0,0.8636,0.1364
1380,ATT001380,56,20240501,23,21,2,0,10,9.4,0.913,0.087
1381,ATT001381,56,20240601,20,17,3,0,5,6.3,0.85,0.15
1382,ATT001382,57,20241101,21,19,2,0,0,10.3,0.9048,0.0952
1383,ATT001383,57,20241201,22,21,1,0,0,9.0,0.9545,0.0455
1384,ATT001384,57,20250101,23,22,1,0,1,10.1,0.9565,0.0435
1385,ATT001385,57,20250201,20,19,1,0,3,5.2,0.95,0.05
1386,ATT001386,57,20250301,21,21,0,0,5,4.3,1.0,0.0
1387,ATT001387,57,20250401,22,19,3,0,2,0.2,0.8636,0.1364
1388,ATT001388,57,20250501,22,22,0,0,1,3.5,1.0,0.0
1389,ATT001389,57,20250601,21,21,0,0,2,3.2,1.0,0.0
1390,ATT001390,57,20250701,23,22,1,1,1,9.1,0.9565,0.0435
1391,ATT001391,57,20250801,21,21,0,2,5,2.9,1.0,0.0
1392,ATT001392,57,20250901,22,21,1,1,1,3.7,0.9545,0.0455
1393,ATT001393,57,20251001,23,21,2,0,0,5.3,0.913,0.087
1394,ATT001394,57,20251101,20,20,0,0,1,9.4,1.0,0.0
1395,ATT001395,57,20251201,23,21,2,0,1,4.4,0.913,0.087
1396,ATT001396,57,20260101,22,19,3,0,1,5.2,0.8636,0.1364
1397,ATT001397,57,20260201,20,20,0,2,0,0.0,1.0,0.0
1398,ATT001398,57,20260301,22,21,1,0,4,0.4,0.9545,0.0455
1399,ATT001399,57,20260401,22,21,1,0,1,8.2,0.9545,0.0455
1400,ATT001400,57,20260501,21,21,0,1,1,8.1,1.0,0.0
1401,ATT001401,57,20260601,22,22,0,1,2,1.2,1.0,0.0
1402,ATT001402,58,20240601,20,18,2,0,0,4.9,0.9,0.1
1403,ATT001403,58,20240701,23,23,0,0,3,2.2,1.0,0.0
1404,ATT001404,58,20240801,22,19,3,2,1,0.0,0.8636,0.1364
1405,ATT001405,58,20240901,21,20,1,0,1,0.0,0.9524,0.0476
1406,ATT001406,58,20241001,23,22,1,1,0,3.1,0.9565,0.0435
1407,ATT001407,58,20241101,21,21,0,0,4,3.2,1.0,0.0
1408,ATT001408,58,20241201,22,18,4,0,0,0.0,0.8182,0.1818
1409,ATT001409,58,20250101,23,21,2,0,1,4.3,0.913,0.087
1410,ATT001410,58,20250201,20,19,1,2,2,0.4,0.95,0.05
1411,ATT001411,58,20250301,21,19,2,0,3,12.0,0.9048,0.0952
1412,ATT001412,58,20250401,22,20,2,0,4,6.8,0.9091,0.0909
1413,ATT001413,58,20250501,22,20,2,1,0,1.8,0.9091,0.0909
1414,ATT001414,58,20250601,21,19,2,1,3,4.1,0.9048,0.0952
1415,ATT001415,58,20250701,23,21,2,1,2,1.0,0.913,0.087
1416,ATT001416,58,20250801,21,19,2,1,1,2.7,0.9048,0.0952
1417,ATT001417,58,20250901,22,21,1,2,2,2.7,0.9545,0.0455
1418,ATT001418,58,20251001,23,20,3,1,0,0.0,0.8696,0.1304
1419,ATT001419,58,20251101,20,18,2,0,0,0.0,0.9,0.1
1420,ATT001420,58,20251201,23,23,0,1,0,0.0,1.0,0.0
1421,ATT001421,58,20260101,22,22,0,0,1,2.5,1.0,0.0
1422,ATT001422,58,20260201,20,19,1,1,2,0.0,0.95,0.05
1423,ATT001423,58,20260301,22,22,0,2,1,1.4,1.0,0.0
1424,ATT001424,58,20260401,22,21,1,1,2,0.7,0.9545,0.0455
1425,ATT001425,58,20260501,21,20,1,1,4,3.5,0.9524,0.0476
1426,ATT001426,58,20260601,22,19,3,0,0,5.6,0.8636,0.1364
1427,ATT001427,59,20240101,23,20,3,0,3,8.2,0.8696,0.1304
1428,ATT001428,59,20240201,21,20,1,3,2,0.4,0.9524,0.0476
1429,ATT001429,59,20240301,21,21,0,0,1,0.0,1.0,0.0
1430,ATT001430,59,20240401,22,20,2,1,0,1.1,0.9091,0.0909
1431,ATT001431,59,20240501,23,22,1,1,0,6.6,0.9565,0.0435
1432,ATT001432,59,20240601,20,17,3,0,2,7.0,0.85,0.15
1433,ATT001433,59,20240701,23,21,2,0,0,0.0,0.913,0.087
1434,ATT001434,59,20240801,22,21,1,1,0,0.0,0.9545,0.0455
1435,ATT001435,59,20240901,21,20,1,1,5,2.9,0.9524,0.0476
1436,ATT001436,59,20241001,23,22,1,0,4,5.9,0.9565,0.0435
1437,ATT001437,59,20241101,21,19,2,2,2,0.0,0.9048,0.0952
1438,ATT001438,59,20241201,22,21,1,0,0,6.8,0.9545,0.0455
1439,ATT001439,59,20250101,23,22,1,0,0,0.0,0.9565,0.0435
1440,ATT001440,59,20250201,20,18,2,3,0,6.4,0.9,0.1
1441,ATT001441,59,20250301,21,20,1,1,3,0.0,0.9524,0.0476
1442,ATT001442,59,20250401,22,21,1,0,0,9.5,0.9545,0.0455
1443,ATT001443,59,20250501,22,22,0,0,0,7.4,1.0,0.0
1444,ATT001444,59,20250601,21,18,3,0,1,6.6,0.8571,0.1429
1445,ATT001445,59,20250701,23,23,0,0,0,4.5,1.0,0.0
1446,ATT001446,59,20250801,21,20,1,0,2,3.9,0.9524,0.0476
1447,ATT001447,59,20250901,22,20,2,0,7,0.0,0.9091,0.0909
1448,ATT001448,59,20251001,23,21,2,0,2,0.0,0.913,0.087
1449,ATT001449,59,20251101,20,20,0,0,4,0.0,1.0,0.0
1450,ATT001450,59,20251201,23,20,3,0,5,1.4,0.8696,0.1304
1451,ATT001451,59,20260101,22,21,1,2,0,0.0,0.9545,0.0455
1452,ATT001452,59,20260201,20,19,1,0,2,10.6,0.95,0.05
1453,ATT001453,59,20260301,22,20,2,1,4,3.3,0.9091,0.0909
1454,ATT001454,59,20260401,22,20,2,0,1,3.5,0.9091,0.0909
1455,ATT001455,59,20260501,21,21,0,0,0,2.2,1.0,0.0
1456,ATT001456,59,20260601,22,22,0,2,0,1.2,1.0,0.0
1457,ATT001457,60,20240501,23,20,3,1,5,7.6,0.8696,0.1304
1458,ATT001458,60,20240601,20,20,0,1,1,0.0,1.0,0.0
1459,ATT001459,60,20240701,23,15,8,3,4,0.0,0.6522,0.3478
1460,ATT001460,60,20240801,22,18,4,2,2,2.1,0.8182,0.1818
1461,ATT001461,60,20240901,21,18,3,1,0,3.4,0.8571,0.1429
1462,ATT001462,60,20241001,23,17,6,0,4,1.5,0.7391,0.2609
1463,ATT001463,60,20241101,21,19,2,0,4,2.6,0.9048,0.0952
1464,ATT001464,60,20241201,22,16,6,0,2,0.7,0.7273,0.2727
1465,ATT001465,60,20250101,23,23,0,1,4,9.4,1.0,0.0
1466,ATT001466,60,20250201,20,19,1,0,2,7.1,0.95,0.05
1467,ATT001467,60,20250301,21,19,2,1,3,8.8,0.9048,0.0952
1468,ATT001468,60,20250401,22,16,6,1,0,6.2,0.7273,0.2727
1469,ATT001469,60,20250501,22,19,3,1,0,3.2,0.8636,0.1364
1470,ATT001470,60,20250601,21,19,2,1,5,0.0,0.9048,0.0952
1471,ATT001471,60,20250701,23,21,2,0,0,1.0,0.913,0.087
1472,ATT001472,60,20250801,21,21,0,0,0,4.4,1.0,0.0
1473,ATT001473,60,20250901,22,20,2,1,1,4.6,0.9091,0.0909
1474,ATT001474,60,20251001,23,21,2,2,3,3.7,0.913,0.087
1475,ATT001475,60,20251101,20,15,5,1,0,3.4,0.75,0.25
1476,ATT001476,60,20251201,23,21,2,0,2,0.0,0.913,0.087
1477,ATT001477,60,20260101,22,18,4,0,0,4.9,0.8182,0.1818
1478,ATT001478,60,20260201,20,18,2,0,3,5.9,0.9,0.1
1479,ATT001479,60,20260301,22,20,2,0,3,3.5,0.9091,0.0909
1480,ATT001480,60,20260401,22,19,3,1,0,7.0,0.8636,0.1364
1481,ATT001481,60,20260501,21,16,5,0,0,3.6,0.7619,0.2381
1482,ATT001482,60,20260601,22,20,2,3,0,2.2,0.9091,0.0909
1483,ATT001483,61,20240101,23,23,0,1,0,8.7,1.0,0.0
1484,ATT001484,61,20240201,21,21,0,1,3,0.0,1.0,0.0
1485,ATT001485,61,20240301,21,20,1,2,1,0.0,0.9524,0.0476
1486,ATT001486,61,20240401,22,21,1,2,0,6.4,0.9545,0.0455
1487,ATT001487,61,20240501,23,21,2,3,0,14.3,0.913,0.087
1488,ATT001488,61,20240601,20,19,1,1,2,3.6,0.95,0.05
1489,ATT001489,61,20240701,23,20,3,1,3,3.9,0.8696,0.1304
1490,ATT001490,61,20240801,22,14,8,1,5,1.6,0.6364,0.3636
1491,ATT001491,61,20240901,21,18,3,2,1,11.1,0.8571,0.1429
1492,ATT001492,61,20241001,23,19,4,1,0,0.3,0.8261,0.1739
1493,ATT001493,61,20241101,21,18,3,4,0,0.0,0.8571,0.1429
1494,ATT001494,61,20241201,22,19,3,1,0,5.0,0.8636,0.1364
1495,ATT001495,61,20250101,23,16,7,0,5,14.0,0.6957,0.3043
1496,ATT001496,61,20250201,20,17,3,0,0,6.0,0.85,0.15
1497,ATT001497,61,20250301,21,16,5,0,0,4.2,0.7619,0.2381
1498,ATT001498,61,20250401,22,20,2,1,0,3.5,0.9091,0.0909
1499,ATT001499,61,20250501,22,19,3,1,1,5.9,0.8636,0.1364
1500,ATT001500,61,20250601,21,18,3,2,1,13.0,0.8571,0.1429
1501,ATT001501,61,20250701,23,21,2,3,0,6.8,0.913,0.087
1502,ATT001502,61,20250801,21,20,1,2,2,1.7,0.9524,0.0476
1503,ATT001503,61,20250901,22,20,2,1,4,8.4,0.9091,0.0909
1504,ATT001504,61,20251001,23,19,4,1,3,2.3,0.8261,0.1739
1505,ATT001505,61,20251101,20,17,3,1,4,2.0,0.85,0.15
1506,ATT001506,61,20251201,23,19,4,1,4,0.1,0.8261,0.1739
1507,ATT001507,61,20260101,22,21,1,1,4,1.9,0.9545,0.0455
1508,ATT001508,61,20260201,20,18,2,2,0,5.9,0.9,0.1
1509,ATT001509,61,20260301,22,20,2,0,0,8.8,0.9091,0.0909
1510,ATT001510,61,20260401,22,18,4,1,0,7.2,0.8182,0.1818
1511,ATT001511,61,20260501,21,21,0,0,0,5.4,1.0,0.0
1512,ATT001512,61,20260601,22,20,2,1,4,0.0,0.9091,0.0909
1513,ATT001513,62,20240101,23,18,5,0,17,7.0,0.7826,0.2174
1514,ATT001514,62,20240201,21,19,2,2,9,9.1,0.9048,0.0952
1515,ATT001515,62,20240301,21,19,2,0,10,1.2,0.9048,0.0952
1516,ATT001516,62,20240401,22,17,5,0,4,0.0,0.7727,0.2273
1517,ATT001517,62,20240501,23,22,1,1,8,9.3,0.9565,0.0435
1518,ATT001518,62,20240601,20,18,2,1,8,7.1,0.9,0.1
1519,ATT001519,62,20240701,23,23,0,0,11,7.7,1.0,0.0
1520,ATT001520,62,20240801,22,19,3,2,5,7.3,0.8636,0.1364
1521,ATT001521,62,20240901,21,18,3,0,10,2.4,0.8571,0.1429
1522,ATT001522,62,20241001,23,23,0,2,4,1.6,1.0,0.0
1523,ATT001523,62,20241101,21,21,0,1,12,6.1,1.0,0.0
1524,ATT001524,62,20241201,22,17,5,0,14,0.0,0.7727,0.2273
1525,ATT001525,62,20250101,23,22,1,0,6,6.6,0.9565,0.0435
1526,ATT001526,62,20250201,20,17,3,1,10,8.1,0.85,0.15
1527,ATT001527,62,20250301,21,20,1,0,10,9.3,0.9524,0.0476
1528,ATT001528,62,20250401,22,20,2,1,3,0.8,0.9091,0.0909
1529,ATT001529,62,20250501,22,22,0,0,8,0.0,1.0,0.0
1530,ATT001530,62,20250601,21,21,0,3,5,0.0,1.0,0.0
1531,ATT001531,62,20250701,23,22,1,1,9,4.6,0.9565,0.0435
1532,ATT001532,62,20250801,21,16,5,2,6,6.0,0.7619,0.2381
1533,ATT001533,62,20250901,22,18,4,0,6,0.2,0.8182,0.1818
1534,ATT001534,62,20251001,23,21,2,0,11,0.1,0.913,0.087
1535,ATT001535,62,20251101,20,19,1,2,8,10.7,0.95,0.05
1536,ATT001536,62,20251201,23,23,0,1,12,5.2,1.0,0.0
1537,ATT001537,62,20260101,22,19,3,3,8,3.1,0.8636,0.1364
1538,ATT001538,62,20260201,20,19,1,0,0,9.6,0.95,0.05
1539,ATT001539,62,20260301,22,20,2,0,7,3.6,0.9091,0.0909
1540,ATT001540,62,20260401,22,18,4,4,5,7.5,0.8182,0.1818
1541,ATT001541,62,20260501,21,20,1,0,7,2.7,0.9524,0.0476
1542,ATT001542,62,20260601,22,22,0,1,8,0.0,1.0,0.0
1543,ATT001543,63,20240101,23,22,1,0,2,3.0,0.9565,0.0435
1544,ATT001544,63,20240201,21,20,1,0,2,0.0,0.9524,0.0476
1545,ATT001545,63,20240301,21,21,0,0,2,0.3,1.0,0.0
1546,ATT001546,63,20240401,22,20,2,0,0,6.3,0.9091,0.0909
1547,ATT001547,63,20240501,23,21,2,0,0,0.0,0.913,0.087
1548,ATT001548,63,20240601,20,20,0,0,6,2.2,1.0,0.0
1549,ATT001549,63,20240701,23,23,0,1,1,7.5,1.0,0.0
1550,ATT001550,63,20240801,22,19,3,1,5,10.4,0.8636,0.1364
1551,ATT001551,63,20240901,21,19,2,0,3,6.6,0.9048,0.0952
1552,ATT001552,63,20241001,23,23,0,0,0,6.9,1.0,0.0
1553,ATT001553,63,20241101,21,19,2,0,0,4.4,0.9048,0.0952
1554,ATT001554,63,20241201,22,21,1,0,3,4.7,0.9545,0.0455
1555,ATT001555,63,20250101,23,23,0,0,5,5.2,1.0,0.0
1556,ATT001556,63,20250201,20,20,0,0,0,13.0,1.0,0.0
1557,ATT001557,63,20250301,21,20,1,1,2,15.2,0.9524,0.0476
1558,ATT001558,63,20250401,22,22,0,2,0,3.3,1.0,0.0
1559,ATT001559,63,20250501,22,22,0,1,1,0.0,1.0,0.0
1560,ATT001560,63,20250601,21,21,0,0,3,6.4,1.0,0.0
1561,ATT001561,63,20250701,23,22,1,0,0,3.1,0.9565,0.0435
1562,ATT001562,63,20250801,21,21,0,0,2,2.9,1.0,0.0
1563,ATT001563,63,20250901,22,20,2,0,1,5.0,0.9091,0.0909
1564,ATT001564,63,20251001,23,22,1,0,5,0.0,0.9565,0.0435
1565,ATT001565,63,20251101,20,19,1,0,3,1.0,0.95,0.05
1566,ATT001566,63,20251201,23,20,3,2,1,3.6,0.8696,0.1304
1567,ATT001567,63,20260101,22,22,0,0,1,11.9,1.0,0.0
1568,ATT001568,63,20260201,20,20,0,0,0,13.4,1.0,0.0
1569,ATT001569,63,20260301,22,22,0,0,2,10.7,1.0,0.0
1570,ATT001570,63,20260401,22,22,0,0,4,5.0,1.0,0.0
