employee_id,age,gender,department,job_role,job_level,location,work_mode,tenure_years,annual_salary,salary_band,absence_rate,late_arrivals,training_hours,training_completion_flag,training_completion_rate,performance_rating,potential_rating,promotion_flag,attrition_flag
EMP0185,50,Male,Sales,Sales Executive,Mid,Manchester,Hybrid,1.55,48500,40K-50K,0.0094,3,38.2,1,0.75,3,3,0,0
EMP0186,47,Male,Customer Support,Customer Support Advisor,Junior,Edinburgh,Remote,1.68,23500,Under 30K,0.0939,15,1.2,1,1.0,4,4,0,0
EMP0187,39,Male,Operations,Operations Analyst,Mid,Leeds,Remote,4.98,41000,40K-50K,0.1161,27,22.2,1,1.0,4,5,0,0
EMP0188,23,Female,IT,Junior Software Developer,Junior,Edinburgh,Office,6.15,28500,Under 30K,0.0317,4,13.2,0,0.0,3,3,0,1
EMP0189,36,Male,Sales,Sales Executive,Mid,Bristol,Hybrid,3.22,44000,40K-50K,0.168,60,7.1,1,1.0,3,3,0,0
EMP0190,39,Male,Sales,Sales Development Representative,Junior,Bristol,Office,4.98,28500,Under 30K,0.187,29,6.9,0,0.0,4,4,1,1
EMP0191,25,Male,HR,HR Assistant,Junior,Edinburgh,Remote,4.06,24000,Under 30K,0.0687,5,30.8,1,1.0,3,3,0,1
EMP0192,22,Male,Sales,Sales Development Representative,Junior,Leeds,Office,7.77,25000,Under 30K,0.0258,6,23.8,1,0.6667,4,4,0,0
EMP0193,45,Female,HR,HR Assistant,Junior,Manchester,Remote,3.11,23500,Under 30K,0.0791,26,6.5,1,1.0,3,4,0,0
EMP0194,36,Male,Operations,Senior Operations Specialist,Senior,Edinburgh,Hybrid,1.56,53500,50K-65K,0.1144,29,9.7,1,0.5,4,4,1,0
EMP0195,44,Female,Legal,Legal Advisor,Mid,Leeds,Hybrid,7.73,50000,50K-65K,0.2025,50,33.2,1,0.75,3,3,0,0
EMP0196,43,Male,IT,Data Analyst,Mid,London,Office,0.28,47500,40K-50K,0.0568,1,33.7,1,1.0,,,0,0
EMP0197,37,Male,Operations,Senior Operations Specialist,Senior,Manchester,Hybrid,0.52,48000,40K-50K,0.0189,3,3.0,1,1.0,,,0,0
EMP0198,42,Female,HR,HR Assistant,Junior,Birmingham,Hybrid,5.62,24000,Under 30K,0.0428,9,15.3,1,1.0,4,5,0,0
EMP0199,40,Male,Finance,Finance Analyst,Mid,London,Hybrid,6.88,51500,50K-65K,0.0598,17,20.3,1,0.5,5,5,0,0
EMP0200,31,Male,IT,Senior Data Engineer,Senior,Manchester,Hybrid,2.27,54500,50K-65K,0.0671,15,45.5,1,0.75,3,3,0,1
EMP0201,42,Female,Sales,Sales Executive,Mid,Manchester,Hybrid,5.41,46000,40K-50K,0.0215,3,12.8,1,1.0,3,4,0,0
EMP0202,35,Female,Marketing,Marketing Assistant,Junior,London,Office,9.48,36000,30K-40K,0.0552,18,25.5,1,1.0,4,3,0,0
EMP0203,46,Male,Sales,Sales Development Representative,Junior,Birmingham,Hybrid,3.71,27000,Under 30K,0.0821,12,5.5,1,1.0,3,2,0,0
EMP0204,36,Male,Operations,Operations Analyst,Mid,Manchester,Remote,6.65,39500,30K-40K,0.1407,35,46.8,1,0.8,4,4,0,0
EMP0205,40,Male,Finance,Finance Manager,Manager,Birmingham,Hybrid,4.86,73000,65K-80K,0.0644,15,15.8,1,1.0,2,2,0,0
EMP0206,44,Female,Finance,Finance Manager,Manager,London,Hybrid,2.83,79000,65K-80K,0.0354,8,7.9,1,1.0,2,3,0,0
EMP0207,40,Female,IT,Junior Software Developer,Junior,Manchester,Office,4.62,29000,Under 30K,0.173,38,18.7,1,1.0,4,4,0,0
EMP0208,32,Female,HR,HR Assistant,Junior,Manchester,Remote,5.55,23500,Under 30K,0.0273,7,10.3,1,0.5,4,3,0,0
EMP0209,32,Female,IT,Junior Software Developer,Junior,Manchester,Office,7.03,28500,Under 30K,0.0625,13,10.9,1,1.0,3,3,0,0
EMP0210,48,Female,Customer Support,Senior Support Specialist,Senior,Edinburgh,Hybrid,1.05,51000,50K-65K,0.0854,13,28.3,0,0.3333,4,3,0,0
EMP0211,46,Female,Customer Support,Customer Support Specialist,Mid,London,Office,2.8,47500,40K-50K,0.0398,8,46.4,1,0.75,5,5,0,0
EMP0212,53,Male,Finance,Finance Analyst,Mid,London,Hybrid,1.0,42500,40K-50K,0.0467,11,17.7,1,0.75,3,3,0,0
EMP0213,35,Female,Sales,Senior Account Executive,Senior,Manchester,Hybrid,3.74,52000,50K-65K,0.1852,37,36.0,1,1.0,3,3,0,0
EMP0214,40,Male,Sales,Senior Account Executive,Senior,Birmingham,Office,2.85,63000,50K-65K,0.058,20,12.4,0,0.0,4,4,0,0
EMP0215,26,Female,IT,IT Manager,Manager,Leeds,Remote,8.07,83000,80K-100K,0.0239,5,7.6,0,0.0,4,4,0,0
EMP0216,38,Male,Operations,Senior Operations Specialist,Senior,Manchester,Hybrid,4.21,51500,50K-65K,0.0487,8,12.8,1,1.0,4,5,1,1
EMP0217,30,Male,HR,HR Advisor,Mid,London,Hybrid,5.8,45500,40K-50K,0.0898,17,12.9,1,1.0,2,2,0,0
EMP0218,37,Male,IT,Technology Director,Director,Birmingham,Remote,2.97,120000,100K+,0.1225,28,23.2,1,1.0,2,2,0,0
EMP0219,34,Female,IT,Junior Software Developer,Junior,Bristol,Office,1.43,27500,Under 30K,0.1921,19,27.2,1,1.0,4,3,0,1
EMP0220,41,Female,IT,Junior Software Developer,Junior,Birmingham,Office,7.8,26000,Under 30K,0.0973,16,29.2,1,1.0,4,4,0,0
EMP0221,36,Male,Operations,Operations Assistant,Junior,London,Hybrid,3.38,33500,30K-40K,0.0046,1,27.2,0,0.0,4,4,0,0
EMP0222,26,Female,Sales,Sales Executive,Mid,Bristol,Office,0.57,38500,30K-40K,0.1254,5,6.7,0,0.0,3,3,0,0
EMP0223,41,Not disclosed,IT,Senior Data Engineer,Senior,Bristol,Office,1.5,59000,50K-65K,0.0485,5,40.3,1,0.75,4,3,0,0
EMP0224,40,Male,Finance,Accounts Assistant,Junior,London,Hybrid,5.34,35000,30K-40K,0.0415,9,7.0,0,0.0,4,5,0,0
EMP0225,38,Male,IT,Data Analyst,Mid,Leeds,Office,3.71,50000,50K-65K,0.1727,40,7.9,1,0.5,4,3,0,0
EMP0226,50,Male,Customer Support,Customer Support Manager,Manager,London,Remote,1.66,67500,65K-80K,0.1016,11,38.1,0,0.3333,4,4,0,0
EMP0227,42,Male,Customer Support,Customer Support Advisor,Junior,London,Hybrid,0.85,33000,30K-40K,0.0,1,17.5,1,1.0,,,0,1
EMP0228,28,Female,Marketing,Marketing Executive,Mid,London,Hybrid,7.91,48000,40K-50K,0.0446,20,28.9,1,0.5,3,4,0,0
EMP0229,30,Male,Sales,Senior Account Executive,Senior,Birmingham,Hybrid,7.81,63500,50K-65K,0.0508,7,10.0,0,0.0,4,4,1,0
EMP0230,38,Male,Finance,Finance Analyst,Mid,London,Hybrid,2.26,48500,40K-50K,0.0722,18,9.8,1,1.0,3,2,0,0
EMP0231,22,Female,Sales,Sales Development Representative,Junior,Manchester,Remote,4.12,30500,30K-40K,0.1998,58,19.1,0,0.3333,5,5,0,0
EMP0232,41,Female,IT,Data Analyst,Mid,London,Remote,3.33,51500,50K-65K,0.1156,29,16.0,1,1.0,3,3,0,0
EMP0233,36,Female,Finance,Senior Finance Analyst,Senior,Edinburgh,Office,3.45,50000,50K-65K,0.0385,10,20.7,1,0.5,2,2,0,0
EMP0234,35,Male,Sales,Senior Account Executive,Senior,London,Office,1.56,80000,80K-100K,0.1215,17,34.3,1,1.0,5,5,0,0
EMP0235,49,Female,Finance,Finance Analyst,Mid,Manchester,Office,4.0,43000,40K-50K,0.0119,7,37.5,1,1.0,4,5,0,0
EMP0236,28,Male,Customer Support,Senior Support Specialist,Senior,Birmingham,Hybrid,4.36,55000,50K-65K,0.0766,12,29.5,1,1.0,3,4,0,0
EMP0237,37,Female,Legal,Legal Advisor,Mid,Manchester,Office,2.72,43000,40K-50K,0.0807,20,8.4,1,1.0,4,4,0,0
EMP0238,37,Not disclosed,Sales,Sales Executive,Mid,Bristol,Office,9.15,42500,40K-50K,0.1288,27,4.7,1,0.5,3,3,0,0
EMP0239,39,Female,Operations,Senior Operations Specialist,Senior,Bristol,Remote,4.77,63000,50K-65K,0.0514,10,19.2,0,0.3333,4,3,0,0
EMP0240,33,Female,Marketing,Senior Marketing Specialist,Senior,Edinburgh,Remote,6.49,62000,50K-65K,0.1121,24,23.3,1,1.0,3,3,0,0
EMP0241,35,Male,Marketing,Marketing Executive,Mid,London,Remote,8.47,46500,40K-50K,0.027,9,19.0,1,1.0,4,4,0,0
EMP0242,41,Female,Operations,Operations Assistant,Junior,London,Office,9.13,28500,Under 30K,0.1149,27,26.2,1,1.0,3,2,0,0
EMP0243,41,Male,Customer Support,Customer Support Advisor,Junior,Birmingham,Office,5.13,21500,Under 30K,0.1847,40,25.9,0,0.0,4,3,0,1
EMP0244,29,Male,Finance,Accounts Assistant,Junior,London,Office,9.06,36500,30K-40K,0.1023,13,16.7,0,0.3333,5,4,0,0
EMP0245,51,Male,Marketing,Marketing Executive,Mid,Birmingham,Hybrid,5.42,36500,30K-40K,0.1445,29,40.1,1,1.0,3,3,0,1
EMP0246,39,Female,IT,Data Analyst,Mid,London,Hybrid,3.78,42500,40K-50K,0.0324,4,11.8,0,0.0,2,2,0,0
EMP0247,54,Male,Operations,Operations Assistant,Junior,London,Hybrid,0.53,29000,Under 30K,0.0905,5,22.2,1,0.5,,,0,1
EMP0248,37,Male,IT,Data Analyst,Mid,Edinburgh,Office,4.79,51000,50K-65K,0.0593,16,40.1,1,0.5,3,4,0,0
EMP0249,43,Female,HR,HR Assistant,Junior,Manchester,Office,6.61,31500,30K-40K,0.121,29,19.9,0,0.0,5,5,0,0
EMP0250,38,Male,Sales,Sales Development Representative,Junior,London,Hybrid,5.42,30500,30K-40K,0.0689,17,25.7,1,1.0,3,2,0,0
EMP0251,45,Male,Customer Support,Customer Support Specialist,Mid,London,Office,3.24,44000,40K-50K,0.1115,21,26.5,1,1.0,3,3,0,1
EMP0252,39,Female,Operations,Senior Operations Specialist,Senior,Manchester,Remote,8.35,49500,40K-50K,0.038,9,33.0,0,0.3333,4,5,0,0
EMP0253,45,Female,Operations,Senior Operations Specialist,Senior,London,Office,3.61,52500,50K-65K,0.0924,23,37.7,1,0.75,3,3,0,0
EMP0254,45,Male,Marketing,Marketing Assistant,Junior,Leeds,Hybrid,7.42,28000,Under 30K,0.1973,57,22.2,1,0.6667,5,5,0,0
EMP0255,44,Female,Legal,Legal Assistant,Junior,London,Hybrid,5.01,33500,30K-40K,0.072,24,32.2,1,1.0,3,2,0,0
EMP0256,48,Female,Operations,Operations Assistant,Junior,London,Hybrid,6.47,34000,30K-40K,0.0794,14,26.7,1,0.75,4,5,0,0
EMP0257,37,Male,Sales,Senior Account Executive,Senior,Birmingham,Hybrid,8.06,55500,50K-65K,0.0956,23,10.7,0,0.0,4,3,0,0
EMP0258,28,Male,Operations,Senior Operations Specialist,Senior,London,Hybrid,7.37,57500,50K-65K,0.0171,1,13.7,0,0.0,3,3,0,0
EMP0259,36,Female,Sales,Sales Development Representative,Junior,Birmingham,Hybrid,1.35,29500,Under 30K,0.2278,22,31.2,1,0.6667,3,2,0,0
EMP0260,27,Female,IT,Junior Software Developer,Junior,Edinburgh,Office,0.77,29500,Under 30K,0.0273,1,10.6,0,0.0,,,0,1
EMP0261,48,Female,Marketing,Senior Marketing Specialist,Senior,Birmingham,Hybrid,4.53,49000,40K-50K,0.0555,9,25.3,1,1.0,2,2,0,0
EMP0262,33,Male,IT,Senior Data Engineer,Senior,Manchester,Office,9.42,73000,65K-80K,0.0933,16,11.9,1,1.0,4,5,0,0
EMP0263,40,Female,Marketing,Marketing Assistant,Junior,Edinburgh,Office,0.35,24500,Under 30K,0.0182,0,17.5,1,1.0,,,0,0
EMP0264,50,Female,Sales,Sales Development Representative,Junior,Edinburgh,Hybrid,6.92,29000,Under 30K,0.1441,40,31.7,1,0.6667,3,3,0,0
EMP0265,39,Female,IT,Data Analyst,Mid,London,Remote,5.61,59000,50K-65K,0.1415,38,15.1,1,1.0,3,2,0,0
EMP0266,25,Male,IT,Data Analyst,Mid,London,Hybrid,7.96,47000,40K-50K,0.0904,18,24.9,1,0.75,3,3,0,0
EMP0267,41,Female,IT,Senior Data Engineer,Senior,Manchester,Hybrid,9.1,63500,50K-65K,0.1367,29,17.9,1,0.6667,2,1,0,0
EMP0268,34,Female,Customer Support,Senior Support Specialist,Senior,Birmingham,Office,1.71,57000,50K-65K,0.0774,13,14.6,1,1.0,1,1,0,0
EMP0269,30,Male,Marketing,Marketing Executive,Mid,Edinburgh,Remote,3.44,42000,40K-50K,0.2051,58,1.8,1,1.0,2,2,0,0
EMP0270,38,Female,HR,HR Advisor,Mid,Birmingham,Hybrid,0.9,31000,30K-40K,0.1056,0,20.6,1,0.75,,,0,1
EMP0271,45,Other,Marketing,Marketing Executive,Mid,Leeds,Hybrid,7.91,37000,30K-40K,0.0599,20,49.7,1,0.6,2,1,0,0
EMP0272,58,Female,Marketing,Marketing Executive,Mid,London,Office,4.26,38000,30K-40K,0.201,54,27.3,1,0.75,3,3,0,0
EMP0273,45,Female,Operations,Senior Operations Specialist,Senior,London,Office,8.13,58500,50K-65K,0.1341,29,44.3,1,0.5,5,5,0,1
EMP0274,35,Female,Operations,Senior Operations Specialist,Senior,Bristol,Hybrid,7.69,58000,50K-65K,0.191,54,30.8,1,1.0,4,5,0,0
EMP0275,43,Male,Customer Support,Customer Support Manager,Manager,Manchester,Hybrid,7.84,75000,65K-80K,0.0489,18,3.7,1,1.0,4,2,0,0
EMP0276,29,Female,Marketing,Marketing Manager,Manager,Birmingham,Hybrid,7.24,67500,65K-80K,0.1745,46,10.5,0,0.0,5,5,0,0
EMP0277,42,Female,Sales,Sales Executive,Mid,Birmingham,Office,0.93,39500,30K-40K,0.1846,15,28.4,1,0.5,4,4,0,0
EMP0278,41,Female,Operations,Senior Operations Specialist,Senior,London,Office,3.01,66500,65K-80K,0.1617,30,24.8,1,0.75,4,4,0,0
EMP0279,35,Male,Sales,Sales Manager,Manager,Leeds,Hybrid,0.64,79500,65K-80K,0.207,16,11.4,1,1.0,3,2,0,1
EMP0280,47,Male,Customer Support,Customer Support Specialist,Mid,London,Remote,3.43,43500,40K-50K,0.1389,46,10.8,1,1.0,4,3,0,0
EMP0281,24,Female,Sales,Sales Executive,Mid,Edinburgh,Hybrid,4.64,40000,40K-50K,0.1439,45,16.2,1,0.5,3,4,0,1
EMP0282,41,Male,Sales,Sales Development Representative,Junior,London,Remote,6.4,30000,30K-40K,0.1961,46,17.6,1,1.0,4,3,0,0
EMP0283,51,Male,Operations,Operations Manager,Manager,Bristol,Remote,5.36,77500,65K-80K,0.2127,53,26.0,1,1.0,5,4,0,0
EMP0284,30,Male,Legal,Legal Advisor,Mid,Bristol,Hybrid,9.44,47000,40K-50K,0.0371,7,4.5,0,0.0,5,5,0,0
EMP0285,39,Female,Operations,Operations Assistant,Junior,Bristol,Hybrid,8.59,28000,Under 30K,0.026,8,5.4,1,1.0,3,3,0,0
EMP0286,55,Female,Customer Support,Customer Support Manager,Manager,Bristol,Office,6.58,72000,65K-80K,0.0583,14,18.5,1,1.0,5,5,1,0
EMP0287,46,Female,IT,IT Manager,Manager,Manchester,Office,3.98,75500,65K-80K,0.0822,21,42.1,1,0.5,3,3,0,0
EMP0288,48,Female,Marketing,Senior Marketing Specialist,Senior,London,Remote,6.29,71000,65K-80K,0.1264,39,8.0,1,0.6667,3,3,0,0
EMP0289,43,Male,IT,Data Analyst,Mid,London,Remote,3.89,47000,40K-50K,0.1476,16,45.6,1,1.0,2,2,0,1
EMP0290,31,Female,Finance,Accounts Assistant,Junior,Edinburgh,Office,7.68,33000,30K-40K,0.1736,31,5.4,0,0.0,3,4,0,0
EMP0291,31,Male,Marketing,Marketing Executive,Mid,Leeds,Hybrid,6.75,37500,30K-40K,0.1377,31,16.5,1,0.6667,4,4,0,0
EMP0292,34,Female,IT,Junior Software Developer,Junior,Bristol,Remote,8.96,32000,30K-40K,0.16,46,17.7,1,0.5,3,4,0,0
EMP0293,36,Male,HR,HR Advisor,Mid,Manchester,Hybrid,3.82,42000,40K-50K,0.0566,8,52.4,1,0.75,3,4,0,0
EMP0294,38,Male,HR,HR Advisor,Mid,Manchester,Hybrid,3.69,34500,30K-40K,0.0454,7,39.3,1,1.0,2,2,0,0
EMP0295,35,Male,Operations,Operations Assistant,Junior,Leeds,Hybrid,8.28,24000,Under 30K,0.0991,23,5.8,1,1.0,4,3,0,0
EMP0296,46,Male,Finance,Finance Analyst,Mid,Leeds,Hybrid,7.88,42000,40K-50K,0.1023,25,26.6,1,1.0,4,4,0,0
EMP0297,42,Male,Sales,Sales Development Representative,Junior,Edinburgh,Remote,8.59,25000,Under 30K,0.1294,26,20.1,1,0.5,4,3,0,0
EMP0298,33,Male,Finance,Accounts Assistant,Junior,Bristol,Remote,2.37,25500,Under 30K,0.0816,19,25.5,1,0.75,4,4,0,0
EMP0299,41,Male,Customer Support,Customer Support Advisor,Junior,Edinburgh,Hybrid,5.05,26500,Under 30K,0.1059,10,1.5,1,1.0,3,2,0,1
EMP0300,43,Female,Operations,Senior Operations Specialist,Senior,London,Hybrid,7.26,53500,50K-65K,0.0982,21,40.8,1,0.6,5,5,1,0
EMP0301,43,Male,Customer Support,Customer Support Advisor,Junior,Birmingham,Office,4.37,26500,Under 30K,0.0567,6,9.4,1,1.0,5,4,1,0
EMP0302,35,Female,Operations,Senior Operations Specialist,Senior,Birmingham,Remote,5.63,56000,50K-65K,0.1172,28,24.5,1,1.0,3,3,0,0
EMP0303,55,Male,Operations,Operations Analyst,Mid,Leeds,Office,5.67,40000,40K-50K,0.0156,2,9.2,0,0.3333,3,3,0,0
EMP0304,35,Female,Sales,Senior Account Executive,Senior,Birmingham,Office,5.08,52500,50K-65K,0.0216,9,30.4,1,1.0,3,3,0,0
EMP0305,42,Not disclosed,Customer Support,Customer Support Advisor,Junior,London,Office,4.7,29000,Under 30K,0.2032,51,38.7,1,0.6,3,2,0,0
EMP0306,22,Female,IT,Data Analyst,Mid,London,Office,3.83,44500,40K-50K,0.1213,23,2.7,0,0.0,4,4,0,0
EMP0307,36,Male,Finance,Finance Manager,Manager,Birmingham,Hybrid,2.25,69000,65K-80K,0.0821,24,14.4,1,1.0,5,4,0,0
EMP0308,39,Male,Sales,Sales Development Representative,Junior,Edinburgh,Office,7.03,30000,30K-40K,0.0909,21,17.5,1,1.0,3,3,0,0
EMP0309,41,Male,Operations,Operations Manager,Manager,London,Remote,7.17,78000,65K-80K,0.0661,14,42.6,1,0.75,3,3,0,0
EMP0310,45,Female,HR,HR Business Partner,Senior,Manchester,Hybrid,5.22,46500,40K-50K,0.0689,14,28.1,1,1.0,3,3,0,0
EMP0311,39,Male,Sales,Senior Account Executive,Senior,London,Hybrid,9.06,69000,65K-80K,0.168,35,20.5,1,1.0,1,1,0,0
EMP0312,47,Female,Operations,Operations Analyst,Mid,London,Hybrid,8.48,47000,40K-50K,0.0645,20,24.6,1,1.0,2,1,0,0
EMP0313,42,Male,Finance,Accounts Assistant,Junior,Manchester,Hybrid,1.37,32500,30K-40K,0.1244,27,18.2,1,0.6667,5,5,0,1
EMP0314,55,Male,Finance,Finance Manager,Manager,Bristol,Remote,0.88,72000,65K-80K,0.2071,18,13.4,1,1.0,5,5,1,0
EMP0315,39,Female,HR,HR Business Partner,Senior,Edinburgh,Hybrid,6.36,49000,40K-50K,0.0466,0,9.0,1,1.0,,,0,1
EMP0316,62,Male,IT,Data Analyst,Mid,London,Hybrid,4.95,45500,40K-50K,0.0628,15,23.1,1,0.6667,3,3,0,0
EMP0317,24,Female,Customer Support,Customer Support Advisor,Junior,London,Hybrid,2.03,28500,Under 30K,0.0111,2,35.8,1,0.75,5,5,1,0
EMP0318,49,Male,IT,Junior Software Developer,Junior,Birmingham,Office,5.49,35000,30K-40K,0.0658,18,6.7,0,0.0,5,5,0,0
EMP0319,33,Female,Finance,Finance Manager,Manager,London,Office,4.83,79000,65K-80K,0.1501,16,37.9,1,0.6667,5,5,1,1
EMP0320,52,Male,Sales,Sales Development Representative,Junior,Manchester,Office,3.52,31000,30K-40K,0.083,19,23.0,1,1.0,4,4,0,0
EMP0321,47,Female,Marketing,Marketing Assistant,Junior,London,Remote,6.31,32000,30K-40K,0.098,8,23.8,0,0.0,4,4,0,0
EMP0322,32,Not disclosed,Operations,Operations Analyst,Mid,Manchester,Hybrid,1.92,41500,40K-50K,0.1548,23,19.4,0,0.3333,2,3,0,0
EMP0323,37,Female,Marketing,Senior Marketing Specialist,Senior,London,Hybrid,4.85,65000,65K-80K,0.0573,24,27.4,1,0.6667,4,4,0,0
EMP0324,29,Male,Sales,Sales Development Representative,Junior,Birmingham,Hybrid,3.59,26000,Under 30K,0.1692,11,3.1,1,1.0,,,0,1
EMP0325,54,Male,Sales,Sales Executive,Mid,London,Hybrid,4.21,50000,50K-65K,0.0308,13,24.4,1,0.6667,2,2,0,0
EMP0326,60,Female,Marketing,Marketing Executive,Mid,Edinburgh,Remote,5.0,35000,30K-40K,0.1163,18,14.3,1,1.0,4,4,0,0
EMP0327,45,Female,Sales,Sales Executive,Mid,London,Office,3.37,52000,50K-65K,0.0694,17,20.1,1,1.0,3,3,0,0
EMP0328,46,Male,Operations,Operations Manager,Manager,Edinburgh,Remote,1.76,76500,65K-80K,0.004,2,36.2,0,0.3333,3,3,0,1
EMP0329,33,Female,Customer Support,Customer Support Manager,Manager,London,Hybrid,2.9,78000,65K-80K,0.0063,3,37.1,1,0.5,4,4,0,0
EMP0330,38,Female,Marketing,Marketing Manager,Manager,Birmingham,Hybrid,5.51,69000,65K-80K,0.1587,36,16.0,1,1.0,3,3,0,0
EMP0331,42,Male,Operations,Senior Operations Specialist,Senior,Edinburgh,Hybrid,4.83,51500,50K-65K,0.1067,23,23.6,1,0.6667,3,3,0,0
EMP0332,46,Female,IT,Senior Data Engineer,Senior,Bristol,Office,5.56,57000,50K-65K,0.077,10,32.9,1,0.6667,3,2,0,1
EMP0333,45,Female,Finance,Finance Director,Director,London,Office,8.25,139000,100K+,0.0881,33,30.8,1,0.5,3,4,0,0
EMP0334,35,Male,Legal,Legal Assistant,Junior,Birmingham,Office,5.45,36000,30K-40K,0.1266,29,47.3,0,0.0,3,3,0,0
EMP0335,36,Female,HR,HR Assistant,Junior,Manchester,Hybrid,5.37,23500,Under 30K,0.2102,43,18.3,0,0.0,3,2,0,0
EMP0336,33,Female,Operations,Operations Analyst,Mid,Leeds,Hybrid,4.91,34000,30K-40K,0.0476,9,20.3,1,0.6667,2,1,0,0
EMP0337,34,Male,Customer Support,Customer Support Advisor,Junior,Leeds,Remote,3.83,28000,Under 30K,0.1734,31,45.0,1,0.75,3,3,0,0
EMP0338,61,Male,Legal,Legal Manager,Manager,London,Hybrid,7.06,105000,100K+,0.0926,29,11.4,1,1.0,4,4,0,0
EMP0339,29,Male,Customer Support,Senior Support Specialist,Senior,London,Remote,4.13,64000,50K-65K,0.1158,32,2.1,1,1.0,3,3,0,0
EMP0340,35,Female,HR,HR Assistant,Junior,Manchester,Remote,4.71,23500,Under 30K,0.1859,51,26.9,1,0.8,3,3,0,0
EMP0341,29,Male,Sales,Sales Manager,Manager,Birmingham,Office,4.27,83500,80K-100K,0.1717,47,42.9,1,0.8,3,3,0,0
EMP0342,47,Female,Marketing,Marketing Executive,Mid,London,Remote,4.13,44500,40K-50K,0.0916,15,25.0,0,0.0,3,4,0,0
EMP0343,37,Male,Customer Support,Senior Support Specialist,Senior,Leeds,Office,9.46,57500,50K-65K,0.0808,10,18.8,1,0.5,1,1,0,0
EMP0344,45,Female,Finance,Finance Analyst,Mid,London,Hybrid,7.43,41000,40K-50K,0.1705,42,38.9,1,0.6667,3,1,0,0
EMP0345,40,Female,Operations,Operations Analyst,Mid,London,Hybrid,3.51,45500,40K-50K,0.135,27,5.5,1,0.5,5,5,0,0
EMP0346,37,Male,Marketing,Marketing Assistant,Junior,Bristol,Office,8.56,23500,Under 30K,0.0639,20,24.7,0,0.3333,3,2,0,0
EMP0347,22,Male,Operations,Operations Analyst,Mid,Manchester,Remote,7.11,42500,40K-50K,0.1898,48,33.0,1,1.0,4,4,0,0
EMP0348,22,Female,Customer Support,Customer Support Advisor,Junior,Manchester,Hybrid,1.8,23500,Under 30K,0.0796,15,24.0,1,0.75,2,2,0,0
EMP0349,52,Female,Sales,Sales Development Representative,Junior,Leeds,Hybrid,0.36,25000,Under 30K,0.0191,1,4.0,1,1.0,,,0,0
EMP0350,35,Male,Customer Support,Senior Support Specialist,Senior,Bristol,Hybrid,5.96,49500,40K-50K,0.1485,36,24.9,0,0.3333,3,3,0,0
EMP0351,49,Male,Finance,Finance Director,Director,London,Hybrid,3.91,126000,100K+,0.1158,35,3.1,1,1.0,3,1,0,0
EMP0352,41,Male,Customer Support,Customer Support Specialist,Mid,London,Hybrid,7.22,34000,30K-40K,0.0501,6,11.9,0,0.0,4,4,0,0
EMP0353,32,Male,IT,Technology Director,Director,Birmingham,Hybrid,6.18,131500,100K+,0.0802,23,11.2,1,1.0,3,4,0,0
EMP0354,35,Female,Sales,Senior Account Executive,Senior,Birmingham,Hybrid,5.43,59500,50K-65K,0.0766,2,13.6,1,1.0,,,0,1
EMP0355,30,Male,Finance,Finance Analyst,Mid,Manchester,Office,1.43,38000,30K-40K,0.1888,5,39.4,1,0.6667,,,0,1
EMP0356,35,Male,Operations,Operations Analyst,Mid,Birmingham,Office,5.85,31500,30K-40K,0.0468,3,7.0,1,0.5,,,0,1
EMP0357,34,Female,Sales,Sales Manager,Manager,Edinburgh,Hybrid,8.19,75000,65K-80K,0.0219,7,39.2,1,0.5,5,5,0,0
EMP0358,26,Male,HR,HR Business Partner,Senior,Birmingham,Hybrid,6.23,48000,40K-50K,0.0632,9,32.2,0,0.0,3,3,0,0
EMP0359,48,Male,Marketing,Marketing Executive,Mid,Birmingham,Hybrid,8.24,34000,30K-40K,0.0889,20,10.9,1,0.6667,3,4,0,1
EMP0360,30,Male,Operations,Operations Director,Director,Manchester,Hybrid,2.59,120000,100K+,0.1433,30,7.3,1,1.0,4,4,0,0
EMP0361,51,Female,Sales,Sales Manager,Manager,Manchester,Remote,4.14,86500,80K-100K,0.2029,61,14.7,1,1.0,4,5,0,0
EMP0362,26,Female,Operations,Senior Operations Specialist,Senior,Leeds,Hybrid,0.47,46500,40K-50K,0.0231,2,17.0,1,0.5,,,0,0
EMP0363,34,Female,Finance,Finance Analyst,Mid,Birmingham,Office,2.28,39000,30K-40K,0.0529,14,20.8,1,1.0,4,4,0,0
EMP0364,38,Female,Operations,Operations Analyst,Mid,Birmingham,Hybrid,8.96,32500,30K-40K,0.0725,20,19.2,1,1.0,3,1,0,0
EMP0365,41,Male,IT,Data Analyst,Mid,Bristol,Hybrid,9.48,45000,40K-50K,0.138,30,19.1,1,1.0,3,3,0,0
EMP0366,54,Not disclosed,Legal,Legal Advisor,Mid,Manchester,Office,7.15,48500,40K-50K,0.0608,22,25.3,1,1.0,4,4,0,0
EMP0367,47,Male,Operations,Operations Assistant,Junior,London,Office,5.93,29500,Under 30K,0.0682,18,13.2,1,1.0,3,3,0,0
EMP0368,37,Male,Marketing,Marketing Assistant,Junior,London,Office,1.94,33500,30K-40K,0.0219,7,21.0,1,1.0,3,4,0,0
EMP0369,38,Female,Legal,Senior Legal Counsel,Senior,Bristol,Hybrid,2.43,71000,65K-80K,0.0189,5,29.9,1,0.6667,4,4,0,0
EMP0370,25,Female,Sales,Sales Development Representative,Junior,Manchester,Office,6.97,25500,Under 30K,0.0274,6,22.4,1,1.0,4,3,0,0
