training_key,training_id,employee_key,assigned_date_key,completion_date_key,course_name,course_category,completion_status,completion_flag,training_hours,training_score
317,TRN000318,123,20240207,20240216,Presentation Skills,Soft Skills,Completed,1,15.5,75.6
318,TRN000317,123,20250521,20250630,Information Security Awareness,Compliance,Completed,1,13.8,66.5
319,TRN000320,124,20240211,20240216,Workplace Health and Safety,Compliance,Completed,1,8.2,68.6
320,TRN000319,124,20240824,20241003,Employee Relations Essentials,HR,Completed,1,8.8,80.4
321,TRN000321,125,20240523,,Python for Data Analysis,Technical,Overdue,0,11.4,
322,TRN000322,125,20250129,20250302,Financial Controls,Finance,Completed,1,7.3,84.6
323,TRN000324,125,20260126,20260212,Stakeholder Management,Soft Skills,Completed,1,2.0,92.9
324,TRN000323,125,20260518,,Employee Relations Essentials,HR,Overdue,0,9.1,
325,TRN000325,126,20260404,20260506,Leading High Performing Teams,Leadership,Completed,1,14.6,65.0
326,TRN000326,127,20240131,20240303,Coaching Skills,Leadership,Completed,1,8.1,73.7
327,TRN000327,127,20240817,20240906,Budget Management,Finance,Completed,1,5.6,89.7
328,TRN000328,128,20240221,20240315,Coaching Skills,Leadership,Completed,1,5.3,85.8
329,TRN000330,129,20241208,20250109,Workplace Health and Safety,Compliance,Completed,1,3.9,70.3
330,TRN000329,129,20250627,20250801,Financial Controls,Finance,Completed,1,8.6,100.0
331,TRN000331,129,20260123,20260216,SQL for Analysts,Technical,Completed,1,7.8,77.8
332,TRN000334,130,20240517,20240529,Financial Controls,Finance,Completed,1,11.6,86.4
333,TRN000333,130,20241122,,Communication Skills,Soft Skills,In Progress,0,4.0,
334,TRN000332,130,20241229,20250105,Presentation Skills,Soft Skills,Completed,1,12.1,84.9
335,TRN000335,131,20251119,20251231,Presentation Skills,Soft Skills,Completed,1,3.7,59.2
336,TRN000336,131,20260627,20260630,Workplace Health and Safety,Compliance,Completed,1,15.1,60.1
337,TRN000338,132,20240228,,Power BI Fundamentals,Technical,Not Started,0,9.4,
338,TRN000339,132,20250302,,First Line Manager Training,Leadership,Not Started,0,15.6,
339,TRN000337,132,20250708,20250808,Information Security Awareness,Compliance,Completed,1,10.7,90.3
340,TRN000340,133,20260330,,Coaching Skills,Leadership,Not Started,0,14.8,
341,TRN000341,134,20240712,,Presentation Skills,Soft Skills,Not Started,0,13.9,
342,TRN000343,134,20241019,,First Line Manager Training,Leadership,Overdue,0,15.9,
343,TRN000342,134,20260519,20260524,Workplace Health and Safety,Compliance,Completed,1,2.9,80.4
344,TRN000347,135,20251016,20251113,Cloud Data Fundamentals,Technical,Completed,1,9.2,91.5
345,TRN000345,135,20251205,,Leading High Performing Teams,Leadership,Overdue,0,5.7,
346,TRN000346,135,20260205,,Python for Data Analysis,Technical,In Progress,0,2.6,
347,TRN000344,135,20260515,,Budget Management,Finance,Not Started,0,11.2,
348,TRN000350,136,20241113,20241122,Cloud Data Fundamentals,Technical,Completed,1,15.7,78.6
349,TRN000348,136,20250427,20250507,Presentation Skills,Soft Skills,Completed,1,14.6,60.3
350,TRN000349,136,20250924,20251026,Information Security Awareness,Compliance,Completed,1,6.6,74.8
351,TRN000351,137,20251122,20251201,Presentation Skills,Soft Skills,Completed,1,1.2,58.2
352,TRN000352,137,20251211,20260103,Coaching Skills,Leadership,Completed,1,15.3,75.8
353,TRN000353,137,20260508,20260605,Presentation Skills,Soft Skills,Completed,1,14.7,71.8
354,TRN000355,138,20241013,20241121,SQL for Analysts,Technical,Completed,1,13.3,77.1
355,TRN000354,138,20250913,20251013,Leading High Performing Teams,Leadership,Completed,1,9.7,71.5
356,TRN000356,139,20250116,20250217,SQL for Analysts,Technical,Completed,1,11.1,90.5
357,TRN000358,139,20250227,20250322,Inclusive Hiring,HR,Completed,1,2.4,71.6
358,TRN000357,139,20250724,,SQL for Analysts,Technical,Not Started,0,12.8,
359,TRN000360,140,20240919,,Coaching Skills,Leadership,Not Started,0,10.1,
360,TRN000359,140,20250516,20250615,Python for Data Analysis,Technical,Completed,1,1.1,49.6
361,TRN000361,140,20251204,20251209,SQL for Analysts,Technical,Completed,1,6.9,72.7
362,TRN000362,141,20260314,20260321,Financial Controls,Finance,Completed,1,7.1,86.9
363,TRN000363,142,20240218,20240320,Budget Management,Finance,Completed,1,3.2,66.1
364,TRN000364,143,20240216,20240305,Leading High Performing Teams,Leadership,Completed,1,5.7,96.7
365,TRN000367,143,20241112,20241225,Financial Controls,Finance,Completed,1,9.5,68.1
366,TRN000366,143,20250513,20250615,Budget Management,Finance,Completed,1,12.9,68.2
367,TRN000365,143,20251218,,Cloud Data Fundamentals,Technical,In Progress,0,8.6,
368,TRN000369,144,20250507,20250604,Presentation Skills,Soft Skills,Completed,1,9.6,87.0
369,TRN000368,144,20260501,,Information Security Awareness,Compliance,In Progress,0,1.6,
370,TRN000373,145,20240421,,Employee Relations Essentials,HR,Not Started,0,8.7,
371,TRN000374,145,20240615,20240627,Employee Relations Essentials,HR,Completed,1,3.3,73.2
372,TRN000372,145,20240622,,Employee Relations Essentials,HR,In Progress,0,8.1,
373,TRN000370,145,20250620,20250723,Leading High Performing Teams,Leadership,Completed,1,14.6,88.8
374,TRN000371,145,20260109,20260202,Cloud Data Fundamentals,Technical,Completed,1,6.3,72.2
375,TRN000376,146,20250807,20250820,Data Protection Training,Compliance,Completed,1,4.0,91.5
376,TRN000377,146,20250904,,Communication Skills,Soft Skills,Overdue,0,1.3,
377,TRN000375,146,20260514,,Leading High Performing Teams,Leadership,In Progress,0,10.5,
378,TRN000380,147,20240805,,SQL for Analysts,Technical,Not Started,0,13.1,
379,TRN000378,147,20241115,20241224,Workplace Health and Safety,Compliance,Completed,1,9.1,97.3
380,TRN000381,147,20251207,20260113,Budget Management,Finance,Completed,1,5.1,86.4
381,TRN000379,147,20260130,20260302,Inclusive Hiring,HR,Completed,1,7.0,54.7
382,TRN000383,148,20240417,20240421,Power BI Fundamentals,Technical,Completed,1,11.3,63.8
383,TRN000384,148,20241015,20241022,Inclusive Hiring,HR,Completed,1,10.4,94.3
384,TRN000382,148,20251025,,Employee Relations Essentials,HR,Overdue,0,15.1,
385,TRN000385,148,20260506,20260517,Presentation Skills,Soft Skills,Completed,1,15.5,77.6
386,TRN000388,149,20250531,,Financial Controls,Finance,In Progress,0,11.5,
387,TRN000387,149,20251120,20251128,First Line Manager Training,Leadership,Completed,1,1.7,62.6
388,TRN000386,149,20260405,20260517,Employee Relations Essentials,HR,Completed,1,1.5,92.9
389,TRN000390,150,20240510,20240617,Coaching Skills,Leadership,Completed,1,2.0,100.0
390,TRN000393,150,20241017,20241117,Financial Controls,Finance,Completed,1,5.3,82.0
391,TRN000389,150,20250228,20250329,Budget Management,Finance,Completed,1,7.2,57.3
392,TRN000391,150,20250315,20250406,Employee Relations Essentials,HR,Completed,1,6.6,83.1
393,TRN000392,150,20260406,20260516,Coaching Skills,Leadership,Completed,1,10.9,70.7
394,TRN000394,151,20260506,20260513,Financial Controls,Finance,Completed,1,1.0,81.5
395,TRN000395,151,20260519,,Financial Controls,Finance,Overdue,0,6.0,
396,TRN000396,152,20240530,20240613,Workplace Health and Safety,Compliance,Completed,1,15.5,81.1
397,TRN000398,152,20250223,20250404,Communication Skills,Soft Skills,Completed,1,7.8,77.8
398,TRN000397,152,20260509,20260619,First Line Manager Training,Leadership,Completed,1,9.1,88.8
399,TRN000400,153,20240813,20240829,Budget Management,Finance,Completed,1,10.6,88.5
400,TRN000401,153,20240923,20241105,Employee Relations Essentials,HR,Completed,1,6.0,71.3
401,TRN000402,153,20250621,,Inclusive Hiring,HR,In Progress,0,1.5,
402,TRN000399,153,20260501,20260606,Workplace Health and Safety,Compliance,Completed,1,13.6,89.5
403,TRN000404,154,20240831,,Financial Controls,Finance,Overdue,0,8.2,
404,TRN000405,154,20250104,20250107,Presentation Skills,Soft Skills,Completed,1,4.2,79.9
405,TRN000403,154,20250826,,Stakeholder Management,Soft Skills,In Progress,0,8.5,
406,TRN000406,155,20240605,,Leading High Performing Teams,Leadership,Not Started,0,13.2,
407,TRN000407,155,20250217,,Information Security Awareness,Compliance,Overdue,0,5.8,
408,TRN000408,156,20250304,,Information Security Awareness,Compliance,Overdue,0,1.2,
409,TRN000409,157,20240721,,Python for Data Analysis,Technical,In Progress,0,7.1,
410,TRN000413,158,20240324,20240416,SQL for Analysts,Technical,Completed,1,6.9,79.8
411,TRN000411,158,20250407,20250519,Power BI Fundamentals,Technical,Completed,1,9.3,82.2
412,TRN000412,158,20250713,20250824,First Line Manager Training,Leadership,Completed,1,10.2,71.5
413,TRN000410,158,20260514,20260525,Communication Skills,Soft Skills,Completed,1,14.9,90.3
414,TRN000415,159,20240725,,Data Protection Training,Compliance,In Progress,0,6.2,
415,TRN000414,159,20241212,,Leading High Performing Teams,Leadership,In Progress,0,14.4,
416,TRN000416,160,20240313,20240424,First Line Manager Training,Leadership,Completed,1,10.3,45.0
417,TRN000417,160,20240611,,Employee Relations Essentials,HR,Overdue,0,9.7,
418,TRN000418,161,20251028,20251116,Communication Skills,Soft Skills,Completed,1,7.4,92.6
419,TRN000421,162,20240820,20240921,SQL for Analysts,Technical,Completed,1,1.4,92.7
420,TRN000422,162,20250520,20250620,Employee Relations Essentials,HR,Completed,1,11.7,67.8
421,TRN000420,162,20250718,20250721,Coaching Skills,Leadership,Completed,1,10.5,88.0
422,TRN000419,162,20260627,20260629,Financial Controls,Finance,Completed,1,7.1,87.2
423,TRN000423,163,20240810,20240821,Inclusive Hiring,HR,Completed,1,6.0,71.6
424,TRN000424,164,20250418,,Communication Skills,Soft Skills,In Progress,0,2.4,
425,TRN000427,165,20240524,20240627,Data Protection Training,Compliance,Completed,1,14.1,89.5
426,TRN000426,165,20250417,20250507,Power BI Fundamentals,Technical,Completed,1,1.3,94.3
427,TRN000428,165,20250524,20250529,Workplace Health and Safety,Compliance,Completed,1,12.2,74.6
428,TRN000425,165,20250628,20250730,Data Protection Training,Compliance,Completed,1,5.5,82.4
429,TRN000431,166,20250802,20250831,First Line Manager Training,Leadership,Completed,1,4.0,85.5
430,TRN000432,166,20250923,20251008,First Line Manager Training,Leadership,Completed,1,11.6,58.9
431,TRN000430,166,20260218,20260316,Employee Relations Essentials,HR,Completed,1,1.5,73.0
432,TRN000433,166,20260428,20260605,First Line Manager Training,Leadership,Completed,1,9.2,77.7
433,TRN000429,166,20260620,20260629,Workplace Health and Safety,Compliance,Completed,1,1.9,76.2
434,TRN000434,167,20241012,20241104,SQL for Analysts,Technical,Completed,1,11.0,80.6
435,TRN000436,167,20241226,20250206,Workplace Health and Safety,Compliance,Completed,1,3.1,60.0
436,TRN000435,167,20260601,,SQL for Analysts,Technical,Overdue,0,9.9,
437,TRN000437,168,20260601,,Inclusive Hiring,HR,In Progress,0,11.5,
438,TRN000441,169,20240510,20240606,First Line Manager Training,Leadership,Completed,1,15.6,82.0
439,TRN000442,169,20240623,20240726,Employee Relations Essentials,HR,Completed,1,14.7,85.9
440,TRN000440,169,20250104,20250109,Employee Relations Essentials,HR,Completed,1,15.4,89.8
441,TRN000439,169,20260206,20260301,Python for Data Analysis,Technical,Completed,1,10.5,65.8
442,TRN000438,169,20260430,,Workplace Health and Safety,Compliance,In Progress,0,4.7,
443,TRN000443,170,20240817,20240925,Leading High Performing Teams,Leadership,Completed,1,14.1,79.2
444,TRN000444,170,20250321,,Inclusive Hiring,HR,Not Started,0,5.0,
445,TRN000446,170,20250601,,Communication Skills,Soft Skills,In Progress,0,1.1,
446,TRN000445,170,20260409,20260427,Information Security Awareness,Compliance,Completed,1,14.3,92.7
447,TRN000448,171,20240219,20240228,Financial Controls,Finance,Completed,1,14.4,58.0
448,TRN000447,171,20260405,20260503,Workplace Health and Safety,Compliance,Completed,1,10.0,82.5
449,TRN000450,172,20240815,20240818,Power BI Fundamentals,Technical,Completed,1,4.0,99.5
450,TRN000449,172,20250206,20250217,Financial Controls,Finance,Completed,1,4.0,76.2
451,TRN000453,173,20250210,20250316,Inclusive Hiring,HR,Completed,1,12.7,77.8
452,TRN000451,173,20260101,20260129,Leading High Performing Teams,Leadership,Completed,1,15.9,99.1
453,TRN000452,173,20260121,,Coaching Skills,Leadership,Not Started,0,3.1,
454,TRN000454,173,20260207,20260218,Workplace Health and Safety,Compliance,Completed,1,9.7,74.0
455,TRN000455,174,20240112,20240212,Stakeholder Management,Soft Skills,Completed,1,11.4,74.6
456,TRN000456,174,20251105,20251208,Presentation Skills,Soft Skills,Completed,1,6.8,79.3
457,TRN000457,175,20250219,20250322,Inclusive Hiring,HR,Completed,1,1.4,69.2
458,TRN000458,176,20240518,20240604,Leading High Performing Teams,Leadership,Completed,1,13.3,52.1
459,TRN000461,177,20251020,20251203,Employee Relations Essentials,HR,Completed,1,9.2,61.7
460,TRN000459,177,20251224,20260128,Power BI Fundamentals,Technical,Completed,1,9.2,67.8
461,TRN000460,177,20260312,,Data Protection Training,Compliance,In Progress,0,5.3,
462,TRN000464,178,20240905,20240923,Presentation Skills,Soft Skills,Completed,1,5.0,52.1
463,TRN000462,178,20241108,20241202,Financial Controls,Finance,Completed,1,13.0,63.6
464,TRN000463,178,20260223,,Inclusive Hiring,HR,Not Started,0,11.6,
465,TRN000467,179,20251015,20251123,Information Security Awareness,Compliance,Completed,1,12.2,78.0
466,TRN000465,179,20251128,20251204,First Line Manager Training,Leadership,Completed,1,13.5,88.2
467,TRN000466,179,20260608,20260630,Stakeholder Management,Soft Skills,Completed,1,15.6,74.1
468,TRN000469,180,20240218,20240310,Budget Management,Finance,Completed,1,1.0,84.9
469,TRN000468,180,20241027,,Cloud Data Fundamentals,Technical,In Progress,0,5.6,
470,TRN000470,180,20251009,20251025,Financial Controls,Finance,Completed,1,9.9,81.5
471,TRN000472,181,20251225,20260206,Coaching Skills,Leadership,Completed,1,11.6,61.5
472,TRN000471,181,20260406,20260516,Power BI Fundamentals,Technical,Completed,1,13.7,81.4
473,TRN000473,182,20250908,20250922,Information Security Awareness,Compliance,Completed,1,6.3,61.4
474,TRN000474,183,20240517,20240629,Cloud Data Fundamentals,Technical,Completed,1,1.1,100.0
475,TRN000475,183,20241130,20250106,Leading High Performing Teams,Leadership,Completed,1,11.8,63.0
476,TRN000476,183,20260518,20260529,Presentation Skills,Soft Skills,Completed,1,15.0,99.4
477,TRN000478,184,20250729,,Employee Relations Essentials,HR,Overdue,0,6.7,
478,TRN000477,184,20260501,20260611,Financial Controls,Finance,Completed,1,10.0,83.2
479,TRN000481,185,20250406,20250428,Cloud Data Fundamentals,Technical,Completed,1,7.4,79.1
480,TRN000482,185,20250523,20250703,Financial Controls,Finance,Completed,1,3.3,73.4
481,TRN000480,185,20260111,,Python for Data Analysis,Technical,In Progress,0,15.0,
482,TRN000479,185,20260420,20260603,Communication Skills,Soft Skills,Completed,1,12.5,74.5
483,TRN000483,186,20250821,20251003,Employee Relations Essentials,HR,Completed,1,1.2,83.3
484,TRN000485,187,20240514,20240518,Data Protection Training,Compliance,Completed,1,11.1,83.4
485,TRN000484,187,20260609,20260618,Workplace Health and Safety,Compliance,Completed,1,11.1,78.8
486,TRN000486,188,20240716,,Inclusive Hiring,HR,Overdue,0,13.2,
487,TRN000488,189,20260226,20260318,Leading High Performing Teams,Leadership,Completed,1,3.9,100.0
488,TRN000487,189,20260331,20260412,Inclusive Hiring,HR,Completed,1,3.2,79.5
489,TRN000490,190,20240215,,Coaching Skills,Leadership,Not Started,0,5.8,
490,TRN000489,190,20240830,,Inclusive Hiring,HR,Overdue,0,1.1,
491,TRN000492,191,20240203,20240212,Inclusive Hiring,HR,Completed,1,13.7,77.4
492,TRN000491,191,20240506,20240618,Presentation Skills,Soft Skills,Completed,1,7.8,76.8
493,TRN000493,191,20240519,20240626,Workplace Health and Safety,Compliance,Completed,1,9.3,80.6
494,TRN000495,192,20240113,20240123,Information Security Awareness,Compliance,Completed,1,3.5,73.5
495,TRN000496,192,20250530,20250602,Data Protection Training,Compliance,Completed,1,12.3,85.8
496,TRN000494,192,20250906,,Coaching Skills,Leadership,Overdue,0,8.0,
497,TRN000497,193,20241102,20241117,First Line Manager Training,Leadership,Completed,1,6.5,73.5
498,TRN000499,194,20260202,,Stakeholder Management,Soft Skills,Not Started,0,2.2,
499,TRN000498,194,20260503,20260607,Communication Skills,Soft Skills,Completed,1,7.5,69.8
500,TRN000501,195,20240308,,Presentation Skills,Soft Skills,Not Started,0,9.1,
501,TRN000500,195,20241104,20241206,Cloud Data Fundamentals,Technical,Completed,1,15.4,73.4
502,TRN000502,195,20250802,20250820,Presentation Skills,Soft Skills,Completed,1,3.1,77.5
503,TRN000503,195,20251111,20251126,Information Security Awareness,Compliance,Completed,1,5.6,86.4
504,TRN000504,196,20260429,20260518,Presentation Skills,Soft Skills,Completed,1,13.8,70.3
505,TRN000505,196,20260502,20260529,Data Protection Training,Compliance,Completed,1,12.8,86.0
506,TRN000506,196,20260530,20260602,Data Protection Training,Compliance,Completed,1,7.1,76.1
507,TRN000507,197,20260301,20260405,Inclusive Hiring,HR,Completed,1,3.0,82.2
508,TRN000508,198,20240827,20240923,Inclusive Hiring,HR,Completed,1,15.3,100.0
509,TRN000510,199,20251109,,Communication Skills,Soft Skills,In Progress,0,12.1,
510,TRN000509,199,20260510,20260513,First Line Manager Training,Leadership,Completed,1,8.2,78.9
511,TRN000514,200,20240316,20240428,Presentation Skills,Soft Skills,Completed,1,13.7,83.3
512,TRN000511,200,20250402,,Cloud Data Fundamentals,Technical,Overdue,0,10.7,
513,TRN000513,200,20250430,20250604,Financial Controls,Finance,Completed,1,12.2,81.6
514,TRN000512,200,20250717,20250722,Employee Relations Essentials,HR,Completed,1,8.9,83.3
515,TRN000515,201,20240314,20240327,Budget Management,Finance,Completed,1,12.8,83.3
516,TRN000517,202,20251101,20251203,Leading High Performing Teams,Leadership,Completed,1,12.9,87.8
517,TRN000516,202,20260119,20260207,Python for Data Analysis,Technical,Completed,1,12.6,67.8
518,TRN000518,203,20240121,20240125,Budget Management,Finance,Completed,1,4.5,94.8
519,TRN000519,203,20250727,20250802,Workplace Health and Safety,Compliance,Completed,1,1.0,79.6
520,TRN000523,204,20240512,20240531,Power BI Fundamentals,Technical,Completed,1,10.9,70.6
521,TRN000521,204,20241215,,Cloud Data Fundamentals,Technical,In Progress,0,2.4,
522,TRN000524,204,20250603,20250624,Stakeholder Management,Soft Skills,Completed,1,8.0,94.1
523,TRN000522,204,20251021,20251114,Financial Controls,Finance,Completed,1,11.8,76.8
524,TRN000520,204,20260126,20260209,Inclusive Hiring,HR,Completed,1,13.7,86.5
525,TRN000526,205,20260615,20260619,Financial Controls,Finance,Completed,1,10.5,96.1
526,TRN000525,205,20260619,20260630,Leading High Performing Teams,Leadership,Completed,1,5.3,82.3
527,TRN000528,206,20250404,20250406,Data Protection Training,Compliance,Completed,1,2.9,77.7
528,TRN000527,206,20260301,20260410,Information Security Awareness,Compliance,Completed,1,5.0,100.0
529,TRN000529,207,20241107,20241115,Cloud Data Fundamentals,Technical,Completed,1,12.9,92.0
530,TRN000530,207,20251213,20251216,SQL for Analysts,Technical,Completed,1,5.8,71.2
531,TRN000531,208,20240226,20240324,Financial Controls,Finance,Completed,1,3.2,77.0
532,TRN000532,208,20250212,,Budget Management,Finance,Not Started,0,7.1,
533,TRN000533,209,20260321,20260503,Data Protection Training,Compliance,Completed,1,10.9,87.4
534,TRN000535,210,20250708,20250810,Workplace Health and Safety,Compliance,Completed,1,8.3,100.0
535,TRN000536,210,20260427,,Employee Relations Essentials,HR,Not Started,0,8.1,
536,TRN000534,210,20260428,,Information Security Awareness,Compliance,In Progress,0,11.9,
537,TRN000540,211,20240117,20240216,Budget Management,Finance,Completed,1,14.2,79.2
538,TRN000539,211,20240125,20240203,Stakeholder Management,Soft Skills,Completed,1,12.4,86.6
539,TRN000538,211,20240313,20240327,Budget Management,Finance,Completed,1,10.5,70.0
540,TRN000537,211,20260501,,Financial Controls,Finance,Not Started,0,9.3,
541,TRN000543,212,20250721,20250731,Cloud Data Fundamentals,Technical,Completed,1,5.0,54.3
542,TRN000542,212,20260110,20260113,Financial Controls,Finance,Completed,1,5.1,78.7
543,TRN000544,212,20260210,20260227,First Line Manager Training,Leadership,Completed,1,5.9,90.5
544,TRN000541,212,20260217,,Power BI Fundamentals,Technical,Not Started,0,1.7,
545,TRN000546,213,20240701,20240708,First Line Manager Training,Leadership,Completed,1,12.5,87.1
546,TRN000547,213,20241125,20241215,Communication Skills,Soft Skills,Completed,1,15.4,88.1
547,TRN000545,213,20260212,20260322,Communication Skills,Soft Skills,Completed,1,8.1,68.3
548,TRN000548,214,20240216,,Budget Management,Finance,In Progress,0,7.8,
549,TRN000549,214,20260122,,Financial Controls,Finance,In Progress,0,4.6,
550,TRN000550,215,20250916,,Budget Management,Finance,Overdue,0,7.6,
551,TRN000551,216,20250526,20250616,Financial Controls,Finance,Completed,1,12.8,92.0
552,TRN000552,217,20250409,20250507,Python for Data Analysis,Technical,Completed,1,6.0,75.5
553,TRN000553,217,20260228,20260305,Power BI Fundamentals,Technical,Completed,1,6.9,73.7
554,TRN000555,218,20241228,20250123,Employee Relations Essentials,HR,Completed,1,15.7,73.0
555,TRN000554,218,20251006,20251031,First Line Manager Training,Leadership,Completed,1,7.5,82.8
556,TRN000558,219,20241017,20241126,Employee Relations Essentials,HR,Completed,1,4.7,77.9
557,TRN000557,219,20241116,20241202,Information Security Awareness,Compliance,Completed,1,8.0,78.1
558,TRN000559,219,20250130,20250204,Cloud Data Fundamentals,Technical,Completed,1,3.8,87.4
559,TRN000556,219,20251122,20251206,Inclusive Hiring,HR,Completed,1,10.7,78.8
560,TRN000560,220,20241111,20241116,Python for Data Analysis,Technical,Completed,1,14.5,83.9
561,TRN000561,220,20260225,20260308,Financial Controls,Finance,Completed,1,14.7,68.8
562,TRN000562,221,20241231,,Presentation Skills,Soft Skills,Not Started,0,13.8,
563,TRN000563,221,20250726,,Information Security Awareness,Compliance,In Progress,0,13.4,
564,TRN000564,222,20260430,,Data Protection Training,Compliance,Not Started,0,6.7,
565,TRN000566,223,20250215,,Financial Controls,Finance,Overdue,0,15.3,
566,TRN000567,223,20250218,20250329,Stakeholder Management,Soft Skills,Completed,1,3.7,63.6
567,TRN000568,223,20250418,20250420,Presentation Skills,Soft Skills,Completed,1,7.4,70.1
568,TRN000565,223,20260210,20260226,Budget Management,Finance,Completed,1,13.9,76.0
569,TRN000569,224,20240406,,Coaching Skills,Leadership,Not Started,0,2.9,
570,TRN000570,224,20251117,,Financial Controls,Finance,Not Started,0,4.1,
571,TRN000571,225,20241118,20241217,First Line Manager Training,Leadership,Completed,1,4.9,99.5
572,TRN000572,225,20250124,,Presentation Skills,Soft Skills,Not Started,0,3.0,
573,TRN000575,226,20250205,,Budget Management,Finance,Overdue,0,14.9,
574,TRN000574,226,20250731,,Communication Skills,Soft Skills,Overdue,0,12.7,
575,TRN000573,226,20251216,20251225,SQL for Analysts,Technical,Completed,1,10.5,85.0
576,TRN000577,227,20240105,20240209,Presentation Skills,Soft Skills,Completed,1,8.9,83.9
577,TRN000576,227,20240117,20240126,Information Security Awareness,Compliance,Completed,1,1.1,85.4
578,TRN000578,227,20240328,20240330,Python for Data Analysis,Technical,Completed,1,7.5,71.5
579,TRN000579,228,20240731,,Financial Controls,Finance,Not Started,0,14.1,
580,TRN000580,228,20250716,20250808,First Line Manager Training,Leadership,Completed,1,14.8,78.4
581,TRN000582,229,20240827,,Financial Controls,Finance,Not Started,0,6.6,
582,TRN000581,229,20250914,,Financial Controls,Finance,In Progress,0,3.4,
583,TRN000583,230,20240530,20240628,Employee Relations Essentials,HR,Completed,1,9.8,81.8
584,TRN000584,231,20240531,,Workplace Health and Safety,Compliance,In Progress,0,8.6,
585,TRN000585,231,20241221,,Employee Relations Essentials,HR,Overdue,0,8.8,
586,TRN000586,231,20260318,20260420,Coaching Skills,Leadership,Completed,1,1.7,69.3
587,TRN000588,232,20240914,20240928,Cloud Data Fundamentals,Technical,Completed,1,8.9,69.0
588,TRN000587,232,20250420,20250513,Financial Controls,Finance,Completed,1,7.1,67.3
589,TRN000589,233,20250515,20250517,First Line Manager Training,Leadership,Completed,1,12.8,100.0
590,TRN000590,233,20260406,,Employee Relations Essentials,HR,In Progress,0,7.9,
591,TRN000592,234,20241228,20241231,Stakeholder Management,Soft Skills,Completed,1,11.3,92.1
592,TRN000591,234,20250422,20250527,Coaching Skills,Leadership,Completed,1,13.9,86.5
593,TRN000593,234,20260228,20260317,SQL for Analysts,Technical,Completed,1,9.1,80.0
594,TRN000596,235,20240403,20240423,Data Protection Training,Compliance,Completed,1,4.4,87.4
595,TRN000595,235,20240503,20240615,Stakeholder Management,Soft Skills,Completed,1,10.9,91.0
596,TRN000594,235,20251126,20251228,SQL for Analysts,Technical,Completed,1,12.4,56.5
597,TRN000597,235,20260519,20260601,Leading High Performing Teams,Leadership,Completed,1,9.8,80.3
598,TRN000599,236,20250208,20250224,Employee Relations Essentials,HR,Completed,1,13.9,80.4
599,TRN000598,236,20251122,20251219,Communication Skills,Soft Skills,Completed,1,15.6,85.4
600,TRN000600,237,20251126,20251201,Employee Relations Essentials,HR,Completed,1,8.4,77.6
601,TRN000602,238,20250302,,Workplace Health and Safety,Compliance,In Progress,0,3.2,
602,TRN000601,238,20250429,20250506,Financial Controls,Finance,Completed,1,1.5,91.3
603,TRN000604,239,20240217,20240331,Financial Controls,Finance,Completed,1,15.2,74.6
604,TRN000605,239,20240804,,SQL for Analysts,Technical,Overdue,0,2.6,
605,TRN000603,239,20260527,,Presentation Skills,Soft Skills,Not Started,0,1.4,
606,TRN000606,240,20240406,20240520,Communication Skills,Soft Skills,Completed,1,1.2,88.7
607,TRN000607,240,20250904,20250928,SQL for Analysts,Technical,Completed,1,7.4,87.8
608,TRN000608,240,20251010,20251016,Presentation Skills,Soft Skills,Completed,1,14.7,58.8
609,TRN000610,241,20240818,20240820,Presentation Skills,Soft Skills,Completed,1,4.2,58.2
610,TRN000609,241,20250829,20251012,Information Security Awareness,Compliance,Completed,1,14.8,93.8
611,TRN000611,242,20240928,20241022,Budget Management,Finance,Completed,1,14.8,68.8
612,TRN000612,242,20250812,20250828,Inclusive Hiring,HR,Completed,1,11.4,74.1
613,TRN000613,243,20240919,,Workplace Health and Safety,Compliance,Overdue,0,10.7,
614,TRN000614,243,20250723,,Inclusive Hiring,HR,Not Started,0,12.9,
615,TRN000615,243,20251125,,Python for Data Analysis,Technical,Not Started,0,2.3,
616,TRN000618,244,20241106,,Workplace Health and Safety,Compliance,Overdue,0,3.7,
617,TRN000616,244,20251225,20260115,Leading High Performing Teams,Leadership,Completed,1,7.3,78.0
618,TRN000617,244,20260624,,Presentation Skills,Soft Skills,In Progress,0,5.7,
619,TRN000623,245,20240224,20240316,Communication Skills,Soft Skills,Completed,1,5.6,76.2
620,TRN000622,245,20240913,20241023,Budget Management,Finance,Completed,1,8.9,91.5
621,TRN000620,245,20250408,20250515,Presentation Skills,Soft Skills,Completed,1,9.3,76.3
622,TRN000621,245,20250601,20250612,Employee Relations Essentials,HR,Completed,1,4.6,58.2
623,TRN000619,245,20250715,20250814,Cloud Data Fundamentals,Technical,Completed,1,11.7,63.9
624,TRN000625,246,20240203,,Information Security Awareness,Compliance,In Progress,0,8.4,
625,TRN000624,246,20240330,,Budget Management,Finance,Not Started,0,3.4,
626,TRN000626,247,20240505,,Budget Management,Finance,Overdue,0,9.0,
627,TRN000627,247,20240830,20241009,Stakeholder Management,Soft Skills,Completed,1,13.2,65.0
628,TRN000628,248,20240809,20240825,Information Security Awareness,Compliance,Completed,1,10.0,84.8
629,TRN000631,248,20241014,,Power BI Fundamentals,Technical,In Progress,0,9.5,
630,TRN000630,248,20241021,,Financial Controls,Finance,Overdue,0,8.7,
