payroll_id,employee_id,pay_period,annual_salary,monthly_salary,bonus_amount,pay_grade,salary_band,currency,ingestion_timestamp,source_file_name,source_system,pipeline_run_id,salary_band_sort_order
PAY001790,EMP0075,2024-09-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001791,EMP0075,2024-10-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001792,EMP0075,2024-11-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001793,EMP0075,2024-12-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001794,EMP0075,2025-01-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001795,EMP0075,2025-02-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001796,EMP0075,2025-03-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001797,EMP0075,2025-04-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001798,EMP0075,2025-05-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001799,EMP0075,2025-06-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001800,EMP0075,2025-07-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001801,EMP0075,2025-08-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001802,EMP0075,2025-09-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001803,EMP0075,2025-10-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001804,EMP0075,2025-11-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001805,EMP0075,2025-12-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001806,EMP0075,2026-01-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001807,EMP0075,2026-02-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001808,EMP0075,2026-03-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001809,EMP0075,2026-04-01,46000,3833.33,555.3,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001810,EMP0075,2026-05-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001811,EMP0075,2026-06-01,46000,3833.33,0.0,G4,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,3
PAY001812,EMP0076,2024-01-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001813,EMP0076,2024-02-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001814,EMP0076,2024-03-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001815,EMP0076,2024-04-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001816,EMP0076,2024-05-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001817,EMP0076,2024-06-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001818,EMP0076,2024-07-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001819,EMP0076,2024-08-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001820,EMP0076,2024-09-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001821,EMP0076,2024-10-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001822,EMP0076,2024-11-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001823,EMP0077,2024-01-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001824,EMP0077,2024-02-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001825,EMP0077,2024-03-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001826,EMP0077,2024-04-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001827,EMP0077,2024-05-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001828,EMP0077,2024-06-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001829,EMP0077,2024-07-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001830,EMP0077,2024-08-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001831,EMP0077,2024-09-01,34000,2833.33,2764.63,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001832,EMP0077,2024-10-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001833,EMP0077,2024-11-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001834,EMP0077,2024-12-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001835,EMP0077,2025-01-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001836,EMP0077,2025-02-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001837,EMP0077,2025-03-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001838,EMP0077,2025-04-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001839,EMP0077,2025-05-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001840,EMP0077,2025-06-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001841,EMP0077,2025-07-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001842,EMP0077,2025-08-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001843,EMP0077,2025-09-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001844,EMP0077,2025-10-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001845,EMP0077,2025-11-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001846,EMP0077,2025-12-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001847,EMP0077,2026-01-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001848,EMP0077,2026-02-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001849,EMP0077,2026-03-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001850,EMP0077,2026-04-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001851,EMP0077,2026-05-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001852,EMP0077,2026-06-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001853,EMP0078,2026-02-01,26500,2208.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1
PAY001854,EMP0078,2026-03-01,26500,2208.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1
PAY001855,EMP0078,2026-04-01,26500,2208.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1
PAY001856,EMP0078,2026-05-01,26500,2208.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1
PAY001857,EMP0078,2026-06-01,26500,2208.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1
PAY001858,EMP0079,2024-01-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001859,EMP0079,2024-02-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001860,EMP0079,2024-03-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001861,EMP0079,2024-04-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001862,EMP0079,2024-05-01,59000,4916.67,900.56,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001863,EMP0079,2024-06-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001864,EMP0079,2024-07-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001865,EMP0079,2024-08-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001866,EMP0079,2024-09-01,59000,4916.67,710.28,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001867,EMP0079,2024-10-01,59000,4916.67,1559.23,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001868,EMP0079,2024-11-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001869,EMP0079,2024-12-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001870,EMP0079,2025-01-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001871,EMP0079,2025-02-01,59000,4916.67,1776.6,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001872,EMP0079,2025-03-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001873,EMP0079,2025-04-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001874,EMP0079,2025-05-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001875,EMP0079,2025-06-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001876,EMP0079,2025-07-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001877,EMP0079,2025-08-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001878,EMP0079,2025-09-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001879,EMP0079,2025-10-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001880,EMP0079,2025-11-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001881,EMP0079,2025-12-01,59000,4916.67,2738.53,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001882,EMP0079,2026-01-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001883,EMP0079,2026-02-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001884,EMP0079,2026-03-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001885,EMP0079,2026-04-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001886,EMP0079,2026-05-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001887,EMP0079,2026-06-01,59000,4916.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001888,EMP0080,2024-01-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001889,EMP0080,2024-02-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001890,EMP0080,2024-03-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001891,EMP0080,2024-04-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001892,EMP0080,2024-05-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001893,EMP0080,2024-06-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001894,EMP0080,2024-07-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001895,EMP0080,2024-08-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001896,EMP0080,2024-09-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001897,EMP0080,2024-10-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001898,EMP0080,2024-11-01,30500,2541.67,2290.25,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001899,EMP0080,2024-12-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001900,EMP0080,2025-01-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001901,EMP0080,2025-02-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001902,EMP0080,2025-03-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001903,EMP0080,2025-04-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001904,EMP0080,2025-05-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001905,EMP0080,2025-06-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001906,EMP0080,2025-07-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001907,EMP0080,2025-08-01,30500,2541.67,538.83,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001908,EMP0080,2025-09-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001909,EMP0080,2025-10-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001910,EMP0080,2025-11-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001911,EMP0080,2025-12-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001912,EMP0080,2026-01-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001913,EMP0080,2026-02-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001914,EMP0080,2026-03-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001915,EMP0080,2026-04-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001916,EMP0080,2026-05-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001917,EMP0080,2026-06-01,30500,2541.67,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY001918,EMP0081,2024-01-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001919,EMP0081,2024-02-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001920,EMP0081,2024-03-01,55500,4625.0,2144.36,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001921,EMP0081,2024-04-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001922,EMP0081,2024-05-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001923,EMP0081,2024-06-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001924,EMP0081,2024-07-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001925,EMP0081,2024-08-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001926,EMP0081,2024-09-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001927,EMP0081,2024-10-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001928,EMP0081,2024-11-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001929,EMP0081,2024-12-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001930,EMP0081,2025-01-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001931,EMP0081,2025-02-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
PAY001932,EMP0081,2025-03-01,55500,4625.0,2050.7,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,4
