attendance_id,employee_id,attendance_month,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours,ingestion_timestamp,source_file_name,source_system,pipeline_run_id,attendance_rate,absence_rate
ATT002134,EMP0089,2025-08-01,21,21,0,0,0,2.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002135,EMP0089,2025-09-01,22,22,0,0,2,2.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002136,EMP0089,2025-10-01,23,22,1,0,0,4.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002137,EMP0089,2025-11-01,20,19,1,0,3,0.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT002138,EMP0089,2025-12-01,23,23,0,0,0,5.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002139,EMP0089,2026-01-01,22,21,1,0,3,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002140,EMP0089,2026-02-01,20,18,2,0,0,5.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9,0.1
ATT002141,EMP0089,2026-03-01,22,22,0,0,1,6.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002142,EMP0089,2026-04-01,22,22,0,0,0,4.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002143,EMP0089,2026-05-01,21,20,1,0,1,0.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002144,EMP0089,2026-06-01,22,21,1,0,0,10.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002145,EMP0090,2024-01-01,23,23,0,0,17,0.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002146,EMP0090,2024-02-01,21,20,1,1,16,15.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002147,EMP0090,2024-03-01,21,21,0,1,16,2.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002148,EMP0090,2024-04-01,22,22,0,0,21,2.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002149,EMP0090,2024-05-01,23,23,0,0,20,1.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002150,EMP0090,2024-06-01,20,17,3,0,16,3.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.85,0.15
ATT002151,EMP0090,2024-07-01,23,23,0,1,18,4.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002152,EMP0090,2024-08-01,22,20,2,0,19,8.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT002153,EMP0090,2024-09-01,21,19,2,1,14,2.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT002154,EMP0090,2024-10-01,23,22,1,1,16,7.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002155,EMP0090,2024-11-01,21,21,0,1,19,3.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002156,EMP0090,2024-12-01,22,19,3,0,14,0.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8636,0.1364
ATT002157,EMP0090,2025-01-01,23,22,1,2,19,3.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002158,EMP0090,2025-02-01,20,20,0,0,18,6.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002159,EMP0090,2025-03-01,21,19,2,0,15,6.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT002160,EMP0090,2025-04-01,22,21,1,0,18,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002161,EMP0090,2025-05-01,22,22,0,0,20,4.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002162,EMP0090,2025-06-01,21,21,0,1,18,1.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002163,EMP0090,2025-07-01,23,23,0,0,19,10.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002164,EMP0090,2025-08-01,21,20,1,0,17,6.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002165,EMP0090,2025-09-01,22,19,3,2,15,3.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8636,0.1364
ATT002166,EMP0090,2025-10-01,23,22,1,1,19,4.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002167,EMP0090,2025-11-01,20,18,2,0,14,2.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9,0.1
ATT002168,EMP0090,2025-12-01,23,21,2,0,18,6.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT002169,EMP0090,2026-01-01,22,22,0,0,17,12.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002170,EMP0090,2026-02-01,20,19,1,0,17,4.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT002171,EMP0090,2026-03-01,22,21,1,0,17,2.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002172,EMP0090,2026-04-01,22,21,1,0,19,5.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002173,EMP0090,2026-05-01,21,19,2,1,17,5.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT002174,EMP0090,2026-06-01,22,20,2,0,15,2.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT002175,EMP0091,2024-01-01,23,22,1,0,1,1.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002176,EMP0091,2024-02-01,21,21,0,2,12,0.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002177,EMP0091,2024-03-01,21,18,3,0,6,1.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8571,0.1429
ATT002178,EMP0091,2024-04-01,22,21,1,0,0,2.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002179,EMP0091,2024-05-01,23,21,2,0,8,0.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT002180,EMP0091,2024-06-01,20,20,0,1,2,2.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002181,EMP0091,2024-07-01,23,20,3,0,7,7.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8696,0.1304
ATT002182,EMP0091,2024-08-01,22,21,1,2,10,8.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002183,EMP0091,2024-09-01,21,19,2,0,9,4.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT002184,EMP0091,2024-10-01,23,22,1,0,9,3.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002185,EMP0091,2024-11-01,21,21,0,0,6,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002186,EMP0091,2024-12-01,22,22,0,0,7,2.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002187,EMP0091,2025-01-01,23,20,3,1,6,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8696,0.1304
ATT002188,EMP0091,2025-02-01,20,19,1,2,8,0.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT002189,EMP0091,2025-03-01,21,18,3,1,8,9.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8571,0.1429
ATT002190,EMP0091,2025-04-01,22,19,3,1,6,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8636,0.1364
ATT002191,EMP0091,2025-05-01,22,20,2,2,10,4.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT002192,EMP0091,2025-06-01,21,20,1,1,12,0.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002193,EMP0091,2025-07-01,23,23,0,0,10,1.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002194,EMP0091,2025-08-01,21,20,1,0,9,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002195,EMP0091,2025-09-01,22,21,1,0,7,5.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002196,EMP0091,2025-10-01,23,23,0,0,7,5.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002197,EMP0091,2025-11-01,20,17,3,0,9,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.85,0.15
ATT002198,EMP0091,2025-12-01,23,20,3,1,10,6.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8696,0.1304
ATT002199,EMP0091,2026-01-01,22,20,2,2,7,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT002200,EMP0091,2026-02-01,20,16,4,0,5,6.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8,0.2
ATT002201,EMP0091,2026-03-01,22,22,0,0,8,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002202,EMP0091,2026-04-01,22,21,1,1,17,2.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002203,EMP0091,2026-05-01,21,20,1,0,12,6.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002204,EMP0091,2026-06-01,22,21,1,1,3,11.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002205,EMP0092,2024-01-01,23,23,0,0,0,11.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002206,EMP0092,2024-02-01,21,20,1,0,0,6.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002207,EMP0092,2024-03-01,21,18,3,1,1,4.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8571,0.1429
ATT002208,EMP0092,2024-04-01,22,21,1,0,3,7.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002209,EMP0092,2024-05-01,23,23,0,0,1,2.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002210,EMP0092,2024-06-01,20,20,0,0,1,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002211,EMP0092,2024-07-01,23,23,0,1,2,2.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002212,EMP0092,2024-08-01,22,19,3,0,0,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8636,0.1364
ATT002213,EMP0092,2024-09-01,21,19,2,1,1,9.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT002214,EMP0092,2024-10-01,23,22,1,0,1,1.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002215,EMP0092,2024-11-01,21,21,0,0,3,3.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002216,EMP0092,2024-12-01,22,22,0,0,2,4.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002217,EMP0092,2025-01-01,23,22,1,0,2,0.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002218,EMP0092,2025-02-01,20,20,0,1,3,4.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002219,EMP0092,2025-03-01,21,20,1,1,3,5.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002220,EMP0092,2025-04-01,22,20,2,1,2,6.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT002221,EMP0092,2025-05-01,22,20,2,0,0,11.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT002222,EMP0092,2025-06-01,21,21,0,0,4,4.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002223,EMP0092,2025-07-01,23,23,0,0,1,4.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002224,EMP0092,2025-08-01,21,20,1,0,3,3.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002225,EMP0092,2025-09-01,22,22,0,0,0,4.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002226,EMP0092,2025-10-01,23,23,0,0,2,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002227,EMP0092,2025-11-01,20,19,1,0,1,4.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT002228,EMP0092,2025-12-01,23,22,1,0,2,3.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002229,EMP0092,2026-01-01,22,18,4,0,2,0.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8182,0.1818
ATT002230,EMP0092,2026-02-01,20,16,4,0,0,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8,0.2
ATT002231,EMP0092,2026-03-01,22,21,1,0,3,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002232,EMP0092,2026-04-01,22,21,1,0,3,5.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002233,EMP0092,2026-05-01,21,21,0,0,0,4.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002234,EMP0092,2026-06-01,22,20,2,1,0,7.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT002235,EMP0093,2025-03-01,21,21,0,0,13,7.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002236,EMP0093,2025-04-01,22,22,0,0,8,7.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002237,EMP0093,2025-05-01,22,22,0,0,11,0.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002238,EMP0093,2025-06-01,21,21,0,0,12,3.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002239,EMP0093,2025-07-01,23,23,0,0,9,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002240,EMP0093,2025-08-01,21,21,0,0,9,1.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002241,EMP0093,2025-09-01,22,22,0,0,6,7.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002242,EMP0093,2025-10-01,23,22,1,0,13,0.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002243,EMP0093,2025-11-01,20,20,0,0,9,2.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002244,EMP0093,2025-12-01,23,23,0,1,15,4.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002245,EMP0093,2026-01-01,22,22,0,0,9,10.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002246,EMP0093,2026-02-01,20,20,0,0,9,3.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002247,EMP0093,2026-03-01,22,22,0,0,12,0.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002248,EMP0093,2026-04-01,22,21,1,0,13,7.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002249,EMP0093,2026-05-01,21,20,1,0,8,11.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002250,EMP0093,2026-06-01,22,21,1,1,7,4.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002251,EMP0094,2024-01-01,23,23,0,1,5,3.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002252,EMP0094,2024-02-01,21,21,0,0,4,9.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002253,EMP0094,2024-03-01,21,21,0,0,3,5.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002254,EMP0094,2024-04-01,22,22,0,0,4,0.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002255,EMP0094,2024-05-01,23,22,1,2,2,6.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002256,EMP0094,2024-06-01,20,20,0,1,0,4.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002257,EMP0094,2024-07-01,23,23,0,0,1,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002258,EMP0094,2024-08-01,22,21,1,0,1,9.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002259,EMP0094,2024-09-01,21,21,0,1,1,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002260,EMP0094,2024-10-01,23,22,1,0,4,5.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002261,EMP0094,2024-11-01,21,21,0,1,5,3.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002262,EMP0094,2024-12-01,22,20,2,0,0,4.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT002263,EMP0094,2025-01-01,23,23,0,0,0,2.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002264,EMP0094,2025-02-01,20,18,2,1,0,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9,0.1
ATT002265,EMP0094,2025-03-01,21,19,2,1,0,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT002266,EMP0094,2025-04-01,22,22,0,0,3,1.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002267,EMP0094,2025-05-01,22,22,0,0,0,3.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002268,EMP0094,2025-06-01,21,19,2,0,5,8.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT002269,EMP0094,2025-07-01,23,23,0,0,0,3.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002270,EMP0094,2025-08-01,21,20,1,0,5,4.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002271,EMP0094,2025-09-01,22,19,3,0,0,1.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8636,0.1364
ATT002272,EMP0094,2025-10-01,23,22,1,0,3,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002273,EMP0094,2025-11-01,20,20,0,1,0,8.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002274,EMP0094,2025-12-01,23,22,1,0,4,5.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002275,EMP0094,2026-01-01,22,22,0,1,2,3.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002276,EMP0094,2026-02-01,20,19,1,1,0,4.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT002277,EMP0094,2026-03-01,22,20,2,0,4,2.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT002278,EMP0094,2026-04-01,22,21,1,0,1,4.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT002279,EMP0094,2026-05-01,21,20,1,0,3,2.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT002280,EMP0094,2026-06-01,22,22,0,0,0,0.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT002281,EMP0095,2024-01-01,23,22,1,2,10,2.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT002282,EMP0095,2024-02-01,21,20,1,0,8,1.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
